Fylke,Antall,Prosent av arbeidsstyrken,Endring fra i fjor (antall),Endring fra i fjor (prosent),År,Måned,Prosent av arbeidsstyrken i fjor
Innlandet,2565.0,1.4,-1987.0,-44.0,2022,Mai,2.5
Landet,47142.0,1.6,-46944.0,-50.0,2022,Mai,3.3
Møre og Romsdal,2115.0,1.5,-1437.0,-40.0,2022,Mai,2.6
Nordland,1555.0,1.3,-1133.0,-42.0,2022,Mai,2.2
Oslo,8055.0,2.0,-12755.0,-61.0,2022,Mai,5.4
Rogaland,4044.0,1.6,-3343.0,-45.0,2022,Mai,3.0
Troms og Finnmark,1804.0,1.4,-1292.0,-42.0,2022,Mai,2.5
Trøndelag,2948.0,1.2,-2674.0,-48.0,2022,Mai,2.3
Ukjent,15.0,,5.0,50.0,2022,Mai,
Vestfold og Telemark,4166.0,2.0,-3109.0,-43.0,2022,Mai,3.6
Vestland,5239.0,1.6,-4686.0,-47.0,2022,Mai,3.0
Viken,12281.0,1.9,-12698.0,-51.0,2022,Mai,4.0
Øvrige områder,8.0,,-34.0,-81.0,2022,Mai,
Agder,2378.0,1.6,-1481.0,-38.0,2022,Juni,2.6
Innlandet,2491.0,1.3,-1359.0,-35.0,2022,Juni,2.1
Landet,47104.0,1.6,-34212.0,-42.0,2022,Juni,2.9
Møre og Romsdal,2111.0,1.5,-1172.0,-36.0,2022,Juni,2.4
Nordland,1449.0,1.2,-943.0,-39.0,2022,Juni,2.0
Oslo,8213.0,2.1,-7580.0,-48.0,2022,Juni,4.1
Rogaland,4078.0,1.6,-2682.0,-40.0,2022,Juni,2.7
Troms og Finnmark,1772.0,1.4,-976.0,-36.0,2022,Juni,2.2
Trøndelag,3039.0,1.2,-2437.0,-45.0,2022,Juni,2.3
Ukjent,13.0,,5.0,63.0,2022,Juni,
Vestfold og Telemark,4037.0,1.9,-2393.0,-37.0,2022,Juni,3.2
Vestland,5340.0,1.6,-3888.0,-42.0,2022,Juni,2.8
Viken,12178.0,1.9,-9268.0,-43.0,2022,Juni,3.4
Øvrige områder,5.0,,-38.0,-88.0,2022,Juni,
Agder,2408.0,1.6,-1717.0,-42.0,2022,Juli,2.8
Innlandet,2505.0,1.3,-1639.0,-40.0,2022,Juli,2.3
Landet,48066.0,1.7,-38708.0,-45.0,2022,Juli,3.1
Møre og Romsdal,2149.0,1.6,-1363.0,-39.0,2022,Juli,2.6
Nordland,1460.0,1.2,-1012.0,-41.0,2022,Juli,2.1
Oslo,8359.0,2.1,-8495.0,-50.0,2022,Juli,4.4
Rogaland,4215.0,1.7,-3147.0,-43.0,2022,Juli,3.0
Troms og Finnmark,1834.0,1.4,-1147.0,-38.0,2022,Juli,2.4
Trøndelag,3053.0,1.2,-2619.0,-46.0,2022,Juli,2.4
Ukjent,8.0,,-1.0,-11.0,2022,Juli,
Vestfold og Telemark,4132.0,2.0,-2616.0,-39.0,2022,Juli,3.3
Vestland,5463.0,1.6,-4431.0,-45.0,2022,Juli,3.0
Viken,12470.0,1.9,-10480.0,-46.0,2022,Juli,3.6
Øvrige områder,10.0,,-41.0,-80.0,2022,Juli,
Agder,2501.0,1.6,-1216.0,-33.0,2022,August,2.5
Innlandet,2576.0,1.4,-1230.0,-32.0,2022,August,2.1
Landet,47934.0,1.6,-27872.0,-37.0,2022,August,2.7
Møre og Romsdal,2085.0,1.5,-1087.0,-34.0,2022,August,2.4
Nordland,1464.0,1.2,-917.0,-39.0,2022,August,2.0
Oslo,8131.0,2.0,-5611.0,-41.0,2022,August,3.6
Rogaland,4159.0,1.6,-2560.0,-38.0,2022,August,2.7
Troms og Finnmark,1747.0,1.4,-863.0,-33.0,2022,August,2.1
Trøndelag,3214.0,1.3,-1875.0,-37.0,2022,August,2.1
Ukjent,11.0,,-1.0,-8.0,2022,August,
Vestfold og Telemark,4305.0,2.1,-1746.0,-29.0,2022,August,3.0
Vestland,5344.0,1.6,-3275.0,-38.0,2022,August,2.6
Viken,12384.0,1.9,-7468.0,-38.0,2022,August,3.1
Øvrige områder,13.0,,-23.0,-64.0,2022,August,
Agder,2530.0,1.6,-892.0,-26.0,2022,September,2.3
Innlandet,2580.0,1.4,-721.0,-22.0,2022,September,1.8
Landet,46011.0,1.6,-21613.0,-32.0,2022,September,2.4
Møre og Romsdal,1991.0,1.4,-833.0,-29.0,2022,September,2.1
Nordland,1412.0,1.2,-736.0,-34.0,2022,September,1.8
Oslo,7845.0,2.0,-4397.0,-36.0,2022,September,3.2
Rogaland,3857.0,1.5,-2209.0,-36.0,2022,September,2.4
Troms og Finnmark,1614.0,1.3,-637.0,-28.0,2022,September,1.8
Trøndelag,2972.0,1.2,-1477.0,-33.0,2022,September,1.9
Ukjent,11.0,,-13.0,-54.0,2022,September,
Vestfold og Telemark,4264.0,2.0,-1359.0,-24.0,2022,September,2.8
Vestland,5055.0,1.5,-2662.0,-34.0,2022,September,2.3
Viken,11871.0,1.8,-5655.0,-32.0,2022,September,2.8
Øvrige områder,9.0,,-22.0,-71.0,2022,September,
Agder,2618.0,1.7,-608.0,-19.0,2022,Oktober,2.2
Innlandet,2557.0,1.4,-563.0,-18.0,2022,Oktober,1.7
Landet,45406.0,1.6,-17892.0,-28.0,2022,Oktober,2.2
Møre og Romsdal,1943.0,1.4,-789.0,-29.0,2022,Oktober,2.0
Nordland,1407.0,1.2,-685.0,-33.0,2022,Oktober,1.7
Oslo,7683.0,1.9,-3576.0,-32.0,2022,Oktober,2.9
Rogaland,3796.0,1.5,-1864.0,-33.0,2022,Oktober,2.3
Troms og Finnmark,1523.0,1.2,-611.0,-29.0,2022,Oktober,1.7
Trøndelag,2833.0,1.1,-1330.0,-32.0,2022,Oktober,1.7
Ukjent,7.0,,-9.0,-56.0,2022,Oktober,
Vestfold og Telemark,4311.0,2.1,-988.0,-19.0,2022,Oktober,2.6
Vestland,5033.0,1.5,-2233.0,-31.0,2022,Oktober,2.2
Viken,11684.0,1.8,-4626.0,-28.0,2022,Oktober,2.6
Øvrige områder,11.0,,-10.0,-48.0,2022,Oktober,
Agder,2606.0,1.7,-374.0,-13.0,2022,November,2.0
Innlandet,2608.0,1.4,-494.0,-16.0,2022,November,1.7
Landet,45690.0,1.6,-13651.0,-23.0,2022,November,2.1
Møre og Romsdal,2030.0,1.5,-665.0,-25.0,2022,November,2.0
Nordland,1493.0,1.2,-545.0,-27.0,2022,November,1.7
Oslo,7483.0,1.9,-2937.0,-28.0,2022,November,2.7
Rogaland,3990.0,1.6,-1142.0,-22.0,2022,November,2.1
Troms og Finnmark,1520.0,1.2,-573.0,-27.0,2022,November,1.7
Trøndelag,2889.0,1.2,-967.0,-25.0,2022,November,1.6
Ukjent,9.0,,1.0,13.0,2022,November,
Vestfold og Telemark,4409.0,2.1,-579.0,-12.0,2022,November,2.4
Vestland,5076.0,1.5,-1762.0,-26.0,2022,November,2.1
Viken,11570.0,1.8,-3596.0,-24.0,2022,November,2.4
Øvrige områder,7.0,,-18.0,-72.0,2022,November,
Agder,2702.0,1.8,-359.0,-12.0,2022,Desember,2.1
Innlandet,2795.0,1.5,-378.0,-12.0,2022,Desember,1.8
Landet,47684.0,1.6,-13352.0,-22.0,2022,Desember,2.2
Møre og Romsdal,2106.0,1.5,-611.0,-22.0,2022,Desember,2.0
Nordland,1503.0,1.2,-578.0,-28.0,2022,Desember,1.7
Oslo,7824.0,2.0,-2899.0,-27.0,2022,Desember,2.8
Rogaland,4081.0,1.6,-1046.0,-20.0,2022,Desember,2.1
Troms og Finnmark,1609.0,1.3,-602.0,-27.0,2022,Desember,1.8
Trøndelag,3024.0,1.2,-926.0,-23.0,2022,Desember,1.6
Ukjent,10.0,,-5.0,-33.0,2022,Desember,
Vestfold og Telemark,4574.0,2.2,-523.0,-10.0,2022,Desember,2.5
Vestland,5313.0,1.6,-1681.0,-24.0,2022,Desember,2.1
Viken,12136.0,1.9,-3726.0,-23.0,2022,Desember,2.5
Øvrige områder,7.0,,-18.0,-72.0,2022,Desember,
Agder,3109.0,2.0,-762.0,-20.0,2023,Januar,2.5
Innlandet,3219.0,1.7,-662.0,-17.0,2023,Januar,2.1
Landet,55357.0,1.9,-18786.0,-25.0,2023,Januar,2.6
Møre og Romsdal,2385.0,1.7,-784.0,-25.0,2023,Januar,2.3
Nordland,1782.0,1.5,-741.0,-29.0,2023,Januar,2.1
Oslo,8987.0,2.2,-4626.0,-34.0,2023,Januar,3.4
Rogaland,4574.0,1.8,-1572.0,-26.0,2023,Januar,2.4
Troms og Finnmark,1914.0,1.5,-785.0,-29.0,2023,Januar,2.1
Trøndelag,3873.0,1.5,-1171.0,-23.0,2023,Januar,2.0
Ukjent,18.0,,9.0,100.0,2023,Januar,
Vestfold og Telemark,5308.0,2.5,-982.0,-16.0,2023,Januar,3.0
Vestland,6157.0,1.8,-2096.0,-25.0,2023,Januar,2.4
Viken,14023.0,2.1,-4592.0,-25.0,2023,Januar,2.9
Øvrige områder,8.0,,-22.0,-73.0,2023,Januar,
Agder,2971.0,1.9,-324.0,-10.0,2023,Februar,2.1
Innlandet,3156.0,1.7,-272.0,-8.0,2023,Februar,1.8
Landet,54728.0,1.9,-9711.0,-15.0,2023,Februar,2.2
Møre og Romsdal,2243.0,1.6,-548.0,-20.0,2023,Februar,2.0
Nordland,1728.0,1.4,-334.0,-16.0,2023,Februar,1.7
Oslo,9192.0,2.3,-2013.0,-18.0,2023,Februar,2.8
Rogaland,4388.0,1.7,-902.0,-17.0,2023,Februar,2.1
Troms og Finnmark,1879.0,1.5,-472.0,-20.0,2023,Februar,1.8
Trøndelag,3773.0,1.5,-590.0,-14.0,2023,Februar,1.8
Ukjent,9.0,,-1.0,-10.0,2023,Februar,
Vestfold og Telemark,5199.0,2.5,-519.0,-9.0,2023,Februar,2.7
Vestland,6010.0,1.8,-1362.0,-18.0,2023,Februar,2.2
Viken,14172.0,2.1,-2361.0,-14.0,2023,Februar,2.5
Øvrige områder,8.0,,-13.0,-62.0,2023,Februar,
Agder,2872.0,1.8,-3.0,0.0,2023,Mars,1.9
Innlandet,3111.0,1.7,-33.0,-1.0,2023,Mars,1.7
Landet,53456.0,1.8,-4912.0,-8.0,2023,Mars,2.0
Møre og Romsdal,2306.0,1.7,-213.0,-8.0,2023,Mars,1.8
Nordland,1555.0,1.3,-282.0,-15.0,2023,Mars,1.5
Oslo,9063.0,2.2,-1072.0,-11.0,2023,Mars,2.5
Rogaland,4262.0,1.7,-591.0,-12.0,2023,Mars,1.9
Troms og Finnmark,1835.0,1.4,-310.0,-14.0,2023,Mars,1.7
Trøndelag,3679.0,1.5,-159.0,-4.0,2023,Mars,1.5
Ukjent,10.0,,-19.0,-66.0,2023,Mars,
Vestfold og Telemark,5003.0,2.4,-141.0,-3.0,2023,Mars,2.5
Vestland,5835.0,1.7,-670.0,-10.0,2023,Mars,1.9
Viken,13916.0,2.1,-1418.0,-9.0,2023,Mars,2.3
Øvrige områder,9.0,,-1.0,-10.0,2023,Mars,
Agder,2790.0,1.8,182.0,7.0,2023,April,1.7
Innlandet,3079.0,1.7,171.0,6.0,2023,April,1.6
Landet,53199.0,1.8,-586.0,-1.0,2023,April,1.9
Møre og Romsdal,2323.0,1.7,-73.0,-3.0,2023,April,1.7
Nordland,1629.0,1.3,-62.0,-4.0,2023,April,1.4
Oslo,9119.0,2.3,-180.0,-2.0,2023,April,2.3
Rogaland,4317.0,1.7,-168.0,-4.0,2023,April,1.8
Troms og Finnmark,1840.0,1.4,-189.0,-9.0,2023,April,1.6
Trøndelag,3559.0,1.4,68.0,2.0,2023,April,1.4
Ukjent,11.0,,-22.0,-67.0,2023,April,
Vestfold og Telemark,4836.0,2.3,163.0,3.0,2023,April,2.2
Vestland,5744.0,1.7,-370.0,-6.0,2023,April,1.8
Viken,13945.0,2.1,-103.0,-1.0,2023,April,2.2
Øvrige områder,7.0,,-3.0,-30.0,2023,April,
Agder,2553.0,1.6,206.0,9.0,2023,Mai,1.5
Innlandet,2823.0,1.5,258.0,10.0,2023,Mai,1.4
Landet,48839.0,1.7,1697.0,4.0,2023,Mai,1.6
Møre og Romsdal,2038.0,1.5,-77.0,-4.0,2023,Mai,1.5
Nordland,1597.0,1.3,42.0,3.0,2023,Mai,1.3
Oslo,8588.0,2.1,533.0,7.0,2023,Mai,2.0
Rogaland,3955.0,1.5,-89.0,-2.0,2023,Mai,1.6
Troms og Finnmark,1705.0,1.3,-99.0,-5.0,2023,Mai,1.4
Trøndelag,3108.0,1.2,160.0,5.0,2023,Mai,1.2
Ukjent,7.0,,-8.0,-53.0,2023,Mai,
Vestfold og Telemark,4322.0,2.0,156.0,4.0,2023,Mai,2.0
Vestland,5191.0,1.5,-48.0,-1.0,2023,Mai,1.6
Viken,12949.0,2.0,668.0,5.0,2023,Mai,1.9
Øvrige områder,,,,,2023,Mai,
Agder,2712.0,1.7,334.0,14.0,2023,Juni,1.6
Innlandet,2778.0,1.5,287.0,12.0,2023,Juni,1.3
Landet,49570.0,1.7,2466.0,5.0,2023,Juni,1.6
Møre og Romsdal,2124.0,1.5,13.0,1.0,2023,Juni,1.5
Nordland,1493.0,1.2,44.0,3.0,2023,Juni,1.2
Oslo,8861.0,2.2,648.0,8.0,2023,Juni,2.1
Rogaland,4021.0,1.6,-57.0,-1.0,2023,Juni,1.6
Troms og Finnmark,1680.0,1.3,-92.0,-5.0,2023,Juni,1.4
Trøndelag,3142.0,1.3,103.0,3.0,2023,Juni,1.2
Ukjent,4.0,,-9.0,-69.0,2023,Juni,
Vestfold og Telemark,4253.0,2.0,216.0,5.0,2023,Juni,1.9
Vestland,5184.0,1.5,-156.0,-3.0,2023,Juni,1.6
Viken,13314.0,2.0,1136.0,9.0,2023,Juni,1.9
Øvrige områder,4.0,,-1.0,-20.0,2023,Juni,
Agder,2975.0,1.9,567.0,24.0,2023,Juli,1.6
Innlandet,2992.0,1.6,487.0,19.0,2023,Juli,1.3
Landet,54217.0,1.8,6151.0,13.0,2023,Juli,1.7
Møre og Romsdal,2356.0,1.7,207.0,10.0,2023,Juli,1.6
Nordland,1630.0,1.3,170.0,12.0,2023,Juli,1.2
Oslo,9871.0,2.4,1512.0,18.0,2023,Juli,2.1
Rogaland,4346.0,1.7,131.0,3.0,2023,Juli,1.7
Troms og Finnmark,1791.0,1.4,-43.0,-2.0,2023,Juli,1.4
Trøndelag,3424.0,1.4,371.0,12.0,2023,Juli,1.2
Ukjent,6.0,,-2.0,-25.0,2023,Juli,
Vestfold og Telemark,4607.0,2.2,475.0,11.0,2023,Juli,2.0
Vestland,5789.0,1.7,326.0,6.0,2023,Juli,1.6
Viken,14420.0,2.2,1950.0,16.0,2023,Juli,1.9
Øvrige områder,10.0,,0.0,0.0,2023,Juli,
Agder,2999.0,1.9,498.0,20.0,2023,August,1.6
Innlandet,3255.0,1.7,679.0,26.0,2023,August,1.4
Landet,54648.0,1.9,6714.0,14.0,2023,August,1.6
Møre og Romsdal,2340.0,1.7,255.0,12.0,2023,August,1.5
Nordland,1626.0,1.3,162.0,11.0,2023,August,1.2
Oslo,9704.0,2.4,1573.0,19.0,2023,August,2.0
Rogaland,4384.0,1.7,225.0,5.0,2023,August,1.6
Troms og Finnmark,1834.0,1.4,87.0,5.0,2023,August,1.4
Trøndelag,3573.0,1.4,359.0,11.0,2023,August,1.3
Ukjent,10.0,,-1.0,-9.0,2023,August,
Vestfold og Telemark,4743.0,2.2,438.0,10.0,2023,August,2.1
Vestland,5718.0,1.7,374.0,7.0,2023,August,1.6
Viken,14453.0,2.2,2069.0,17.0,2023,August,1.9
Øvrige områder,9.0,,-4.0,-31.0,2023,August,
Agder,2954.0,1.9,424.0,17.0,2023,September,1.6
Innlandet,2872.0,1.5,292.0,11.0,2023,September,1.4
Landet,52381.0,1.8,6370.0,14.0,2023,September,1.6
Møre og Romsdal,2054.0,1.5,63.0,3.0,2023,September,1.4
Nordland,1601.0,1.3,189.0,13.0,2023,September,1.2
Oslo,9354.0,2.3,1509.0,19.0,2023,September,2.0
Rogaland,4268.0,1.7,411.0,11.0,2023,September,1.5
Troms og Finnmark,1830.0,1.4,216.0,13.0,2023,September,1.3
Trøndelag,3451.0,1.4,479.0,16.0,2023,September,1.2
Ukjent,13.0,,2.0,18.0,2023,September,
Vestfold og Telemark,4456.0,2.1,192.0,5.0,2023,September,2.0
Vestland,5585.0,1.6,530.0,10.0,2023,September,1.5
Viken,13939.0,2.1,2068.0,17.0,2023,September,1.8
Øvrige områder,4.0,,-5.0,-56.0,2023,September,
Agder,2984.0,1.9,366.0,14.0,2023,Oktober,1.7
Innlandet,2816.0,1.5,259.0,10.0,2023,Oktober,1.4
Landet,52422.0,1.8,7016.0,15.0,2023,Oktober,1.6
Møre og Romsdal,2016.0,1.5,73.0,4.0,2023,Oktober,1.4
Nordland,1601.0,1.3,194.0,14.0,2023,Oktober,1.2
Oslo,9602.0,2.4,1919.0,25.0,2023,Oktober,1.9
Rogaland,4276.0,1.7,480.0,13.0,2023,Oktober,1.5
Troms og Finnmark,1869.0,1.5,346.0,23.0,2023,Oktober,1.2
Trøndelag,3475.0,1.4,642.0,23.0,2023,Oktober,1.1
Ukjent,9.0,,2.0,29.0,2023,Oktober,
Vestfold og Telemark,4521.0,2.1,210.0,5.0,2023,Oktober,2.1
Vestland,5403.0,1.6,370.0,7.0,2023,Oktober,1.5
Viken,13844.0,2.1,2160.0,18.0,2023,Oktober,1.8
Øvrige områder,6.0,,-5.0,-45.0,2023,Oktober,
Agder,2982.0,1.9,376.0,14.0,2023,November,1.7
Innlandet,2926.0,1.6,318.0,12.0,2023,November,1.4
Landet,53110.0,1.8,7420.0,16.0,2023,November,1.6
Møre og Romsdal,2125.0,1.5,95.0,5.0,2023,November,1.5
Nordland,1643.0,1.3,150.0,10.0,2023,November,1.2
Oslo,9523.0,2.4,2040.0,27.0,2023,November,1.9
Rogaland,4319.0,1.7,329.0,8.0,2023,November,1.6
Troms og Finnmark,1964.0,1.5,444.0,29.0,2023,November,1.2
Trøndelag,3560.0,1.4,671.0,23.0,2023,November,1.2
Ukjent,16.0,,7.0,78.0,2023,November,
Vestfold og Telemark,4673.0,2.2,264.0,6.0,2023,November,2.1
Vestland,5564.0,1.6,488.0,10.0,2023,November,1.5
Viken,13805.0,2.1,2235.0,19.0,2023,November,1.8
Øvrige områder,10.0,,3.0,43.0,2023,November,
Agder,3100.0,2.0,398.0,15.0,2023,Desember,1.8
Innlandet,3038.0,1.6,243.0,9.0,2023,Desember,1.5
Landet,55394.0,1.9,7710.0,16.0,2023,Desember,1.6
Møre og Romsdal,2293.0,1.7,187.0,9.0,2023,Desember,1.5
Nordland,1749.0,1.4,246.0,16.0,2023,Desember,1.2
Oslo,9713.0,2.4,1889.0,24.0,2023,Desember,2.0
Rogaland,4432.0,1.7,351.0,9.0,2023,Desember,1.6
Troms og Finnmark,2111.0,1.6,502.0,31.0,2023,Desember,1.3
Trøndelag,3853.0,1.5,829.0,27.0,2023,Desember,1.2
Ukjent,13.0,,3.0,30.0,2023,Desember,
Vestfold og Telemark,4859.0,2.3,285.0,6.0,2023,Desember,2.2
Vestland,5899.0,1.7,586.0,11.0,2023,Desember,1.6
Viken,14324.0,2.2,2188.0,18.0,2023,Desember,1.9
Øvrige områder,10.0,,3.0,43.0,2023,Desember,
Agder,3502.0,2.2,393.0,13.0,2024,Januar,2.0
Akershus,8896.0,2.3,1670.0,23.0,2024,Januar,1.9
Buskerud,3168.0,2.3,491.0,18.0,2024,Januar,2.0
Finnmark,1015.0,2.6,158.0,18.0,2024,Januar,2.2
Innlandet,3553.0,1.9,334.0,10.0,2024,Januar,1.7
Landet,62933.0,2.1,7576.0,14.0,2024,Januar,1.9
Møre og Romsdal,2612.0,1.9,227.0,10.0,2024,Januar,1.7
Nordland,2024.0,1.6,242.0,14.0,2024,Januar,1.5
Oslo,10789.0,2.6,1802.0,20.0,2024,Januar,2.2
Rogaland,4889.0,1.9,315.0,7.0,2024,Januar,1.8
Telemark,2287.0,2.7,210.0,10.0,2024,Januar,2.4
Troms,1300.0,1.4,243.0,23.0,2024,Januar,1.2
Trøndelag,4397.0,1.7,524.0,14.0,2024,Januar,1.5
Ukjent,13.0,,-5.0,-28.0,2024,Januar,
Vestfold,3406.0,2.7,175.0,5.0,2024,Januar,2.6
Vestland,6630.0,1.9,473.0,8.0,2024,Januar,1.8
Østfold,4440.0,2.9,320.0,8.0,2024,Januar,2.8
Øvrige områder,12.0,,4.0,50.0,2024,Januar,
Agder,3466.0,2.2,495.0,17.0,2024,Februar,1.9
Akershus,8923.0,2.3,1454.0,19.0,2024,Februar,2.0
Buskerud,3210.0,2.3,507.0,19.0,2024,Februar,2.0
Finnmark,974.0,2.5,168.0,21.0,2024,Februar,2.1
Innlandet,3480.0,1.9,324.0,10.0,2024,Februar,1.7
Landet,62506.0,2.1,7778.0,14.0,2024,Februar,1.9
Møre og Romsdal,2588.0,1.9,345.0,15.0,2024,Februar,1.6
Nordland,2072.0,1.7,344.0,20.0,2024,Februar,1.4
Oslo,10752.0,2.6,1560.0,17.0,2024,Februar,2.3
Rogaland,4813.0,1.8,425.0,10.0,2024,Februar,1.7
Telemark,2128.0,2.5,54.0,3.0,2024,Februar,2.4
Troms,1317.0,1.5,244.0,23.0,2024,Februar,1.2
Trøndelag,4445.0,1.8,672.0,18.0,2024,Februar,1.5
Ukjent,13.0,,4.0,44.0,2024,Februar,
Vestfold,3419.0,2.7,294.0,9.0,2024,Februar,2.5
Vestland,6602.0,1.9,592.0,10.0,2024,Februar,1.8
Østfold,4293.0,2.8,293.0,7.0,2024,Februar,2.7
Øvrige områder,11.0,,3.0,38.0,2024,Februar,
Agder,3252.0,2.1,380.0,13.0,2024,Mars,1.8
Akershus,8782.0,2.3,1389.0,19.0,2024,Mars,2.0
Buskerud,3144.0,2.3,516.0,20.0,2024,Mars,1.9
Finnmark,936.0,2.4,157.0,20.0,2024,Mars,2.0
Innlandet,3462.0,1.9,351.0,11.0,2024,Mars,1.7
Landet,61071.0,2.0,7615.0,14.0,2024,Mars,1.8
Møre og Romsdal,2557.0,1.8,251.0,11.0,2024,Mars,1.7
Nordland,1905.0,1.6,350.0,23.0,2024,Mars,1.3
Oslo,10587.0,2.6,1524.0,17.0,2024,Mars,2.2
Rogaland,4689.0,1.8,427.0,10.0,2024,Mars,1.7
Telemark,2166.0,2.5,136.0,7.0,2024,Mars,2.4
Troms,1242.0,1.4,186.0,18.0,2024,Mars,1.2
Trøndelag,4304.0,1.7,625.0,17.0,2024,Mars,1.5
Ukjent,7.0,,-3.0,-30.0,2024,Mars,
Vestfold,3301.0,2.6,328.0,11.0,2024,Mars,2.4
Vestland,6411.0,1.9,576.0,10.0,2024,Mars,1.7
Østfold,4313.0,2.9,418.0,11.0,2024,Mars,2.6
Øvrige områder,13.0,,4.0,44.0,2024,Mars,
Agder,3013.0,1.9,223.0,8.0,2024,April,1.8
Akershus,8587.0,2.2,1200.0,16.0,2024,April,2.0
Buskerud,3078.0,2.2,436.0,17.0,2024,April,1.9
Finnmark,962.0,2.4,188.0,24.0,2024,April,2.0
Innlandet,3349.0,1.8,270.0,9.0,2024,April,1.7
Landet,58406.0,2.0,5207.0,10.0,2024,April,1.8
Møre og Romsdal,2318.0,1.7,-5.0,0.0,2024,April,1.7
Nordland,1915.0,1.6,286.0,18.0,2024,April,1.3
Oslo,10379.0,2.5,1260.0,14.0,2024,April,2.3
Rogaland,4524.0,1.7,207.0,5.0,2024,April,1.7
Telemark,1983.0,2.3,29.0,1.0,2024,April,2.3
Troms,1275.0,1.4,209.0,20.0,2024,April,1.2
Trøndelag,4051.0,1.6,492.0,14.0,2024,April,1.4
Ukjent,6.0,,-5.0,-45.0,2024,April,
Vestfold,3027.0,2.4,145.0,5.0,2024,April,2.3
Vestland,5979.0,1.7,235.0,4.0,2024,April,1.7
Østfold,3949.0,2.6,33.0,1.0,2024,April,2.6
Øvrige områder,11.0,,4.0,57.0,2024,April,
Agder,2994.0,1.9,441.0,17.0,2024,Mai,1.6
Akershus,8216.0,2.1,1274.0,18.0,2024,Mai,1.8
Buskerud,2932.0,2.1,530.0,22.0,2024,Mai,1.8
Finnmark,941.0,2.4,224.0,31.0,2024,Mai,1.8
Innlandet,3255.0,1.7,432.0,15.0,2024,Mai,1.5
Landet,56300.0,1.9,7461.0,15.0,2024,Mai,1.7
Møre og Romsdal,2235.0,1.6,197.0,10.0,2024,Mai,1.5
Nordland,1848.0,1.5,251.0,16.0,2024,Mai,1.3
Oslo,10064.0,2.5,1476.0,17.0,2024,Mai,2.1
Rogaland,4377.0,1.7,422.0,11.0,2024,Mai,1.5
Telemark,1874.0,2.2,115.0,7.0,2024,Mai,2.1
Troms,1188.0,1.3,200.0,20.0,2024,Mai,1.1
Trøndelag,3939.0,1.6,831.0,27.0,2024,Mai,1.2
Ukjent,8.0,,1.0,14.0,2024,Mai,
Vestfold,2812.0,2.2,249.0,10.0,2024,Mai,2.0
Vestland,5682.0,1.7,491.0,9.0,2024,Mai,1.5
Østfold,3921.0,2.6,316.0,9.0,2024,Mai,2.4
Øvrige områder,14.0,,,,2024,Mai,
Agder,3102.0,2.0,390.0,14.0,2024,Juni,1.7
Akershus,8260.0,2.1,1102.0,15.0,2024,Juni,1.9
Buskerud,2831.0,2.0,479.0,20.0,2024,Juni,1.7
Finnmark,925.0,2.4,232.0,33.0,2024,Juni,1.8
Innlandet,3274.0,1.8,496.0,18.0,2024,Juni,1.5
Landet,56953.0,1.9,7383.0,15.0,2024,Juni,1.7
Møre og Romsdal,2332.0,1.7,208.0,10.0,2024,Juni,1.5
Nordland,1838.0,1.5,345.0,23.0,2024,Juni,1.2
Oslo,10298.0,2.5,1437.0,16.0,2024,Juni,2.2
Rogaland,4559.0,1.7,538.0,13.0,2024,Juni,1.6
Telemark,1912.0,2.2,161.0,9.0,2024,Juni,2.1
Troms,1167.0,1.3,180.0,18.0,2024,Juni,1.1
Trøndelag,4005.0,1.6,863.0,27.0,2024,Juni,1.3
Ukjent,8.0,,4.0,100.0,2024,Juni,
Vestfold,2705.0,2.1,203.0,8.0,2024,Juni,2.0
Vestland,5724.0,1.7,540.0,10.0,2024,Juni,1.5
Østfold,4002.0,2.7,198.0,5.0,2024,Juni,2.5
Øvrige områder,11.0,,7.0,175.0,2024,Juni,
Agder,3380.0,2.1,405.0,14.0,2024,Juli,1.9
Akershus,9120.0,2.4,1307.0,17.0,2024,Juli,2.1
Buskerud,3116.0,2.3,532.0,21.0,2024,Juli,1.9
Finnmark,968.0,2.5,236.0,32.0,2024,Juli,1.9
Innlandet,3521.0,1.9,529.0,18.0,2024,Juli,1.6
Landet,62558.0,2.1,8341.0,15.0,2024,Juli,1.8
Møre og Romsdal,2580.0,1.9,224.0,10.0,2024,Juli,1.7
Nordland,1922.0,1.6,292.0,18.0,2024,Juli,1.3
Oslo,11419.0,2.8,1548.0,16.0,2024,Juli,2.4
Rogaland,4937.0,1.9,591.0,14.0,2024,Juli,1.7
Telemark,2100.0,2.4,284.0,16.0,2024,Juli,2.1
Troms,1270.0,1.4,211.0,20.0,2024,Juli,1.2
Trøndelag,4390.0,1.7,966.0,28.0,2024,Juli,1.4
Ukjent,6.0,,0.0,0.0,2024,Juli,
Vestfold,3074.0,2.4,283.0,10.0,2024,Juli,2.2
Vestland,6443.0,1.9,654.0,11.0,2024,Juli,1.7
Østfold,4296.0,2.8,273.0,7.0,2024,Juli,2.7
Øvrige områder,16.0,,6.0,60.0,2024,Juli,
Agder,3351.0,2.1,352.0,12.0,2024,August,1.9
Akershus,8811.0,2.3,1019.0,13.0,2024,August,2.1
Buskerud,3060.0,2.2,354.0,13.0,2024,August,2.0
Finnmark,923.0,2.3,188.0,26.0,2024,August,1.9
Innlandet,3421.0,1.8,166.0,5.0,2024,August,1.7
