Kommune,År (intervall),År,Kjønn,Alder,Sykdomsgruppe,Måltall,Antall,SortKjonn,SortAlder,SortKommune
Midt-Telemark,2017-2019,2017-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",150.5,3,3,9
Midt-Telemark,2017-2019,2017-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",396.6,3,4,9
Midt-Telemark,2018-2020,2018-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",81.8,1,1,9
Midt-Telemark,2018-2020,2018-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",17.3,1,2,9
Midt-Telemark,2018-2020,2018-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",180.7,1,3,9
Midt-Telemark,2018-2020,2018-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",422.7,1,4,9
Midt-Telemark,2018-2020,2018-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",94.8,2,1,9
Midt-Telemark,2018-2020,2018-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",17.3,2,2,9
Midt-Telemark,2018-2020,2018-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",215.6,2,3,9
Midt-Telemark,2018-2020,2018-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",474.7,2,4,9
Midt-Telemark,2018-2020,2018-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",68.2,3,1,9
Midt-Telemark,2018-2020,2018-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",17.3,3,2,9
Midt-Telemark,2018-2020,2018-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",145.2,3,3,9
Midt-Telemark,2018-2020,2018-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",375.1,3,4,9
Midt-Telemark,2019-2021,2019-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",84.4,1,1,9
Midt-Telemark,2019-2021,2019-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",20.4,1,2,9
Midt-Telemark,2019-2021,2019-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",182.8,1,3,9
Midt-Telemark,2019-2021,2019-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",433.0,1,4,9
Midt-Telemark,2019-2021,2019-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",99.7,2,1,9
Midt-Telemark,2019-2021,2019-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",20.5,2,2,9
Midt-Telemark,2019-2021,2019-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",223.4,2,3,9
Midt-Telemark,2019-2021,2019-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",488.8,2,4,9
Midt-Telemark,2019-2021,2019-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",68.5,3,1,9
Midt-Telemark,2019-2021,2019-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",20.4,3,2,9
Midt-Telemark,2019-2021,2019-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",141.5,3,3,9
Midt-Telemark,2019-2021,2019-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",380.1,3,4,9
Midt-Telemark,2020-2022,2020-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",81.2,1,1,9
Midt-Telemark,2020-2022,2020-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",21.6,1,2,9
Midt-Telemark,2020-2022,2020-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",172.9,1,3,9
Midt-Telemark,2020-2022,2020-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",423.1,1,4,9
Midt-Telemark,2020-2022,2020-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",95.4,2,1,9
Midt-Telemark,2020-2022,2020-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",20.4,2,2,9
Midt-Telemark,2020-2022,2020-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",212.6,2,3,9
Midt-Telemark,2020-2022,2020-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",460.1,2,4,9
Midt-Telemark,2020-2022,2020-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",66.4,3,1,9
Midt-Telemark,2020-2022,2020-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",22.9,3,2,9
Midt-Telemark,2020-2022,2020-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",132.7,3,3,9
Midt-Telemark,2020-2022,2020-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",388.2,3,4,9
Midt-Telemark,2021-2023,2021-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",80.5,1,1,9
Midt-Telemark,2021-2023,2021-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",23.9,1,2,9
Midt-Telemark,2021-2023,2021-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",167.8,1,3,9
Midt-Telemark,2021-2023,2021-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",403.9,1,4,9
Midt-Telemark,2021-2023,2021-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",92.5,2,1,9
Midt-Telemark,2021-2023,2021-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",22.2,2,2,9
Midt-Telemark,2021-2023,2021-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",202.4,2,3,9
Midt-Telemark,2021-2023,2021-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",443.0,2,4,9
Midt-Telemark,2021-2023,2021-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",68.1,3,1,9
Midt-Telemark,2021-2023,2021-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",25.7,3,2,9
Midt-Telemark,2021-2023,2021-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",132.7,3,3,9
Midt-Telemark,2021-2023,2021-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",367.1,3,4,9
Midt-Telemark,2022-2024,2022-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",76.7,1,1,9
Midt-Telemark,2022-2024,2022-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",22.6,1,2,9
Midt-Telemark,2022-2024,2022-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",160.4,1,3,9
Midt-Telemark,2022-2024,2022-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",375.9,1,4,9
Midt-Telemark,2022-2024,2022-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",85.9,2,1,9
Midt-Telemark,2022-2024,2022-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",20.0,2,2,9
Midt-Telemark,2022-2024,2022-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",189.1,2,3,9
Midt-Telemark,2022-2024,2022-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",416.1,2,4,9
Midt-Telemark,2022-2024,2022-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",67.2,3,1,9
Midt-Telemark,2022-2024,2022-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",25.2,3,2,9
Midt-Telemark,2022-2024,2022-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",131.2,3,3,9
Midt-Telemark,2022-2024,2022-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",338.4,3,4,9
Seljord,2017-2019,2017-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",57.2,1,1,14
Seljord,2017-2019,2017-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",12.7,1,2,14
Seljord,2017-2019,2017-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",125.1,1,3,14
Seljord,2017-2019,2017-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",278.0,1,4,14
Seljord,2017-2019,2017-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",57.5,2,1,14
Seljord,2017-2019,2017-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",11.7,2,2,14
Seljord,2017-2019,2017-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",128.7,2,3,14
Seljord,2017-2019,2017-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",281.9,2,4,14
Seljord,2017-2019,2017-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",57.0,3,1,14
Seljord,2017-2019,2017-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",13.7,3,2,14
Seljord,2017-2019,2017-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",121.4,3,3,14
Seljord,2017-2019,2017-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",272.4,3,4,14
Seljord,2018-2020,2018-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",54.6,1,1,14
Seljord,2018-2020,2018-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",15.0,1,2,14
Seljord,2018-2020,2018-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",116.3,1,3,14
Seljord,2018-2020,2018-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",261.1,1,4,14
Seljord,2018-2020,2018-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",55.1,2,1,14
Seljord,2018-2020,2018-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",13.1,2,2,14
Seljord,2018-2020,2018-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",121.2,2,3,14
Seljord,2018-2020,2018-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",258.0,2,4,14
Seljord,2018-2020,2018-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",54.2,3,1,14
Seljord,2018-2020,2018-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",17.0,3,2,14
Seljord,2018-2020,2018-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",111.4,3,3,14
Seljord,2018-2020,2018-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",262.8,3,4,14
Seljord,2019-2021,2019-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",48.8,1,1,14
Seljord,2019-2021,2019-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",13.8,1,2,14
Seljord,2019-2021,2019-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",103.6,1,3,14
Seljord,2019-2021,2019-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",224.2,1,4,14
Seljord,2019-2021,2019-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",51.0,2,1,14
Seljord,2019-2021,2019-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",11.1,2,2,14
Seljord,2019-2021,2019-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",113.4,2,3,14
Seljord,2019-2021,2019-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",236.9,2,4,14
Seljord,2019-2021,2019-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",46.5,3,1,14
Seljord,2019-2021,2019-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",16.6,3,2,14
Seljord,2019-2021,2019-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",93.5,3,3,14
Seljord,2019-2021,2019-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",212.7,3,4,14
Seljord,2020-2022,2020-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",46.7,1,1,14
Seljord,2020-2022,2020-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",12.4,1,2,14
Seljord,2020-2022,2020-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",99.9,1,3,14
Seljord,2020-2022,2020-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",176.3,1,4,14
Seljord,2020-2022,2020-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",50.3,2,1,14
Seljord,2020-2022,2020-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",10.4,2,2,14
Seljord,2020-2022,2020-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",112.4,2,3,14
Seljord,2020-2022,2020-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",182.4,2,4,14
Seljord,2020-2022,2020-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",43.0,3,1,14
Seljord,2020-2022,2020-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",14.5,3,2,14
Seljord,2020-2022,2020-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",87.2,3,3,14
Seljord,2020-2022,2020-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",171.6,3,4,14
Seljord,2021-2023,2021-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",44.5,1,1,14
Seljord,2021-2023,2021-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",12.4,1,2,14
Seljord,2021-2023,2021-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",94.6,1,3,14
Seljord,2021-2023,2021-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",181.8,1,4,14
Seljord,2021-2023,2021-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",48.6,2,1,14
Seljord,2021-2023,2021-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",10.8,2,2,14
Seljord,2021-2023,2021-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",107.8,2,3,14
Seljord,2021-2023,2021-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",200.0,2,4,14
Seljord,2021-2023,2021-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",40.3,3,1,14
Seljord,2021-2023,2021-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",14.1,3,2,14
Seljord,2021-2023,2021-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",81.2,3,3,14
Seljord,2021-2023,2021-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",164.0,3,4,14
Seljord,2022-2024,2022-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",44.8,1,1,14
Seljord,2022-2024,2022-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",12.6,1,2,14
Seljord,2022-2024,2022-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",95.2,1,3,14
Seljord,2022-2024,2022-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",174.4,1,4,14
Seljord,2022-2024,2022-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",48.4,2,1,14
Seljord,2022-2024,2022-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",9.7,2,2,14
Seljord,2022-2024,2022-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",108.4,2,3,14
Seljord,2022-2024,2022-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",182.5,2,4,14
Seljord,2022-2024,2022-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",41.1,3,1,14
Seljord,2022-2024,2022-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",15.6,3,2,14
Seljord,2022-2024,2022-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",81.7,3,3,14
Seljord,2022-2024,2022-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",167.2,3,4,14
Hjartdal,2017-2019,2017-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",134.0,1,1,6
Hjartdal,2017-2019,2017-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",64.0,1,2,6
Hjartdal,2017-2019,2017-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",259.8,1,3,6
Hjartdal,2017-2019,2017-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",406.5,1,4,6
Hjartdal,2017-2019,2017-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",114.9,2,1,6
Hjartdal,2017-2019,2017-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",44.0,2,2,6
Hjartdal,2017-2019,2017-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",238.5,2,3,6
Hjartdal,2017-2019,2017-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",435.1,2,4,6
Hjartdal,2017-2019,2017-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",159.8,3,1,6
Hjartdal,2017-2019,2017-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",84.8,3,2,6
Hjartdal,2017-2019,2017-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",291.6,3,3,6
Hjartdal,2017-2019,2017-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",380.2,3,4,6
Hjartdal,2018-2020,2018-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",127.7,1,1,6
Hjartdal,2018-2020,2018-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",62.3,1,2,6
Hjartdal,2018-2020,2018-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",247.3,1,3,6
Hjartdal,2018-2020,2018-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",422.9,1,4,6
Hjartdal,2018-2020,2018-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",113.1,2,1,6
Hjartdal,2018-2020,2018-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",41.7,2,2,6
Hjartdal,2018-2020,2018-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",236.6,2,3,6
Hjartdal,2018-2020,2018-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",415.4,2,4,6
Hjartdal,2018-2020,2018-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",147.6,3,1,6
Hjartdal,2018-2020,2018-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",83.7,3,2,6
Hjartdal,2018-2020,2018-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",265.3,3,3,6
Hjartdal,2018-2020,2018-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",427.5,3,4,6
Hjartdal,2019-2021,2019-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",108.5,1,1,6
Hjartdal,2019-2021,2019-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",51.0,1,2,6
Hjartdal,2019-2021,2019-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",212.2,1,3,6
Hjartdal,2019-2021,2019-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",356.7,1,4,6
Hjartdal,2019-2021,2019-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",100.4,2,1,6
Hjartdal,2019-2021,2019-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",35.6,2,2,6
Hjartdal,2019-2021,2019-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",211.3,2,3,6
Hjartdal,2019-2021,2019-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",350.0,2,4,6
Hjartdal,2019-2021,2019-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",119.5,3,1,6
Hjartdal,2019-2021,2019-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",67.4,3,2,6
Hjartdal,2019-2021,2019-01-01,Kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",216.8,3,3,6
Hjartdal,2019-2021,2019-01-01,Kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",367.5,3,4,6
Hjartdal,2020-2022,2020-01-01,Kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",85.2,1,1,6
Hjartdal,2020-2022,2020-01-01,Kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",30.5,1,2,6
Hjartdal,2020-2022,2020-01-01,Kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",175.2,1,3,6
Hjartdal,2020-2022,2020-01-01,Kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",344.2,1,4,6
Hjartdal,2020-2022,2020-01-01,Menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",85.2,2,1,6
Hjartdal,2020-2022,2020-01-01,Menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",24.5,2,2,6
Hjartdal,2020-2022,2020-01-01,Menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",184.2,2,3,6
Hjartdal,2020-2022,2020-01-01,Menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",354.5,2,4,6
Hjartdal,2020-2022,2020-01-01,Kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",86.2,3,1,6
Hjartdal,2020-2022,2020-01-01,Kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt","per 1000, standardisert",37.0,3,2,6
