Geografi,År,Kjønn,Alder,Utdanningsnivå,Måltall,value
Porsgrunn,2014-2020,kvinner,ved fødsel,videregående eller høyere,leveår,-
Porsgrunn,2014-2020,kvinner,ved fødsel,videregående,leveår,-
Porsgrunn,2014-2020,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Porsgrunn,2014-2020,kvinner,30 år,alle utdanningsnivåer,leveår,83.384735
Porsgrunn,2014-2020,kvinner,30 år,grunnskole,leveår,80.4953
Porsgrunn,2014-2020,kvinner,30 år,videregående eller høyere,leveår,85.57267
Porsgrunn,2014-2020,kvinner,30 år,videregående,leveår,84.023849
Porsgrunn,2014-2020,kvinner,30 år,universitet/ høgskole,leveår,87.12149
Porsgrunn,2014-2020,kvinner,65 år,alle utdanningsnivåer,leveår,85.962021
Porsgrunn,2014-2020,kvinner,65 år,grunnskole,leveår,83.910538
Porsgrunn,2014-2020,kvinner,65 år,videregående eller høyere,leveår,87.898743
Porsgrunn,2014-2020,kvinner,65 år,videregående,leveår,86.927574
Porsgrunn,2014-2020,kvinner,65 år,universitet/ høgskole,leveår,88.869904
Porsgrunn,2015-2021,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,81.777527
Porsgrunn,2015-2021,kjønn samlet,ved fødsel,grunnskole,leveår,-
Porsgrunn,2015-2021,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Porsgrunn,2015-2021,kjønn samlet,ved fødsel,videregående,leveår,-
Porsgrunn,2015-2021,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Porsgrunn,2015-2021,kjønn samlet,30 år,alle utdanningsnivåer,leveår,82.382629
Porsgrunn,2015-2021,kjønn samlet,30 år,grunnskole,leveår,79.382004
Porsgrunn,2015-2021,kjønn samlet,30 år,videregående eller høyere,leveår,84.447617
Porsgrunn,2015-2021,kjønn samlet,30 år,videregående,leveår,82.475456
Porsgrunn,2015-2021,kjønn samlet,30 år,universitet/ høgskole,leveår,86.419769
Porsgrunn,2015-2021,kjønn samlet,65 år,alle utdanningsnivåer,leveår,85.124557
Porsgrunn,2015-2021,kjønn samlet,65 år,grunnskole,leveår,83.263588
Porsgrunn,2015-2021,kjønn samlet,65 år,videregående eller høyere,leveår,86.78566
Porsgrunn,2015-2021,kjønn samlet,65 år,videregående,leveår,85.486977
Porsgrunn,2015-2021,kjønn samlet,65 år,universitet/ høgskole,leveår,88.084335
Porsgrunn,2015-2021,menn,ved fødsel,alle utdanningsnivåer,leveår,80.189865
Porsgrunn,2015-2021,menn,ved fødsel,grunnskole,leveår,-
Porsgrunn,2015-2021,menn,ved fødsel,videregående eller høyere,leveår,-
Porsgrunn,2015-2021,menn,ved fødsel,videregående,leveår,-
Porsgrunn,2015-2021,menn,ved fødsel,universitet/ høgskole,leveår,-
Porsgrunn,2015-2021,menn,30 år,alle utdanningsnivåer,leveår,81.023346
Porsgrunn,2015-2021,menn,30 år,grunnskole,leveår,77.762268
Porsgrunn,2015-2021,menn,30 år,videregående eller høyere,leveår,82.862213
Porsgrunn,2015-2021,menn,30 år,videregående,leveår,80.943527
Porsgrunn,2015-2021,menn,30 år,universitet/ høgskole,leveår,84.780907
Porsgrunn,2015-2021,menn,65 år,alle utdanningsnivåer,leveår,83.976936
Porsgrunn,2015-2021,menn,65 år,grunnskole,leveår,82.171135
Porsgrunn,2015-2021,menn,65 år,videregående eller høyere,leveår,85.255615
Porsgrunn,2015-2021,menn,65 år,videregående,leveår,83.994125
Porsgrunn,2015-2021,menn,65 år,universitet/ høgskole,leveår,86.517105
Porsgrunn,2015-2021,kvinner,ved fødsel,alle utdanningsnivåer,leveår,83.365189
Porsgrunn,2015-2021,kvinner,ved fødsel,grunnskole,leveår,-
Porsgrunn,2015-2021,kvinner,ved fødsel,videregående eller høyere,leveår,-
Porsgrunn,2015-2021,kvinner,ved fødsel,videregående,leveår,-
Porsgrunn,2015-2021,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Porsgrunn,2015-2021,kvinner,30 år,alle utdanningsnivåer,leveår,83.741913
Porsgrunn,2015-2021,kvinner,30 år,grunnskole,leveår,81.00174
Porsgrunn,2015-2021,kvinner,30 år,videregående eller høyere,leveår,86.033012
Porsgrunn,2015-2021,kvinner,30 år,videregående,leveår,84.007385
Porsgrunn,2015-2021,kvinner,30 år,universitet/ høgskole,leveår,88.05864
Porsgrunn,2015-2021,kvinner,65 år,alle utdanningsnivåer,leveår,86.272171
Porsgrunn,2015-2021,kvinner,65 år,grunnskole,leveår,84.356041
Porsgrunn,2015-2021,kvinner,65 år,videregående eller høyere,leveår,88.315697
Porsgrunn,2015-2021,kvinner,65 år,videregående,leveår,86.979828
Porsgrunn,2015-2021,kvinner,65 år,universitet/ høgskole,leveår,89.651566
Porsgrunn,2016-2022,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,81.82296
Porsgrunn,2016-2022,kjønn samlet,ved fødsel,grunnskole,leveår,-
Porsgrunn,2016-2022,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Porsgrunn,2016-2022,kjønn samlet,ved fødsel,videregående,leveår,-
Porsgrunn,2016-2022,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Porsgrunn,2016-2022,kjønn samlet,30 år,alle utdanningsnivåer,leveår,82.387802
Porsgrunn,2016-2022,kjønn samlet,30 år,grunnskole,leveår,79.377365
Porsgrunn,2016-2022,kjønn samlet,30 år,videregående eller høyere,leveår,84.274063
Porsgrunn,2016-2022,kjønn samlet,30 år,videregående,leveår,82.554459
Porsgrunn,2016-2022,kjønn samlet,30 år,universitet/ høgskole,leveår,85.993668
Porsgrunn,2016-2022,kjønn samlet,65 år,alle utdanningsnivåer,leveår,85.12178
Porsgrunn,2016-2022,kjønn samlet,65 år,grunnskole,leveår,83.420609
Porsgrunn,2016-2022,kjønn samlet,65 år,videregående eller høyere,leveår,86.587387
Porsgrunn,2016-2022,kjønn samlet,65 år,videregående,leveår,85.365509
Porsgrunn,2016-2022,kjønn samlet,65 år,universitet/ høgskole,leveår,87.809265
Porsgrunn,2016-2022,menn,ved fødsel,alle utdanningsnivåer,leveår,80.229622
Porsgrunn,2016-2022,menn,ved fødsel,grunnskole,leveår,-
Porsgrunn,2016-2022,menn,ved fødsel,videregående eller høyere,leveår,-
Porsgrunn,2016-2022,menn,ved fødsel,videregående,leveår,-
Porsgrunn,2016-2022,menn,ved fødsel,universitet/ høgskole,leveår,-
Porsgrunn,2016-2022,menn,30 år,alle utdanningsnivåer,leveår,80.975769
Porsgrunn,2016-2022,menn,30 år,grunnskole,leveår,77.928543
Porsgrunn,2016-2022,menn,30 år,videregående eller høyere,leveår,82.630966
Porsgrunn,2016-2022,menn,30 år,videregående,leveår,80.925034
Porsgrunn,2016-2022,menn,30 år,universitet/ høgskole,leveår,84.336906
Porsgrunn,2016-2022,menn,65 år,alle utdanningsnivåer,leveår,84.034851
Porsgrunn,2016-2022,menn,65 år,grunnskole,leveår,82.354912
Porsgrunn,2016-2022,menn,65 år,videregående eller høyere,leveår,85.181183
Porsgrunn,2016-2022,menn,65 år,videregående,leveår,84.00351
Porsgrunn,2016-2022,menn,65 år,universitet/ høgskole,leveår,86.358864
Porsgrunn,2016-2022,kvinner,ved fødsel,alle utdanningsnivåer,leveår,83.416298
Porsgrunn,2016-2022,kvinner,ved fødsel,grunnskole,leveår,-
Porsgrunn,2016-2022,kvinner,ved fødsel,videregående eller høyere,leveår,-
Porsgrunn,2016-2022,kvinner,ved fødsel,videregående,leveår,-
Porsgrunn,2016-2022,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Porsgrunn,2016-2022,kvinner,30 år,alle utdanningsnivåer,leveår,83.799843
Porsgrunn,2016-2022,kvinner,30 år,grunnskole,leveår,80.826195
Porsgrunn,2016-2022,kvinner,30 år,videregående eller høyere,leveår,85.917152
Porsgrunn,2016-2022,kvinner,30 år,videregående,leveår,84.183884
Porsgrunn,2016-2022,kvinner,30 år,universitet/ høgskole,leveår,87.650421
Porsgrunn,2016-2022,kvinner,65 år,alle utdanningsnivåer,leveår,86.208717
Porsgrunn,2016-2022,kvinner,65 år,grunnskole,leveår,84.486313
Porsgrunn,2016-2022,kvinner,65 år,videregående eller høyere,leveår,87.993576
Porsgrunn,2016-2022,kvinner,65 år,videregående,leveår,86.727501
Porsgrunn,2016-2022,kvinner,65 år,universitet/ høgskole,leveår,89.259659
Porsgrunn,2017-2023,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,82.005531
Porsgrunn,2017-2023,kjønn samlet,ved fødsel,grunnskole,leveår,-
Porsgrunn,2017-2023,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Porsgrunn,2017-2023,kjønn samlet,ved fødsel,videregående,leveår,-
Porsgrunn,2017-2023,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Porsgrunn,2017-2023,kjønn samlet,30 år,alle utdanningsnivåer,leveår,82.497696
Porsgrunn,2017-2023,kjønn samlet,30 år,grunnskole,leveår,79.402145
Porsgrunn,2017-2023,kjønn samlet,30 år,videregående eller høyere,leveår,84.415161
Porsgrunn,2017-2023,kjønn samlet,30 år,videregående,leveår,82.745079
Porsgrunn,2017-2023,kjønn samlet,30 år,universitet/ høgskole,leveår,86.085243
Porsgrunn,2017-2023,kjønn samlet,65 år,alle utdanningsnivåer,leveår,85.089127
Porsgrunn,2017-2023,kjønn samlet,65 år,grunnskole,leveår,83.32196
Porsgrunn,2017-2023,kjønn samlet,65 år,videregående eller høyere,leveår,86.558372
Porsgrunn,2017-2023,kjønn samlet,65 år,videregående,leveår,85.399826
Porsgrunn,2017-2023,kjønn samlet,65 år,universitet/ høgskole,leveår,87.716919
Porsgrunn,2017-2023,menn,ved fødsel,alle utdanningsnivåer,leveår,80.207863
Porsgrunn,2017-2023,menn,ved fødsel,grunnskole,leveår,-
Porsgrunn,2017-2023,menn,ved fødsel,videregående eller høyere,leveår,-
Porsgrunn,2017-2023,menn,ved fødsel,videregående,leveår,-
Porsgrunn,2017-2023,menn,ved fødsel,universitet/ høgskole,leveår,-
Porsgrunn,2017-2023,menn,30 år,alle utdanningsnivåer,leveår,80.880623
Porsgrunn,2017-2023,menn,30 år,grunnskole,leveår,77.562065
Porsgrunn,2017-2023,menn,30 år,videregående eller høyere,leveår,82.489044
Porsgrunn,2017-2023,menn,30 år,videregående,leveår,81.001022
Porsgrunn,2017-2023,menn,30 år,universitet/ høgskole,leveår,83.977066
Porsgrunn,2017-2023,menn,65 år,alle utdanningsnivåer,leveår,83.883011
Porsgrunn,2017-2023,menn,65 år,grunnskole,leveår,82.092972
Porsgrunn,2017-2023,menn,65 år,videregående eller høyere,leveår,84.897736
Porsgrunn,2017-2023,menn,65 år,videregående,leveår,84.018311
Porsgrunn,2017-2023,menn,65 år,universitet/ høgskole,leveår,85.777161
Porsgrunn,2017-2023,kvinner,ved fødsel,alle utdanningsnivåer,leveår,83.8032
Porsgrunn,2017-2023,kvinner,ved fødsel,grunnskole,leveår,-
Porsgrunn,2017-2023,kvinner,ved fødsel,videregående eller høyere,leveår,-
Porsgrunn,2017-2023,kvinner,ved fødsel,videregående,leveår,-
Porsgrunn,2017-2023,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Porsgrunn,2017-2023,kvinner,30 år,alle utdanningsnivåer,leveår,84.114777
Porsgrunn,2017-2023,kvinner,30 år,grunnskole,leveår,81.242233
Porsgrunn,2017-2023,kvinner,30 år,videregående eller høyere,leveår,86.341278
Porsgrunn,2017-2023,kvinner,30 år,videregående,leveår,84.489136
Porsgrunn,2017-2023,kvinner,30 år,universitet/ høgskole,leveår,88.19342
Porsgrunn,2017-2023,kvinner,65 år,alle utdanningsnivåer,leveår,86.295235
Porsgrunn,2017-2023,kvinner,65 år,grunnskole,leveår,84.550949
Porsgrunn,2017-2023,kvinner,65 år,videregående eller høyere,leveår,88.219009
Porsgrunn,2017-2023,kvinner,65 år,videregående,leveår,86.781334
Porsgrunn,2017-2023,kvinner,65 år,universitet/ høgskole,leveår,89.656685
Porsgrunn,2018-2024,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,82.26561
Porsgrunn,2018-2024,kjønn samlet,ved fødsel,grunnskole,leveår,-
Porsgrunn,2018-2024,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Porsgrunn,2018-2024,kjønn samlet,ved fødsel,videregående,leveår,-
Porsgrunn,2018-2024,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Porsgrunn,2018-2024,kjønn samlet,30 år,alle utdanningsnivåer,leveår,82.684662
Porsgrunn,2018-2024,kjønn samlet,30 år,grunnskole,leveår,79.399826
Porsgrunn,2018-2024,kjønn samlet,30 år,videregående eller høyere,leveår,84.715729
Porsgrunn,2018-2024,kjønn samlet,30 år,videregående,leveår,82.973419
Porsgrunn,2018-2024,kjønn samlet,30 år,universitet/ høgskole,leveår,86.458038
Porsgrunn,2018-2024,kjønn samlet,65 år,alle utdanningsnivåer,leveår,85.200386
Porsgrunn,2018-2024,kjønn samlet,65 år,grunnskole,leveår,83.589577
Porsgrunn,2018-2024,kjønn samlet,65 år,videregående eller høyere,leveår,86.667847
Porsgrunn,2018-2024,kjønn samlet,65 år,videregående,leveår,85.342827
Porsgrunn,2018-2024,kjønn samlet,65 år,universitet/ høgskole,leveår,87.992874
Porsgrunn,2018-2024,menn,ved fødsel,alle utdanningsnivåer,leveår,80.430199
Porsgrunn,2018-2024,menn,ved fødsel,grunnskole,leveår,-
Porsgrunn,2018-2024,menn,ved fødsel,videregående eller høyere,leveår,-
Porsgrunn,2018-2024,menn,ved fødsel,videregående,leveår,-
Porsgrunn,2018-2024,menn,ved fødsel,universitet/ høgskole,leveår,-
Porsgrunn,2018-2024,menn,30 år,alle utdanningsnivåer,leveår,81.030746
Porsgrunn,2018-2024,menn,30 år,grunnskole,leveår,77.619781
Porsgrunn,2018-2024,menn,30 år,videregående eller høyere,leveår,82.632347
Porsgrunn,2018-2024,menn,30 år,videregående,leveår,81.35817
Porsgrunn,2018-2024,menn,30 år,universitet/ høgskole,leveår,83.906525
Porsgrunn,2018-2024,menn,65 år,alle utdanningsnivåer,leveår,83.971176
Porsgrunn,2018-2024,menn,65 år,grunnskole,leveår,82.308311
Porsgrunn,2018-2024,menn,65 år,videregående eller høyere,leveår,84.91124
Porsgrunn,2018-2024,menn,65 år,videregående,leveår,84.111923
Porsgrunn,2018-2024,menn,65 år,universitet/ høgskole,leveår,85.710556
Porsgrunn,2018-2024,kvinner,ved fødsel,alle utdanningsnivåer,leveår,84.101021
Porsgrunn,2018-2024,kvinner,ved fødsel,grunnskole,leveår,-
Porsgrunn,2018-2024,kvinner,ved fødsel,videregående eller høyere,leveår,-
Porsgrunn,2018-2024,kvinner,ved fødsel,videregående,leveår,-
Porsgrunn,2018-2024,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Porsgrunn,2018-2024,kvinner,30 år,alle utdanningsnivåer,leveår,84.338585
Porsgrunn,2018-2024,kvinner,30 år,grunnskole,leveår,81.179871
Porsgrunn,2018-2024,kvinner,30 år,videregående eller høyere,leveår,86.799118
Porsgrunn,2018-2024,kvinner,30 år,videregående,leveår,84.588669
Porsgrunn,2018-2024,kvinner,30 år,universitet/ høgskole,leveår,89.00956
Porsgrunn,2018-2024,kvinner,65 år,alle utdanningsnivåer,leveår,86.429596
Porsgrunn,2018-2024,kvinner,65 år,grunnskole,leveår,84.870842
Porsgrunn,2018-2024,kvinner,65 år,videregående eller høyere,leveår,88.424461
Porsgrunn,2018-2024,kvinner,65 år,videregående,leveår,86.57373
Porsgrunn,2018-2024,kvinner,65 år,universitet/ høgskole,leveår,90.275192
Skien,2009-2015,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,81.080711
Skien,2009-2015,kjønn samlet,ved fødsel,grunnskole,leveår,-
Skien,2009-2015,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Skien,2009-2015,kjønn samlet,ved fødsel,videregående,leveår,-
Skien,2009-2015,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Skien,2009-2015,kjønn samlet,30 år,alle utdanningsnivåer,leveår,81.782089
Skien,2009-2015,kjønn samlet,30 år,grunnskole,leveår,79.348099
Skien,2009-2015,kjønn samlet,30 år,videregående eller høyere,leveår,83.690521
Skien,2009-2015,kjønn samlet,30 år,videregående,leveår,82.549767
Skien,2009-2015,kjønn samlet,30 år,universitet/ høgskole,leveår,84.831276
Skien,2009-2015,kjønn samlet,65 år,alle utdanningsnivåer,leveår,84.599861
Skien,2009-2015,kjønn samlet,65 år,grunnskole,leveår,83.19175
Skien,2009-2015,kjønn samlet,65 år,videregående eller høyere,leveår,86.069733
Skien,2009-2015,kjønn samlet,65 år,videregående,leveår,85.190376
Skien,2009-2015,kjønn samlet,65 år,universitet/ høgskole,leveår,86.949081
Skien,2009-2015,menn,ved fødsel,alle utdanningsnivåer,leveår,79.353027
Skien,2009-2015,menn,ved fødsel,grunnskole,leveår,-
Skien,2009-2015,menn,ved fødsel,videregående eller høyere,leveår,-
Skien,2009-2015,menn,ved fødsel,videregående,leveår,-
Skien,2009-2015,menn,ved fødsel,universitet/ høgskole,leveår,-
Skien,2009-2015,menn,30 år,alle utdanningsnivåer,leveår,80.120071
Skien,2009-2015,menn,30 år,grunnskole,leveår,77.638855
Skien,2009-2015,menn,30 år,videregående eller høyere,leveår,81.798256
Skien,2009-2015,menn,30 år,videregående,leveår,80.423279
Skien,2009-2015,menn,30 år,universitet/ høgskole,leveår,83.173233
Skien,2009-2015,menn,65 år,alle utdanningsnivåer,leveår,83.264557
Skien,2009-2015,menn,65 år,grunnskole,leveår,81.824493
Skien,2009-2015,menn,65 år,videregående eller høyere,leveår,84.460556
Skien,2009-2015,menn,65 år,videregående,leveår,83.423553
Skien,2009-2015,menn,65 år,universitet/ høgskole,leveår,85.497559
Skien,2009-2015,kvinner,ved fødsel,alle utdanningsnivåer,leveår,82.808395
Skien,2009-2015,kvinner,ved fødsel,grunnskole,leveår,-
Skien,2009-2015,kvinner,ved fødsel,videregående eller høyere,leveår,-
Skien,2009-2015,kvinner,ved fødsel,videregående,leveår,-
Skien,2009-2015,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Skien,2009-2015,kvinner,30 år,alle utdanningsnivåer,leveår,83.444115
Skien,2009-2015,kvinner,30 år,grunnskole,leveår,81.057343
Skien,2009-2015,kvinner,30 år,videregående eller høyere,leveår,85.582787
Skien,2009-2015,kvinner,30 år,videregående,leveår,84.676254
Skien,2009-2015,kvinner,30 år,universitet/ høgskole,leveår,86.489319
Skien,2009-2015,kvinner,65 år,alle utdanningsnivåer,leveår,85.935165
Skien,2009-2015,kvinner,65 år,grunnskole,leveår,84.559006
Skien,2009-2015,kvinner,65 år,videregående eller høyere,leveår,87.678894
Skien,2009-2015,kvinner,65 år,videregående,leveår,86.957199
Skien,2009-2015,kvinner,65 år,universitet/ høgskole,leveår,88.400597
Skien,2010-2016,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,81.541389
Skien,2010-2016,kjønn samlet,ved fødsel,grunnskole,leveår,-
Skien,2010-2016,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Skien,2010-2016,kjønn samlet,ved fødsel,videregående,leveår,-
Skien,2010-2016,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Skien,2010-2016,kjønn samlet,30 år,alle utdanningsnivåer,leveår,82.121017
Skien,2010-2016,kjønn samlet,30 år,grunnskole,leveår,79.514175
Skien,2010-2016,kjønn samlet,30 år,videregående eller høyere,leveår,84.122276
Skien,2010-2016,kjønn samlet,30 år,videregående,leveår,82.975533
Skien,2010-2016,kjønn samlet,30 år,universitet/ høgskole,leveår,85.26902
Skien,2010-2016,kjønn samlet,65 år,alle utdanningsnivåer,leveår,84.861603
Skien,2010-2016,kjønn samlet,65 år,grunnskole,leveår,83.272133
Skien,2010-2016,kjønn samlet,65 år,videregående eller høyere,leveår,86.405655
Skien,2010-2016,kjønn samlet,65 år,videregående,leveår,85.480438
Skien,2010-2016,kjønn samlet,65 år,universitet/ høgskole,leveår,87.330864
Skien,2010-2016,menn,ved fødsel,alle utdanningsnivåer,leveår,79.69825
Skien,2010-2016,menn,ved fødsel,grunnskole,leveår,-
Skien,2010-2016,menn,ved fødsel,videregående eller høyere,leveår,-
Skien,2010-2016,menn,ved fødsel,videregående,leveår,-
Skien,2010-2016,menn,ved fødsel,universitet/ høgskole,leveår,-
Skien,2010-2016,menn,30 år,alle utdanningsnivåer,leveår,80.428635
Skien,2010-2016,menn,30 år,grunnskole,leveår,77.69326
Skien,2010-2016,menn,30 år,videregående eller høyere,leveår,82.320671
Skien,2010-2016,menn,30 år,videregående,leveår,80.727966
Skien,2010-2016,menn,30 år,universitet/ høgskole,leveår,83.913376
Skien,2010-2016,menn,65 år,alle utdanningsnivåer,leveår,83.459297
Skien,2010-2016,menn,65 år,grunnskole,leveår,81.820915
Skien,2010-2016,menn,65 år,videregående eller høyere,leveår,84.792938
Skien,2010-2016,menn,65 år,videregående,leveår,83.624779
Skien,2010-2016,menn,65 år,universitet/ høgskole,leveår,85.961098
Skien,2010-2016,kvinner,ved fødsel,alle utdanningsnivåer,leveår,83.384529
Skien,2010-2016,kvinner,ved fødsel,grunnskole,leveår,-
Skien,2010-2016,kvinner,ved fødsel,videregående eller høyere,leveår,-
