region,næring (SN2007),antall ansatte,statistikkvariabel,år,value
Drangedal,Kraftforsyning,50-99 ansatte,Bedrifter,2019,0
Drangedal,Kraftforsyning,50-99 ansatte,Bedrifter,2020,0
Drangedal,Kraftforsyning,50-99 ansatte,Bedrifter,2021,0
Drangedal,Kraftforsyning,50-99 ansatte,Bedrifter,2022,0
Drangedal,Kraftforsyning,50-99 ansatte,Bedrifter,2023,0
Drangedal,Kraftforsyning,50-99 ansatte,Bedrifter,2024,0
Drangedal,Kraftforsyning,50-99 ansatte,Bedrifter,2025,0
Drangedal,Kraftforsyning,50-99 ansatte,Bedrifter,2026,0
Drangedal,Kraftforsyning,100 - 249 ansatte,Bedrifter,2009,0
Drangedal,Kraftforsyning,100 - 249 ansatte,Bedrifter,2010,0
Drangedal,Kraftforsyning,100 - 249 ansatte,Bedrifter,2011,0
Drangedal,Kraftforsyning,100 - 249 ansatte,Bedrifter,2012,0
Drangedal,Kraftforsyning,100 - 249 ansatte,Bedrifter,2013,0
Drangedal,Kraftforsyning,100 - 249 ansatte,Bedrifter,2014,0
Drangedal,Kraftforsyning,100 - 249 ansatte,Bedrifter,2015,0
Drangedal,Kraftforsyning,100 - 249 ansatte,Bedrifter,2016,0
Drangedal,Kraftforsyning,100 - 249 ansatte,Bedrifter,2017,0
Drangedal,Kraftforsyning,100 - 249 ansatte,Bedrifter,2018,0
Drangedal,Kraftforsyning,100 - 249 ansatte,Bedrifter,2019,0
Drangedal,Kraftforsyning,100 - 249 ansatte,Bedrifter,2020,0
Drangedal,Kraftforsyning,100 - 249 ansatte,Bedrifter,2021,0
Drangedal,Kraftforsyning,100 - 249 ansatte,Bedrifter,2022,0
Drangedal,Kraftforsyning,100 - 249 ansatte,Bedrifter,2023,0
Drangedal,Kraftforsyning,100 - 249 ansatte,Bedrifter,2024,0
Drangedal,Kraftforsyning,100 - 249 ansatte,Bedrifter,2025,0
Drangedal,Kraftforsyning,100 - 249 ansatte,Bedrifter,2026,0
Drangedal,Kraftforsyning,250 ansatte og over,Bedrifter,2009,0
Drangedal,Kraftforsyning,250 ansatte og over,Bedrifter,2010,0
Drangedal,Kraftforsyning,250 ansatte og over,Bedrifter,2011,0
Drangedal,Kraftforsyning,250 ansatte og over,Bedrifter,2012,0
Drangedal,Kraftforsyning,250 ansatte og over,Bedrifter,2013,0
Drangedal,Kraftforsyning,250 ansatte og over,Bedrifter,2014,0
Drangedal,Kraftforsyning,250 ansatte og over,Bedrifter,2015,0
Drangedal,Kraftforsyning,250 ansatte og over,Bedrifter,2016,0
Drangedal,Kraftforsyning,250 ansatte og over,Bedrifter,2017,0
Drangedal,Kraftforsyning,250 ansatte og over,Bedrifter,2018,0
Drangedal,Kraftforsyning,250 ansatte og over,Bedrifter,2019,0
Drangedal,Kraftforsyning,250 ansatte og over,Bedrifter,2020,0
Drangedal,Kraftforsyning,250 ansatte og over,Bedrifter,2021,0
Drangedal,Kraftforsyning,250 ansatte og over,Bedrifter,2022,0
Drangedal,Kraftforsyning,250 ansatte og over,Bedrifter,2023,0
Drangedal,Kraftforsyning,250 ansatte og over,Bedrifter,2024,0
Drangedal,Kraftforsyning,250 ansatte og over,Bedrifter,2025,0
Drangedal,Kraftforsyning,250 ansatte og over,Bedrifter,2026,0
Drangedal,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2009,0
Drangedal,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2010,0
Drangedal,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2011,0
Drangedal,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2012,0
Drangedal,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2013,0
Drangedal,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2014,0
Drangedal,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2015,0
Drangedal,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2016,0
Drangedal,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2017,0
Drangedal,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2018,0
Drangedal,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2019,0
Drangedal,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2020,0
Drangedal,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2021,0
Drangedal,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2022,1
Drangedal,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2023,1
Drangedal,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2024,1
Drangedal,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2025,1
Drangedal,"Vannforsyning, avløp og renovasjon",Ingen ansatte,Bedrifter,2026,1
Drangedal,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2009,2
Drangedal,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2010,2
Drangedal,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2011,2
Drangedal,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2012,2
Drangedal,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2013,2
Drangedal,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2014,2
Drangedal,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2015,2
Drangedal,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2016,2
Drangedal,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2017,1
Drangedal,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2018,1
Drangedal,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2019,1
Drangedal,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2020,2
Drangedal,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2021,2
Drangedal,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2022,2
Drangedal,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2023,2
Drangedal,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2024,2
Drangedal,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2025,1
Drangedal,"Vannforsyning, avløp og renovasjon",1-4 ansatte,Bedrifter,2026,2
Drangedal,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2009,0
Drangedal,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2010,0
Drangedal,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2011,0
Drangedal,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2012,0
Drangedal,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2013,0
Drangedal,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2014,0
Drangedal,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2015,0
Drangedal,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2016,0
Drangedal,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2017,1
Drangedal,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2018,1
Drangedal,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2019,1
Drangedal,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2020,0
Drangedal,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2021,0
Drangedal,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2022,0
Drangedal,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2023,0
Drangedal,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2024,0
Drangedal,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2025,1
Drangedal,"Vannforsyning, avløp og renovasjon",5-9 ansatte,Bedrifter,2026,0
Drangedal,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2009,0
Drangedal,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2010,0
Drangedal,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2011,0
Drangedal,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2012,0
Drangedal,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2013,0
Drangedal,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2014,0
Drangedal,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2015,0
Drangedal,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2016,0
Drangedal,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2017,0
Drangedal,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2018,0
Drangedal,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2019,0
Drangedal,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2020,0
Drangedal,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2021,0
Drangedal,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2022,0
Drangedal,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2023,0
Drangedal,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2024,0
Drangedal,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2025,0
Drangedal,"Vannforsyning, avløp og renovasjon",10-19 ansatte,Bedrifter,2026,0
Drangedal,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2009,0
Drangedal,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2010,0
Drangedal,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2011,0
Drangedal,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2012,0
Drangedal,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2013,0
Drangedal,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2014,0
Drangedal,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2015,0
Drangedal,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2016,0
Drangedal,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2017,0
Drangedal,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2018,0
Drangedal,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2019,0
Drangedal,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2020,0
Drangedal,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2021,0
Drangedal,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2022,0
Drangedal,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2023,0
Drangedal,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2024,0
Drangedal,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2025,0
Drangedal,"Vannforsyning, avløp og renovasjon",20-49 ansatte,Bedrifter,2026,0
Drangedal,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2009,0
Drangedal,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2010,0
Drangedal,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2011,0
Drangedal,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2012,0
Drangedal,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2013,0
Drangedal,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2014,0
Drangedal,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2015,0
Drangedal,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2016,0
Drangedal,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2017,0
Drangedal,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2018,0
Drangedal,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2019,0
Drangedal,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2020,0
Drangedal,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2021,0
Drangedal,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2022,0
Drangedal,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2023,0
Drangedal,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2024,0
Drangedal,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2025,0
Drangedal,"Vannforsyning, avløp og renovasjon",50-99 ansatte,Bedrifter,2026,0
Drangedal,"Vannforsyning, avløp og renovasjon",100 - 249 ansatte,Bedrifter,2009,0
Drangedal,"Vannforsyning, avløp og renovasjon",100 - 249 ansatte,Bedrifter,2010,0
Drangedal,"Vannforsyning, avløp og renovasjon",100 - 249 ansatte,Bedrifter,2011,0
Drangedal,"Vannforsyning, avløp og renovasjon",100 - 249 ansatte,Bedrifter,2012,0
Drangedal,"Vannforsyning, avløp og renovasjon",100 - 249 ansatte,Bedrifter,2013,0
Drangedal,"Vannforsyning, avløp og renovasjon",100 - 249 ansatte,Bedrifter,2014,0
Drangedal,"Vannforsyning, avløp og renovasjon",100 - 249 ansatte,Bedrifter,2015,0
Drangedal,"Vannforsyning, avløp og renovasjon",100 - 249 ansatte,Bedrifter,2016,0
Drangedal,"Vannforsyning, avløp og renovasjon",100 - 249 ansatte,Bedrifter,2017,0
Drangedal,"Vannforsyning, avløp og renovasjon",100 - 249 ansatte,Bedrifter,2018,0
Drangedal,"Vannforsyning, avløp og renovasjon",100 - 249 ansatte,Bedrifter,2019,0
Drangedal,"Vannforsyning, avløp og renovasjon",100 - 249 ansatte,Bedrifter,2020,0
Drangedal,"Vannforsyning, avløp og renovasjon",100 - 249 ansatte,Bedrifter,2021,0
Drangedal,"Vannforsyning, avløp og renovasjon",100 - 249 ansatte,Bedrifter,2022,0
Drangedal,"Vannforsyning, avløp og renovasjon",100 - 249 ansatte,Bedrifter,2023,0
Drangedal,"Vannforsyning, avløp og renovasjon",100 - 249 ansatte,Bedrifter,2024,0
Drangedal,"Vannforsyning, avløp og renovasjon",100 - 249 ansatte,Bedrifter,2025,0
Drangedal,"Vannforsyning, avløp og renovasjon",100 - 249 ansatte,Bedrifter,2026,0
Drangedal,"Vannforsyning, avløp og renovasjon",250 ansatte og over,Bedrifter,2009,0
Drangedal,"Vannforsyning, avløp og renovasjon",250 ansatte og over,Bedrifter,2010,0
Drangedal,"Vannforsyning, avløp og renovasjon",250 ansatte og over,Bedrifter,2011,0
Drangedal,"Vannforsyning, avløp og renovasjon",250 ansatte og over,Bedrifter,2012,0
Drangedal,"Vannforsyning, avløp og renovasjon",250 ansatte og over,Bedrifter,2013,0
Drangedal,"Vannforsyning, avløp og renovasjon",250 ansatte og over,Bedrifter,2014,0
Drangedal,"Vannforsyning, avløp og renovasjon",250 ansatte og over,Bedrifter,2015,0
Drangedal,"Vannforsyning, avløp og renovasjon",250 ansatte og over,Bedrifter,2016,0
Drangedal,"Vannforsyning, avløp og renovasjon",250 ansatte og over,Bedrifter,2017,0
Drangedal,"Vannforsyning, avløp og renovasjon",250 ansatte og over,Bedrifter,2018,0
Drangedal,"Vannforsyning, avløp og renovasjon",250 ansatte og over,Bedrifter,2019,0
Drangedal,"Vannforsyning, avløp og renovasjon",250 ansatte og over,Bedrifter,2020,0
Drangedal,"Vannforsyning, avløp og renovasjon",250 ansatte og over,Bedrifter,2021,0
Drangedal,"Vannforsyning, avløp og renovasjon",250 ansatte og over,Bedrifter,2022,0
Drangedal,"Vannforsyning, avløp og renovasjon",250 ansatte og over,Bedrifter,2023,0
Drangedal,"Vannforsyning, avløp og renovasjon",250 ansatte og over,Bedrifter,2024,0
Drangedal,"Vannforsyning, avløp og renovasjon",250 ansatte og over,Bedrifter,2025,0
Drangedal,"Vannforsyning, avløp og renovasjon",250 ansatte og over,Bedrifter,2026,0
Drangedal,Bygge- og anleggsvirksomhet,Ingen ansatte,Bedrifter,2009,51
Drangedal,Bygge- og anleggsvirksomhet,Ingen ansatte,Bedrifter,2010,59
Drangedal,Bygge- og anleggsvirksomhet,Ingen ansatte,Bedrifter,2011,56
Drangedal,Bygge- og anleggsvirksomhet,Ingen ansatte,Bedrifter,2012,57
Drangedal,Bygge- og anleggsvirksomhet,Ingen ansatte,Bedrifter,2013,54
Drangedal,Bygge- og anleggsvirksomhet,Ingen ansatte,Bedrifter,2014,60
Drangedal,Bygge- og anleggsvirksomhet,Ingen ansatte,Bedrifter,2015,61
Drangedal,Bygge- og anleggsvirksomhet,Ingen ansatte,Bedrifter,2016,69
Drangedal,Bygge- og anleggsvirksomhet,Ingen ansatte,Bedrifter,2017,65
Drangedal,Bygge- og anleggsvirksomhet,Ingen ansatte,Bedrifter,2018,64
Drangedal,Bygge- og anleggsvirksomhet,Ingen ansatte,Bedrifter,2019,69
Drangedal,Bygge- og anleggsvirksomhet,Ingen ansatte,Bedrifter,2020,71
Drangedal,Bygge- og anleggsvirksomhet,Ingen ansatte,Bedrifter,2021,74
Drangedal,Bygge- og anleggsvirksomhet,Ingen ansatte,Bedrifter,2022,69
Drangedal,Bygge- og anleggsvirksomhet,Ingen ansatte,Bedrifter,2023,75
Drangedal,Bygge- og anleggsvirksomhet,Ingen ansatte,Bedrifter,2024,70
Drangedal,Bygge- og anleggsvirksomhet,Ingen ansatte,Bedrifter,2025,71
Drangedal,Bygge- og anleggsvirksomhet,Ingen ansatte,Bedrifter,2026,64
Drangedal,Bygge- og anleggsvirksomhet,1-4 ansatte,Bedrifter,2009,20
Drangedal,Bygge- og anleggsvirksomhet,1-4 ansatte,Bedrifter,2010,17
Drangedal,Bygge- og anleggsvirksomhet,1-4 ansatte,Bedrifter,2011,17
Drangedal,Bygge- og anleggsvirksomhet,1-4 ansatte,Bedrifter,2012,22
Drangedal,Bygge- og anleggsvirksomhet,1-4 ansatte,Bedrifter,2013,26
Drangedal,Bygge- og anleggsvirksomhet,1-4 ansatte,Bedrifter,2014,25
Drangedal,Bygge- og anleggsvirksomhet,1-4 ansatte,Bedrifter,2015,25
Drangedal,Bygge- og anleggsvirksomhet,1-4 ansatte,Bedrifter,2016,21
Drangedal,Bygge- og anleggsvirksomhet,1-4 ansatte,Bedrifter,2017,24
Drangedal,Bygge- og anleggsvirksomhet,1-4 ansatte,Bedrifter,2018,25
Drangedal,Bygge- og anleggsvirksomhet,1-4 ansatte,Bedrifter,2019,26
Drangedal,Bygge- og anleggsvirksomhet,1-4 ansatte,Bedrifter,2020,25
Drangedal,Bygge- og anleggsvirksomhet,1-4 ansatte,Bedrifter,2021,24
Drangedal,Bygge- og anleggsvirksomhet,1-4 ansatte,Bedrifter,2022,23
Drangedal,Bygge- og anleggsvirksomhet,1-4 ansatte,Bedrifter,2023,19
Drangedal,Bygge- og anleggsvirksomhet,1-4 ansatte,Bedrifter,2024,25
Drangedal,Bygge- og anleggsvirksomhet,1-4 ansatte,Bedrifter,2025,20
Drangedal,Bygge- og anleggsvirksomhet,1-4 ansatte,Bedrifter,2026,17
Drangedal,Bygge- og anleggsvirksomhet,5-9 ansatte,Bedrifter,2009,7
Drangedal,Bygge- og anleggsvirksomhet,5-9 ansatte,Bedrifter,2010,9
Drangedal,Bygge- og anleggsvirksomhet,5-9 ansatte,Bedrifter,2011,10
Drangedal,Bygge- og anleggsvirksomhet,5-9 ansatte,Bedrifter,2012,5
Drangedal,Bygge- og anleggsvirksomhet,5-9 ansatte,Bedrifter,2013,6
Drangedal,Bygge- og anleggsvirksomhet,5-9 ansatte,Bedrifter,2014,7
Drangedal,Bygge- og anleggsvirksomhet,5-9 ansatte,Bedrifter,2015,6
Drangedal,Bygge- og anleggsvirksomhet,5-9 ansatte,Bedrifter,2016,3
Drangedal,Bygge- og anleggsvirksomhet,5-9 ansatte,Bedrifter,2017,3
Drangedal,Bygge- og anleggsvirksomhet,5-9 ansatte,Bedrifter,2018,4
Drangedal,Bygge- og anleggsvirksomhet,5-9 ansatte,Bedrifter,2019,4
Drangedal,Bygge- og anleggsvirksomhet,5-9 ansatte,Bedrifter,2020,4
Drangedal,Bygge- og anleggsvirksomhet,5-9 ansatte,Bedrifter,2021,3
Drangedal,Bygge- og anleggsvirksomhet,5-9 ansatte,Bedrifter,2022,6
Drangedal,Bygge- og anleggsvirksomhet,5-9 ansatte,Bedrifter,2023,7
Drangedal,Bygge- og anleggsvirksomhet,5-9 ansatte,Bedrifter,2024,5
Drangedal,Bygge- og anleggsvirksomhet,5-9 ansatte,Bedrifter,2025,5
Drangedal,Bygge- og anleggsvirksomhet,5-9 ansatte,Bedrifter,2026,7
Drangedal,Bygge- og anleggsvirksomhet,10-19 ansatte,Bedrifter,2009,3
Drangedal,Bygge- og anleggsvirksomhet,10-19 ansatte,Bedrifter,2010,2
Drangedal,Bygge- og anleggsvirksomhet,10-19 ansatte,Bedrifter,2011,1
Drangedal,Bygge- og anleggsvirksomhet,10-19 ansatte,Bedrifter,2012,2
Drangedal,Bygge- og anleggsvirksomhet,10-19 ansatte,Bedrifter,2013,2
Drangedal,Bygge- og anleggsvirksomhet,10-19 ansatte,Bedrifter,2014,2
Drangedal,Bygge- og anleggsvirksomhet,10-19 ansatte,Bedrifter,2015,4
Drangedal,Bygge- og anleggsvirksomhet,10-19 ansatte,Bedrifter,2016,3
Drangedal,Bygge- og anleggsvirksomhet,10-19 ansatte,Bedrifter,2017,6
Drangedal,Bygge- og anleggsvirksomhet,10-19 ansatte,Bedrifter,2018,4
Drangedal,Bygge- og anleggsvirksomhet,10-19 ansatte,Bedrifter,2019,5
Drangedal,Bygge- og anleggsvirksomhet,10-19 ansatte,Bedrifter,2020,6
Drangedal,Bygge- og anleggsvirksomhet,10-19 ansatte,Bedrifter,2021,7
Drangedal,Bygge- og anleggsvirksomhet,10-19 ansatte,Bedrifter,2022,5
Drangedal,Bygge- og anleggsvirksomhet,10-19 ansatte,Bedrifter,2023,3
Drangedal,Bygge- og anleggsvirksomhet,10-19 ansatte,Bedrifter,2024,5
Drangedal,Bygge- og anleggsvirksomhet,10-19 ansatte,Bedrifter,2025,5
Drangedal,Bygge- og anleggsvirksomhet,10-19 ansatte,Bedrifter,2026,4
Drangedal,Bygge- og anleggsvirksomhet,20-49 ansatte,Bedrifter,2009,0
Drangedal,Bygge- og anleggsvirksomhet,20-49 ansatte,Bedrifter,2010,0
Drangedal,Bygge- og anleggsvirksomhet,20-49 ansatte,Bedrifter,2011,0
Drangedal,Bygge- og anleggsvirksomhet,20-49 ansatte,Bedrifter,2012,0
Drangedal,Bygge- og anleggsvirksomhet,20-49 ansatte,Bedrifter,2013,0
Drangedal,Bygge- og anleggsvirksomhet,20-49 ansatte,Bedrifter,2014,0
Drangedal,Bygge- og anleggsvirksomhet,20-49 ansatte,Bedrifter,2015,0
Drangedal,Bygge- og anleggsvirksomhet,20-49 ansatte,Bedrifter,2016,0
Drangedal,Bygge- og anleggsvirksomhet,20-49 ansatte,Bedrifter,2017,0
Drangedal,Bygge- og anleggsvirksomhet,20-49 ansatte,Bedrifter,2018,0
Drangedal,Bygge- og anleggsvirksomhet,20-49 ansatte,Bedrifter,2019,0
Drangedal,Bygge- og anleggsvirksomhet,20-49 ansatte,Bedrifter,2020,0
Drangedal,Bygge- og anleggsvirksomhet,20-49 ansatte,Bedrifter,2021,0
Drangedal,Bygge- og anleggsvirksomhet,20-49 ansatte,Bedrifter,2022,0
Drangedal,Bygge- og anleggsvirksomhet,20-49 ansatte,Bedrifter,2023,0
Drangedal,Bygge- og anleggsvirksomhet,20-49 ansatte,Bedrifter,2024,1
Drangedal,Bygge- og anleggsvirksomhet,20-49 ansatte,Bedrifter,2025,1
Drangedal,Bygge- og anleggsvirksomhet,20-49 ansatte,Bedrifter,2026,2
Drangedal,Bygge- og anleggsvirksomhet,50-99 ansatte,Bedrifter,2009,0
Drangedal,Bygge- og anleggsvirksomhet,50-99 ansatte,Bedrifter,2010,0
Drangedal,Bygge- og anleggsvirksomhet,50-99 ansatte,Bedrifter,2011,0
Drangedal,Bygge- og anleggsvirksomhet,50-99 ansatte,Bedrifter,2012,0
Drangedal,Bygge- og anleggsvirksomhet,50-99 ansatte,Bedrifter,2013,0
Drangedal,Bygge- og anleggsvirksomhet,50-99 ansatte,Bedrifter,2014,0
Drangedal,Bygge- og anleggsvirksomhet,50-99 ansatte,Bedrifter,2015,0
Drangedal,Bygge- og anleggsvirksomhet,50-99 ansatte,Bedrifter,2016,0
Drangedal,Bygge- og anleggsvirksomhet,50-99 ansatte,Bedrifter,2017,0
Drangedal,Bygge- og anleggsvirksomhet,50-99 ansatte,Bedrifter,2018,0
Drangedal,Bygge- og anleggsvirksomhet,50-99 ansatte,Bedrifter,2019,0
Drangedal,Bygge- og anleggsvirksomhet,50-99 ansatte,Bedrifter,2020,0
Drangedal,Bygge- og anleggsvirksomhet,50-99 ansatte,Bedrifter,2021,0
Drangedal,Bygge- og anleggsvirksomhet,50-99 ansatte,Bedrifter,2022,0
Drangedal,Bygge- og anleggsvirksomhet,50-99 ansatte,Bedrifter,2023,0
Drangedal,Bygge- og anleggsvirksomhet,50-99 ansatte,Bedrifter,2024,0
Drangedal,Bygge- og anleggsvirksomhet,50-99 ansatte,Bedrifter,2025,0
Drangedal,Bygge- og anleggsvirksomhet,50-99 ansatte,Bedrifter,2026,0
Drangedal,Bygge- og anleggsvirksomhet,100 - 249 ansatte,Bedrifter,2009,0
Drangedal,Bygge- og anleggsvirksomhet,100 - 249 ansatte,Bedrifter,2010,0
Drangedal,Bygge- og anleggsvirksomhet,100 - 249 ansatte,Bedrifter,2011,0
Drangedal,Bygge- og anleggsvirksomhet,100 - 249 ansatte,Bedrifter,2012,0
Drangedal,Bygge- og anleggsvirksomhet,100 - 249 ansatte,Bedrifter,2013,0
Drangedal,Bygge- og anleggsvirksomhet,100 - 249 ansatte,Bedrifter,2014,0
Drangedal,Bygge- og anleggsvirksomhet,100 - 249 ansatte,Bedrifter,2015,0
Drangedal,Bygge- og anleggsvirksomhet,100 - 249 ansatte,Bedrifter,2016,0
Drangedal,Bygge- og anleggsvirksomhet,100 - 249 ansatte,Bedrifter,2017,0
Drangedal,Bygge- og anleggsvirksomhet,100 - 249 ansatte,Bedrifter,2018,0
Drangedal,Bygge- og anleggsvirksomhet,100 - 249 ansatte,Bedrifter,2019,0
Drangedal,Bygge- og anleggsvirksomhet,100 - 249 ansatte,Bedrifter,2020,0
Drangedal,Bygge- og anleggsvirksomhet,100 - 249 ansatte,Bedrifter,2021,0
Drangedal,Bygge- og anleggsvirksomhet,100 - 249 ansatte,Bedrifter,2022,0
Drangedal,Bygge- og anleggsvirksomhet,100 - 249 ansatte,Bedrifter,2023,0
Drangedal,Bygge- og anleggsvirksomhet,100 - 249 ansatte,Bedrifter,2024,0
Drangedal,Bygge- og anleggsvirksomhet,100 - 249 ansatte,Bedrifter,2025,0
Drangedal,Bygge- og anleggsvirksomhet,100 - 249 ansatte,Bedrifter,2026,0
Drangedal,Bygge- og anleggsvirksomhet,250 ansatte og over,Bedrifter,2009,0
Drangedal,Bygge- og anleggsvirksomhet,250 ansatte og over,Bedrifter,2010,0
