Geografi,År,Kjønn,Alder,Dødsårsak,Måltall,Antall,SortKjonn,SortAlder
Kragerø,2001-2010,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",21.1,1,1
Kragerø,2001-2010,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",372.2,1,1
Kragerø,2001-2010,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",49.1,1,1
Kragerø,2001-2010,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",237.7,1,1
Kragerø,2001-2010,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",102.2,1,1
Kragerø,2001-2010,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",62.4,1,1
Kragerø,2002-2011,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",999.7,1,1
Kragerø,2002-2011,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",22.6,1,1
Kragerø,2002-2011,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",353.0,1,1
Kragerø,2002-2011,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",52.3,1,1
Kragerø,2002-2011,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",225.3,1,1
Kragerø,2002-2011,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",102.2,1,1
Kragerø,2002-2011,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",62.0,1,1
Kragerø,2003-2012,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",995.4,1,1
Kragerø,2003-2012,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",24.2,1,1
Kragerø,2003-2012,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",344.5,1,1
Kragerø,2003-2012,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",51.1,1,1
Kragerø,2003-2012,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",228.2,1,1
Kragerø,2003-2012,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",103.0,1,1
Kragerø,2003-2012,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",60.8,1,1
Kragerø,2004-2013,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",998.1,1,1
Kragerø,2004-2013,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",26.5,1,1
Kragerø,2004-2013,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",323.8,1,1
Kragerø,2004-2013,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",52.4,1,1
Kragerø,2004-2013,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",244.0,1,1
Kragerø,2004-2013,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",105.3,1,1
Kragerø,2004-2013,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",61.3,1,1
Kragerø,2005-2014,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",971.9,1,1
Kragerø,2005-2014,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",26.3,1,1
Kragerø,2005-2014,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",313.1,1,1
Kragerø,2005-2014,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",50.2,1,1
Kragerø,2005-2014,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",237.2,1,1
Kragerø,2005-2014,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",96.9,1,1
Kragerø,2005-2014,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",61.9,1,1
Kragerø,2006-2015,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",961.6,1,1
Kragerø,2006-2015,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",25.2,1,1
Kragerø,2006-2015,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",306.3,1,1
Kragerø,2006-2015,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",50.4,1,1
Kragerø,2006-2015,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",243.9,1,1
Kragerø,2006-2015,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",102.2,1,1
Kragerø,2006-2015,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",55.6,1,1
Kragerø,2007-2016,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",939.2,1,1
Kragerø,2007-2016,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",25.0,1,1
Kragerø,2007-2016,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",296.1,1,1
Kragerø,2007-2016,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",56.5,1,1
Kragerø,2007-2016,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",224.9,1,1
Kragerø,2007-2016,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",102.2,1,1
Kragerø,2007-2016,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",58.0,1,1
Kragerø,2008-2017,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",920.8,1,1
Kragerø,2008-2017,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",22.2,1,1
Kragerø,2008-2017,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",283.7,1,1
Kragerø,2008-2017,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",56.4,1,1
Kragerø,2008-2017,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",226.1,1,1
Kragerø,2008-2017,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",103.5,1,1
Kragerø,2008-2017,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",55.1,1,1
Kragerø,2009-2018,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",914.0,1,1
Kragerø,2009-2018,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",17.1,1,1
Kragerø,2009-2018,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",287.3,1,1
Kragerø,2009-2018,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",52.9,1,1
Kragerø,2009-2018,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",220.4,1,1
Kragerø,2009-2018,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",99.8,1,1
Kragerø,2009-2018,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",60.0,1,1
Kragerø,2010-2019,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",907.0,1,1
Kragerø,2010-2019,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",18.4,1,1
Kragerø,2010-2019,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",279.7,1,1
Kragerø,2010-2019,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",51.9,1,1
Kragerø,2010-2019,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",228.3,1,1
Kragerø,2010-2019,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",98.5,1,1
Kragerø,2010-2019,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",58.9,1,1
Kragerø,2011-2020,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",892.0,1,1
Kragerø,2011-2020,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",18.9,1,1
Kragerø,2011-2020,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",270.8,1,1
Kragerø,2011-2020,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",56.2,1,1
Kragerø,2011-2020,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",227.0,1,1
Kragerø,2011-2020,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",103.2,1,1
Kragerø,2011-2020,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",56.0,1,1
Kragerø,2012-2021,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",865.6,1,1
Kragerø,2012-2021,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",17.8,1,1
Kragerø,2012-2021,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",256.6,1,1
Kragerø,2012-2021,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",54.9,1,1
Kragerø,2012-2021,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",225.2,1,1
Kragerø,2012-2021,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",103.0,1,1
Kragerø,2012-2021,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",53.1,1,1
Kragerø,2013-2022,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",847.7,1,1
Kragerø,2013-2022,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",17.5,1,1
Kragerø,2013-2022,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",233.6,1,1
Kragerø,2013-2022,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",55.7,1,1
Kragerø,2013-2022,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",224.8,1,1
Kragerø,2013-2022,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",100.4,1,1
Kragerø,2013-2022,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",54.3,1,1
Kragerø,2014-2023,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",840.8,1,1
Kragerø,2014-2023,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",17.1,1,1
Kragerø,2014-2023,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",230.6,1,1
Kragerø,2014-2023,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",58.6,1,1
Kragerø,2014-2023,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",215.5,1,1
Kragerø,2014-2023,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",101.6,1,1
Kragerø,2014-2023,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",55.4,1,1
Kragerø,2015-2024,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",844.3,1,1
Kragerø,2015-2024,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",16.7,1,1
Kragerø,2015-2024,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",219.4,1,1
Kragerø,2015-2024,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",57.7,1,1
Kragerø,2015-2024,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",215.8,1,1
Kragerø,2015-2024,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",103.3,1,1
Kragerø,2015-2024,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",54.8,1,1
Drangedal,2001-2010,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",917.9,1,1
Drangedal,2001-2010,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",12.5,1,1
Drangedal,2001-2010,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",371.3,1,1
Drangedal,2001-2010,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",34.5,1,1
Drangedal,2001-2010,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",247.3,1,1
Drangedal,2001-2010,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",87.3,1,1
Drangedal,2001-2010,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",54.7,1,1
Drangedal,2002-2011,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",887.5,1,1
Drangedal,2002-2011,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",17.8,1,1
Drangedal,2002-2011,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",355.4,1,1
Drangedal,2002-2011,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",34.5,1,1
Drangedal,2002-2011,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",229.0,1,1
Drangedal,2002-2011,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",85.4,1,1
Drangedal,2002-2011,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",56.1,1,1
Drangedal,2003-2012,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",867.9,1,1
Drangedal,2003-2012,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",21.1,1,1
Drangedal,2003-2012,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",331.6,1,1
Drangedal,2003-2012,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",34.4,1,1
Drangedal,2003-2012,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",220.4,1,1
Drangedal,2003-2012,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",81.4,1,1
Drangedal,2003-2012,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",63.4,1,1
Drangedal,2004-2013,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",875.2,1,1
Drangedal,2004-2013,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",19.3,1,1
Drangedal,2004-2013,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",329.1,1,1
Drangedal,2004-2013,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",43.5,1,1
Drangedal,2004-2013,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",210.0,1,1
Drangedal,2004-2013,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",87.2,1,1
Drangedal,2004-2013,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",68.7,1,1
Drangedal,2005-2014,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",887.9,1,1
Drangedal,2005-2014,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",19.3,1,1
Drangedal,2005-2014,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",323.3,1,1
Drangedal,2005-2014,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",41.9,1,1
Drangedal,2005-2014,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",217.6,1,1
Drangedal,2005-2014,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",95.1,1,1
Drangedal,2005-2014,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",70.5,1,1
Drangedal,2006-2015,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",879.8,1,1
Drangedal,2006-2015,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",19.3,1,1
Drangedal,2006-2015,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",310.3,1,1
Drangedal,2006-2015,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",49.4,1,1
Drangedal,2006-2015,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",215.6,1,1
Drangedal,2006-2015,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",101.0,1,1
Drangedal,2006-2015,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",66.7,1,1
Drangedal,2007-2016,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",868.0,1,1
Drangedal,2007-2016,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",19.3,1,1
Drangedal,2007-2016,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",296.4,1,1
Drangedal,2007-2016,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",49.6,1,1
Drangedal,2007-2016,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",207.7,1,1
Drangedal,2007-2016,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",103.0,1,1
Drangedal,2007-2016,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",64.8,1,1
Drangedal,2008-2017,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",871.9,1,1
Drangedal,2008-2017,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",21.1,1,1
Drangedal,2008-2017,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",294.9,1,1
Drangedal,2008-2017,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",46.1,1,1
Drangedal,2008-2017,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",199.7,1,1
Drangedal,2008-2017,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",95.2,1,1
Drangedal,2008-2017,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",70.8,1,1
Drangedal,2009-2018,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",878.3,1,1
Drangedal,2009-2018,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",19.5,1,1
Drangedal,2009-2018,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",302.9,1,1
Drangedal,2009-2018,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",44.4,1,1
Drangedal,2009-2018,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",201.5,1,1
Drangedal,2009-2018,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",89.3,1,1
Drangedal,2009-2018,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",65.5,1,1
Drangedal,2010-2019,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",913.1,1,1
Drangedal,2010-2019,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",21.5,1,1
Drangedal,2010-2019,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",322.8,1,1
Drangedal,2010-2019,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",46.5,1,1
Drangedal,2010-2019,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",199.6,1,1
Drangedal,2010-2019,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",93.2,1,1
Drangedal,2010-2019,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",68.1,1,1
Drangedal,2011-2020,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",909.6,1,1
Drangedal,2011-2020,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",19.9,1,1
Drangedal,2011-2020,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",331.6,1,1
Drangedal,2011-2020,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",41.1,1,1
Drangedal,2011-2020,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",209.2,1,1
Drangedal,2011-2020,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",93.1,1,1
Drangedal,2011-2020,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",59.1,1,1
Drangedal,2012-2021,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",942.6,1,1
Drangedal,2012-2021,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",20.1,1,1
Drangedal,2012-2021,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",347.9,1,1
Drangedal,2012-2021,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",39.4,1,1
Drangedal,2012-2021,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",222.6,1,1
Drangedal,2012-2021,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",104.5,1,1
Drangedal,2012-2021,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",55.8,1,1
Drangedal,2013-2022,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",957.1,1,1
Drangedal,2013-2022,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",16.6,1,1
Drangedal,2013-2022,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",354.7,1,1
Drangedal,2013-2022,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",41.4,1,1
Drangedal,2013-2022,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",226.4,1,1
Drangedal,2013-2022,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",108.1,1,1
Drangedal,2013-2022,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",50.5,1,1
Drangedal,2014-2023,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",980.7,1,1
Drangedal,2014-2023,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",18.7,1,1
Drangedal,2014-2023,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",363.2,1,1
Drangedal,2014-2023,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",39.7,1,1
Drangedal,2014-2023,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",235.8,1,1
Drangedal,2014-2023,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",111.6,1,1
Drangedal,2014-2023,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",47.1,1,1
Drangedal,2015-2024,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",957.7,1,1
Drangedal,2015-2024,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",17.0,1,1
Drangedal,2015-2024,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",346.5,1,1
Drangedal,2015-2024,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",43.4,1,1
Drangedal,2015-2024,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",233.0,1,1
Drangedal,2015-2024,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",103.3,1,1
Drangedal,2015-2024,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",45.5,1,1
Nome,2001-2010,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",971.0,1,1
Nome,2001-2010,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",14.0,1,1
Nome,2001-2010,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",369.3,1,1
Nome,2001-2010,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",51.7,1,1
Nome,2001-2010,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",220.3,1,1
Nome,2001-2010,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",87.1,1,1
Nome,2001-2010,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",38.9,1,1
Nome,2002-2011,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",941.7,1,1
Nome,2002-2011,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",13.9,1,1
Nome,2002-2011,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",336.7,1,1
Nome,2002-2011,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",51.6,1,1
