region,statistikkvariabel,år,alder,value
Porsgrunn,Lav nasjonal vekst (LLML),2037,16-19 år,1548
Porsgrunn,Lav nasjonal vekst (LLML),2037,20-44 år,11054
Porsgrunn,Lav nasjonal vekst (LLML),2037,45-66 år,10918
Porsgrunn,Lav nasjonal vekst (LLML),2037,67-79 år,5633
Porsgrunn,Lav nasjonal vekst (LLML),2037,80-89 år,2459
Porsgrunn,Lav nasjonal vekst (LLML),2037,90 år eller eldre,506
Porsgrunn,Lav nasjonal vekst (LLML),2038,0 år,245
Porsgrunn,Lav nasjonal vekst (LLML),2038,1-5 år,1327
Porsgrunn,Lav nasjonal vekst (LLML),2038,6-12 år,2131
Porsgrunn,Lav nasjonal vekst (LLML),2038,13-15 år,1091
Porsgrunn,Lav nasjonal vekst (LLML),2038,16-19 år,1549
Porsgrunn,Lav nasjonal vekst (LLML),2038,20-44 år,10940
Porsgrunn,Lav nasjonal vekst (LLML),2038,45-66 år,10919
Porsgrunn,Lav nasjonal vekst (LLML),2038,67-79 år,5701
Porsgrunn,Lav nasjonal vekst (LLML),2038,80-89 år,2480
Porsgrunn,Lav nasjonal vekst (LLML),2038,90 år eller eldre,535
Porsgrunn,Lav nasjonal vekst (LLML),2039,0 år,244
Porsgrunn,Lav nasjonal vekst (LLML),2039,1-5 år,1319
Porsgrunn,Lav nasjonal vekst (LLML),2039,6-12 år,2090
Porsgrunn,Lav nasjonal vekst (LLML),2039,13-15 år,1057
Porsgrunn,Lav nasjonal vekst (LLML),2039,16-19 år,1530
Porsgrunn,Lav nasjonal vekst (LLML),2039,20-44 år,10881
Porsgrunn,Lav nasjonal vekst (LLML),2039,45-66 år,10867
Porsgrunn,Lav nasjonal vekst (LLML),2039,67-79 år,5781
Porsgrunn,Lav nasjonal vekst (LLML),2039,80-89 år,2506
Porsgrunn,Lav nasjonal vekst (LLML),2039,90 år eller eldre,552
Porsgrunn,Lav nasjonal vekst (LLML),2040,0 år,243
Porsgrunn,Lav nasjonal vekst (LLML),2040,1-5 år,1313
Porsgrunn,Lav nasjonal vekst (LLML),2040,6-12 år,2057
Porsgrunn,Lav nasjonal vekst (LLML),2040,13-15 år,1024
Porsgrunn,Lav nasjonal vekst (LLML),2040,16-19 år,1506
Porsgrunn,Lav nasjonal vekst (LLML),2040,20-44 år,10777
Porsgrunn,Lav nasjonal vekst (LLML),2040,45-66 år,10861
Porsgrunn,Lav nasjonal vekst (LLML),2040,67-79 år,5855
Porsgrunn,Lav nasjonal vekst (LLML),2040,80-89 år,2533
Porsgrunn,Lav nasjonal vekst (LLML),2040,90 år eller eldre,560
Porsgrunn,Lav nasjonal vekst (LLML),2041,0 år,242
Porsgrunn,Lav nasjonal vekst (LLML),2041,1-5 år,1307
Porsgrunn,Lav nasjonal vekst (LLML),2041,6-12 år,2039
Porsgrunn,Lav nasjonal vekst (LLML),2041,13-15 år,985
Porsgrunn,Lav nasjonal vekst (LLML),2041,16-19 år,1491
Porsgrunn,Lav nasjonal vekst (LLML),2041,20-44 år,10678
Porsgrunn,Lav nasjonal vekst (LLML),2041,45-66 år,10859
Porsgrunn,Lav nasjonal vekst (LLML),2041,67-79 år,5889
Porsgrunn,Lav nasjonal vekst (LLML),2041,80-89 år,2566
Porsgrunn,Lav nasjonal vekst (LLML),2041,90 år eller eldre,569
Porsgrunn,Lav nasjonal vekst (LLML),2042,0 år,241
Porsgrunn,Lav nasjonal vekst (LLML),2042,1-5 år,1302
Porsgrunn,Lav nasjonal vekst (LLML),2042,6-12 år,2022
Porsgrunn,Lav nasjonal vekst (LLML),2042,13-15 år,955
Porsgrunn,Lav nasjonal vekst (LLML),2042,16-19 år,1447
Porsgrunn,Lav nasjonal vekst (LLML),2042,20-44 år,10580
Porsgrunn,Lav nasjonal vekst (LLML),2042,45-66 år,10858
Porsgrunn,Lav nasjonal vekst (LLML),2042,67-79 år,5948
Porsgrunn,Lav nasjonal vekst (LLML),2042,80-89 år,2579
Porsgrunn,Lav nasjonal vekst (LLML),2042,90 år eller eldre,582
Porsgrunn,Lav nasjonal vekst (LLML),2043,0 år,239
Porsgrunn,Lav nasjonal vekst (LLML),2043,1-5 år,1297
Porsgrunn,Lav nasjonal vekst (LLML),2043,6-12 år,2006
Porsgrunn,Lav nasjonal vekst (LLML),2043,13-15 år,935
Porsgrunn,Lav nasjonal vekst (LLML),2043,16-19 år,1399
Porsgrunn,Lav nasjonal vekst (LLML),2043,20-44 år,10483
Porsgrunn,Lav nasjonal vekst (LLML),2043,45-66 år,10880
Porsgrunn,Lav nasjonal vekst (LLML),2043,67-79 år,5985
Porsgrunn,Lav nasjonal vekst (LLML),2043,80-89 år,2583
Porsgrunn,Lav nasjonal vekst (LLML),2043,90 år eller eldre,590
Porsgrunn,Lav nasjonal vekst (LLML),2044,0 år,237
Porsgrunn,Lav nasjonal vekst (LLML),2044,1-5 år,1288
Porsgrunn,Lav nasjonal vekst (LLML),2044,6-12 år,1993
Porsgrunn,Lav nasjonal vekst (LLML),2044,13-15 år,925
Porsgrunn,Lav nasjonal vekst (LLML),2044,16-19 år,1351
Porsgrunn,Lav nasjonal vekst (LLML),2044,20-44 år,10396
Porsgrunn,Lav nasjonal vekst (LLML),2044,45-66 år,10881
Porsgrunn,Lav nasjonal vekst (LLML),2044,67-79 år,5974
Porsgrunn,Lav nasjonal vekst (LLML),2044,80-89 år,2616
Porsgrunn,Lav nasjonal vekst (LLML),2044,90 år eller eldre,613
Porsgrunn,Lav nasjonal vekst (LLML),2045,0 år,234
Porsgrunn,Lav nasjonal vekst (LLML),2045,1-5 år,1282
Porsgrunn,Lav nasjonal vekst (LLML),2045,6-12 år,1982
Porsgrunn,Lav nasjonal vekst (LLML),2045,13-15 år,916
Porsgrunn,Lav nasjonal vekst (LLML),2045,16-19 år,1308
Porsgrunn,Lav nasjonal vekst (LLML),2045,20-44 år,10302
Porsgrunn,Lav nasjonal vekst (LLML),2045,45-66 år,10898
Porsgrunn,Lav nasjonal vekst (LLML),2045,67-79 år,5923
Porsgrunn,Lav nasjonal vekst (LLML),2045,80-89 år,2671
Porsgrunn,Lav nasjonal vekst (LLML),2045,90 år eller eldre,627
Porsgrunn,Lav nasjonal vekst (LLML),2046,0 år,232
Porsgrunn,Lav nasjonal vekst (LLML),2046,1-5 år,1272
Porsgrunn,Lav nasjonal vekst (LLML),2046,6-12 år,1970
Porsgrunn,Lav nasjonal vekst (LLML),2046,13-15 år,906
Porsgrunn,Lav nasjonal vekst (LLML),2046,16-19 år,1277
Porsgrunn,Lav nasjonal vekst (LLML),2046,20-44 år,10189
Porsgrunn,Lav nasjonal vekst (LLML),2046,45-66 år,10906
Porsgrunn,Lav nasjonal vekst (LLML),2046,67-79 år,5889
Porsgrunn,Lav nasjonal vekst (LLML),2046,80-89 år,2729
Porsgrunn,Lav nasjonal vekst (LLML),2046,90 år eller eldre,638
Porsgrunn,Lav nasjonal vekst (LLML),2047,0 år,229
Porsgrunn,Lav nasjonal vekst (LLML),2047,1-5 år,1262
Porsgrunn,Lav nasjonal vekst (LLML),2047,6-12 år,1961
Porsgrunn,Lav nasjonal vekst (LLML),2047,13-15 år,899
Porsgrunn,Lav nasjonal vekst (LLML),2047,16-19 år,1252
Porsgrunn,Lav nasjonal vekst (LLML),2047,20-44 år,10076
Porsgrunn,Lav nasjonal vekst (LLML),2047,45-66 år,10910
Porsgrunn,Lav nasjonal vekst (LLML),2047,67-79 år,5848
Porsgrunn,Lav nasjonal vekst (LLML),2047,80-89 år,2776
Porsgrunn,Lav nasjonal vekst (LLML),2047,90 år eller eldre,654
Porsgrunn,Lav nasjonal vekst (LLML),2048,0 år,226
Porsgrunn,Lav nasjonal vekst (LLML),2048,1-5 år,1249
Porsgrunn,Lav nasjonal vekst (LLML),2048,6-12 år,1952
Porsgrunn,Lav nasjonal vekst (LLML),2048,13-15 år,893
Porsgrunn,Lav nasjonal vekst (LLML),2048,16-19 år,1241
Porsgrunn,Lav nasjonal vekst (LLML),2048,20-44 år,9970
Porsgrunn,Lav nasjonal vekst (LLML),2048,45-66 år,10899
Porsgrunn,Lav nasjonal vekst (LLML),2048,67-79 år,5788
Porsgrunn,Lav nasjonal vekst (LLML),2048,80-89 år,2834
Porsgrunn,Lav nasjonal vekst (LLML),2048,90 år eller eldre,666
Porsgrunn,Lav nasjonal vekst (LLML),2049,0 år,223
Porsgrunn,Lav nasjonal vekst (LLML),2049,1-5 år,1237
Porsgrunn,Lav nasjonal vekst (LLML),2049,6-12 år,1940
Porsgrunn,Lav nasjonal vekst (LLML),2049,13-15 år,886
Porsgrunn,Lav nasjonal vekst (LLML),2049,16-19 år,1228
Porsgrunn,Lav nasjonal vekst (LLML),2049,20-44 år,9852
Porsgrunn,Lav nasjonal vekst (LLML),2049,45-66 år,10877
Porsgrunn,Lav nasjonal vekst (LLML),2049,67-79 år,5757
Porsgrunn,Lav nasjonal vekst (LLML),2049,80-89 år,2890
Porsgrunn,Lav nasjonal vekst (LLML),2049,90 år eller eldre,674
Porsgrunn,Lav nasjonal vekst (LLML),2050,0 år,220
Porsgrunn,Lav nasjonal vekst (LLML),2050,1-5 år,1221
Porsgrunn,Lav nasjonal vekst (LLML),2050,6-12 år,1930
Porsgrunn,Lav nasjonal vekst (LLML),2050,13-15 år,881
Porsgrunn,Lav nasjonal vekst (LLML),2050,16-19 år,1218
Porsgrunn,Lav nasjonal vekst (LLML),2050,20-44 år,9731
Porsgrunn,Lav nasjonal vekst (LLML),2050,45-66 år,10851
Porsgrunn,Lav nasjonal vekst (LLML),2050,67-79 år,5705
Porsgrunn,Lav nasjonal vekst (LLML),2050,80-89 år,2966
Porsgrunn,Lav nasjonal vekst (LLML),2050,90 år eller eldre,681
Porsgrunn,Høy nasjonal vekst (HHMH),2024,0 år,303
Porsgrunn,Høy nasjonal vekst (HHMH),2024,1-5 år,1733
Porsgrunn,Høy nasjonal vekst (HHMH),2024,6-12 år,2781
Porsgrunn,Høy nasjonal vekst (HHMH),2024,13-15 år,1351
Porsgrunn,Høy nasjonal vekst (HHMH),2024,16-19 år,1760
Porsgrunn,Høy nasjonal vekst (HHMH),2024,20-44 år,11298
Porsgrunn,Høy nasjonal vekst (HHMH),2024,45-66 år,11015
Porsgrunn,Høy nasjonal vekst (HHMH),2024,67-79 år,5009
Porsgrunn,Høy nasjonal vekst (HHMH),2024,80-89 år,1633
Porsgrunn,Høy nasjonal vekst (HHMH),2024,90 år eller eldre,310
Porsgrunn,Høy nasjonal vekst (HHMH),2025,0 år,328
Porsgrunn,Høy nasjonal vekst (HHMH),2025,1-5 år,1723
Porsgrunn,Høy nasjonal vekst (HHMH),2025,6-12 år,2799
Porsgrunn,Høy nasjonal vekst (HHMH),2025,13-15 år,1338
Porsgrunn,Høy nasjonal vekst (HHMH),2025,16-19 år,1771
Porsgrunn,Høy nasjonal vekst (HHMH),2025,20-44 år,11477
Porsgrunn,Høy nasjonal vekst (HHMH),2025,45-66 år,11046
Porsgrunn,Høy nasjonal vekst (HHMH),2025,67-79 år,5055
Porsgrunn,Høy nasjonal vekst (HHMH),2025,80-89 år,1765
Porsgrunn,Høy nasjonal vekst (HHMH),2025,90 år eller eldre,303
Porsgrunn,Høy nasjonal vekst (HHMH),2026,0 år,350
Porsgrunn,Høy nasjonal vekst (HHMH),2026,1-5 år,1741
Porsgrunn,Høy nasjonal vekst (HHMH),2026,6-12 år,2790
Porsgrunn,Høy nasjonal vekst (HHMH),2026,13-15 år,1349
Porsgrunn,Høy nasjonal vekst (HHMH),2026,16-19 år,1747
Porsgrunn,Høy nasjonal vekst (HHMH),2026,20-44 år,11677
Porsgrunn,Høy nasjonal vekst (HHMH),2026,45-66 år,11063
Porsgrunn,Høy nasjonal vekst (HHMH),2026,67-79 år,5098
Porsgrunn,Høy nasjonal vekst (HHMH),2026,80-89 år,1867
Porsgrunn,Høy nasjonal vekst (HHMH),2026,90 år eller eldre,318
Porsgrunn,Høy nasjonal vekst (HHMH),2027,0 år,367
Porsgrunn,Høy nasjonal vekst (HHMH),2027,1-5 år,1789
Porsgrunn,Høy nasjonal vekst (HHMH),2027,6-12 år,2760
Porsgrunn,Høy nasjonal vekst (HHMH),2027,13-15 år,1280
Porsgrunn,Høy nasjonal vekst (HHMH),2027,16-19 år,1813
Porsgrunn,Høy nasjonal vekst (HHMH),2027,20-44 år,11734
Porsgrunn,Høy nasjonal vekst (HHMH),2027,45-66 år,11122
Porsgrunn,Høy nasjonal vekst (HHMH),2027,67-79 år,5132
Porsgrunn,Høy nasjonal vekst (HHMH),2027,80-89 år,1972
Porsgrunn,Høy nasjonal vekst (HHMH),2027,90 år eller eldre,337
Porsgrunn,Høy nasjonal vekst (HHMH),2028,0 år,381
Porsgrunn,Høy nasjonal vekst (HHMH),2028,1-5 år,1827
Porsgrunn,Høy nasjonal vekst (HHMH),2028,6-12 år,2734
Porsgrunn,Høy nasjonal vekst (HHMH),2028,13-15 år,1287
Porsgrunn,Høy nasjonal vekst (HHMH),2028,16-19 år,1808
Porsgrunn,Høy nasjonal vekst (HHMH),2028,20-44 år,11767
Porsgrunn,Høy nasjonal vekst (HHMH),2028,45-66 år,11149
Porsgrunn,Høy nasjonal vekst (HHMH),2028,67-79 år,5160
Porsgrunn,Høy nasjonal vekst (HHMH),2028,80-89 år,2093
Porsgrunn,Høy nasjonal vekst (HHMH),2028,90 år eller eldre,356
Porsgrunn,Høy nasjonal vekst (HHMH),2029,0 år,394
Porsgrunn,Høy nasjonal vekst (HHMH),2029,1-5 år,1878
Porsgrunn,Høy nasjonal vekst (HHMH),2029,6-12 år,2719
Porsgrunn,Høy nasjonal vekst (HHMH),2029,13-15 år,1276
Porsgrunn,Høy nasjonal vekst (HHMH),2029,16-19 år,1805
Porsgrunn,Høy nasjonal vekst (HHMH),2029,20-44 år,11835
Porsgrunn,Høy nasjonal vekst (HHMH),2029,45-66 år,11170
Porsgrunn,Høy nasjonal vekst (HHMH),2029,67-79 år,5198
Porsgrunn,Høy nasjonal vekst (HHMH),2029,80-89 år,2181
Porsgrunn,Høy nasjonal vekst (HHMH),2029,90 år eller eldre,375
Porsgrunn,Høy nasjonal vekst (HHMH),2030,0 år,405
Porsgrunn,Høy nasjonal vekst (HHMH),2030,1-5 år,1955
Porsgrunn,Høy nasjonal vekst (HHMH),2030,6-12 år,2677
Porsgrunn,Høy nasjonal vekst (HHMH),2030,13-15 år,1291
Porsgrunn,Høy nasjonal vekst (HHMH),2030,16-19 år,1794
Porsgrunn,Høy nasjonal vekst (HHMH),2030,20-44 år,11896
Porsgrunn,Høy nasjonal vekst (HHMH),2030,45-66 år,11213
Porsgrunn,Høy nasjonal vekst (HHMH),2030,67-79 år,5233
Porsgrunn,Høy nasjonal vekst (HHMH),2030,80-89 år,2257
Porsgrunn,Høy nasjonal vekst (HHMH),2030,90 år eller eldre,392
Porsgrunn,Høy nasjonal vekst (HHMH),2031,0 år,416
Porsgrunn,Høy nasjonal vekst (HHMH),2031,1-5 år,2028
Porsgrunn,Høy nasjonal vekst (HHMH),2031,6-12 år,2695
Porsgrunn,Høy nasjonal vekst (HHMH),2031,13-15 år,1256
Porsgrunn,Høy nasjonal vekst (HHMH),2031,16-19 år,1749
Porsgrunn,Høy nasjonal vekst (HHMH),2031,20-44 år,11993
Porsgrunn,Høy nasjonal vekst (HHMH),2031,45-66 år,11207
Porsgrunn,Høy nasjonal vekst (HHMH),2031,67-79 år,5311
Porsgrunn,Høy nasjonal vekst (HHMH),2031,80-89 år,2334
Porsgrunn,Høy nasjonal vekst (HHMH),2031,90 år eller eldre,418
Porsgrunn,Høy nasjonal vekst (HHMH),2032,0 år,426
Porsgrunn,Høy nasjonal vekst (HHMH),2032,1-5 år,2094
Porsgrunn,Høy nasjonal vekst (HHMH),2032,6-12 år,2705
Porsgrunn,Høy nasjonal vekst (HHMH),2032,13-15 år,1251
Porsgrunn,Høy nasjonal vekst (HHMH),2032,16-19 år,1748
Porsgrunn,Høy nasjonal vekst (HHMH),2032,20-44 år,12013
Porsgrunn,Høy nasjonal vekst (HHMH),2032,45-66 år,11203
Porsgrunn,Høy nasjonal vekst (HHMH),2032,67-79 år,5406
Porsgrunn,Høy nasjonal vekst (HHMH),2032,80-89 år,2428
Porsgrunn,Høy nasjonal vekst (HHMH),2032,90 år eller eldre,435
Porsgrunn,Høy nasjonal vekst (HHMH),2033,0 år,424
Porsgrunn,Høy nasjonal vekst (HHMH),2033,1-5 år,2154
Porsgrunn,Høy nasjonal vekst (HHMH),2033,6-12 år,2742
Porsgrunn,Høy nasjonal vekst (HHMH),2033,13-15 år,1224
Porsgrunn,Høy nasjonal vekst (HHMH),2033,16-19 år,1752
Porsgrunn,Høy nasjonal vekst (HHMH),2033,20-44 år,12050
Porsgrunn,Høy nasjonal vekst (HHMH),2033,45-66 år,11198
Porsgrunn,Høy nasjonal vekst (HHMH),2033,67-79 år,5508
Porsgrunn,Høy nasjonal vekst (HHMH),2033,80-89 år,2483
Porsgrunn,Høy nasjonal vekst (HHMH),2033,90 år eller eldre,472
Porsgrunn,Høy nasjonal vekst (HHMH),2034,0 år,422
Porsgrunn,Høy nasjonal vekst (HHMH),2034,1-5 år,2201
Porsgrunn,Høy nasjonal vekst (HHMH),2034,6-12 år,2810
Porsgrunn,Høy nasjonal vekst (HHMH),2034,13-15 år,1218
Porsgrunn,Høy nasjonal vekst (HHMH),2034,16-19 år,1723
Porsgrunn,Høy nasjonal vekst (HHMH),2034,20-44 år,12027
Porsgrunn,Høy nasjonal vekst (HHMH),2034,45-66 år,11238
Porsgrunn,Høy nasjonal vekst (HHMH),2034,67-79 år,5582
Porsgrunn,Høy nasjonal vekst (HHMH),2034,80-89 år,2565
Porsgrunn,Høy nasjonal vekst (HHMH),2034,90 år eller eldre,515
Porsgrunn,Høy nasjonal vekst (HHMH),2035,0 år,422
Porsgrunn,Høy nasjonal vekst (HHMH),2035,1-5 år,2234
Porsgrunn,Høy nasjonal vekst (HHMH),2035,6-12 år,2874
Porsgrunn,Høy nasjonal vekst (HHMH),2035,13-15 år,1209
Porsgrunn,Høy nasjonal vekst (HHMH),2035,16-19 år,1714
Porsgrunn,Høy nasjonal vekst (HHMH),2035,20-44 år,12002
Porsgrunn,Høy nasjonal vekst (HHMH),2035,45-66 år,11278
Porsgrunn,Høy nasjonal vekst (HHMH),2035,67-79 år,5672
Porsgrunn,Høy nasjonal vekst (HHMH),2035,80-89 år,2613
Porsgrunn,Høy nasjonal vekst (HHMH),2035,90 år eller eldre,574
Porsgrunn,Høy nasjonal vekst (HHMH),2036,0 år,421
Porsgrunn,Høy nasjonal vekst (HHMH),2036,1-5 år,2252
Porsgrunn,Høy nasjonal vekst (HHMH),2036,6-12 år,2953
Porsgrunn,Høy nasjonal vekst (HHMH),2036,13-15 år,1206
Porsgrunn,Høy nasjonal vekst (HHMH),2036,16-19 år,1702
Porsgrunn,Høy nasjonal vekst (HHMH),2036,20-44 år,11965
Porsgrunn,Høy nasjonal vekst (HHMH),2036,45-66 år,11328
Porsgrunn,Høy nasjonal vekst (HHMH),2036,67-79 år,5766
Porsgrunn,Høy nasjonal vekst (HHMH),2036,80-89 år,2662
Porsgrunn,Høy nasjonal vekst (HHMH),2036,90 år eller eldre,624
Porsgrunn,Høy nasjonal vekst (HHMH),2037,0 år,421
Porsgrunn,Høy nasjonal vekst (HHMH),2037,1-5 år,2258
Porsgrunn,Høy nasjonal vekst (HHMH),2037,6-12 år,3059
Porsgrunn,Høy nasjonal vekst (HHMH),2037,13-15 år,1210
Porsgrunn,Høy nasjonal vekst (HHMH),2037,16-19 år,1658
Porsgrunn,Høy nasjonal vekst (HHMH),2037,20-44 år,11955
Porsgrunn,Høy nasjonal vekst (HHMH),2037,45-66 år,11335
Porsgrunn,Høy nasjonal vekst (HHMH),2037,67-79 år,5870
Porsgrunn,Høy nasjonal vekst (HHMH),2037,80-89 år,2726
Porsgrunn,Høy nasjonal vekst (HHMH),2037,90 år eller eldre,671
Porsgrunn,Høy nasjonal vekst (HHMH),2038,0 år,421
Porsgrunn,Høy nasjonal vekst (HHMH),2038,1-5 år,2254
Porsgrunn,Høy nasjonal vekst (HHMH),2038,6-12 år,3153
Porsgrunn,Høy nasjonal vekst (HHMH),2038,13-15 år,1213
Porsgrunn,Høy nasjonal vekst (HHMH),2038,16-19 år,1667
Porsgrunn,Høy nasjonal vekst (HHMH),2038,20-44 år,11896
Porsgrunn,Høy nasjonal vekst (HHMH),2038,45-66 år,11384
Porsgrunn,Høy nasjonal vekst (HHMH),2038,67-79 år,5957
Porsgrunn,Høy nasjonal vekst (HHMH),2038,80-89 år,2772
Porsgrunn,Høy nasjonal vekst (HHMH),2038,90 år eller eldre,731
Porsgrunn,Høy nasjonal vekst (HHMH),2039,0 år,422
Porsgrunn,Høy nasjonal vekst (HHMH),2039,1-5 år,2252
Porsgrunn,Høy nasjonal vekst (HHMH),2039,6-12 år,3233
Porsgrunn,Høy nasjonal vekst (HHMH),2039,13-15 år,1237
Porsgrunn,Høy nasjonal vekst (HHMH),2039,16-19 år,1658
Porsgrunn,Høy nasjonal vekst (HHMH),2039,20-44 år,11900
Porsgrunn,Høy nasjonal vekst (HHMH),2039,45-66 år,11378
Porsgrunn,Høy nasjonal vekst (HHMH),2039,67-79 år,6060
Porsgrunn,Høy nasjonal vekst (HHMH),2039,80-89 år,2821
Porsgrunn,Høy nasjonal vekst (HHMH),2039,90 år eller eldre,773
Porsgrunn,Høy nasjonal vekst (HHMH),2040,0 år,422
Porsgrunn,Høy nasjonal vekst (HHMH),2040,1-5 år,2252
Porsgrunn,Høy nasjonal vekst (HHMH),2040,6-12 år,3292
Porsgrunn,Høy nasjonal vekst (HHMH),2040,13-15 år,1288
Porsgrunn,Høy nasjonal vekst (HHMH),2040,16-19 år,1646
Porsgrunn,Høy nasjonal vekst (HHMH),2040,20-44 år,11849
Porsgrunn,Høy nasjonal vekst (HHMH),2040,45-66 år,11429
Porsgrunn,Høy nasjonal vekst (HHMH),2040,67-79 år,6161
Porsgrunn,Høy nasjonal vekst (HHMH),2040,80-89 år,2877
Porsgrunn,Høy nasjonal vekst (HHMH),2040,90 år eller eldre,801
Porsgrunn,Høy nasjonal vekst (HHMH),2041,0 år,422
Porsgrunn,Høy nasjonal vekst (HHMH),2041,1-5 år,2253
Porsgrunn,Høy nasjonal vekst (HHMH),2041,6-12 år,3339
Porsgrunn,Høy nasjonal vekst (HHMH),2041,13-15 år,1336
Porsgrunn,Høy nasjonal vekst (HHMH),2041,16-19 år,1665
Porsgrunn,Høy nasjonal vekst (HHMH),2041,20-44 år,11810
Porsgrunn,Høy nasjonal vekst (HHMH),2041,45-66 år,11480
Porsgrunn,Høy nasjonal vekst (HHMH),2041,67-79 år,6218
Porsgrunn,Høy nasjonal vekst (HHMH),2041,80-89 år,2937
Porsgrunn,Høy nasjonal vekst (HHMH),2041,90 år eller eldre,839
Porsgrunn,Høy nasjonal vekst (HHMH),2042,0 år,422
Porsgrunn,Høy nasjonal vekst (HHMH),2042,1-5 år,2254
Porsgrunn,Høy nasjonal vekst (HHMH),2042,6-12 år,3373
Porsgrunn,Høy nasjonal vekst (HHMH),2042,13-15 år,1379
Porsgrunn,Høy nasjonal vekst (HHMH),2042,16-19 år,1679
Porsgrunn,Høy nasjonal vekst (HHMH),2042,20-44 år,11773
Porsgrunn,Høy nasjonal vekst (HHMH),2042,45-66 år,11541
Porsgrunn,Høy nasjonal vekst (HHMH),2042,67-79 år,6306
Porsgrunn,Høy nasjonal vekst (HHMH),2042,80-89 år,2975
Porsgrunn,Høy nasjonal vekst (HHMH),2042,90 år eller eldre,877
Porsgrunn,Høy nasjonal vekst (HHMH),2043,0 år,421
Porsgrunn,Høy nasjonal vekst (HHMH),2043,1-5 år,2255
Porsgrunn,Høy nasjonal vekst (HHMH),2043,6-12 år,3394
Porsgrunn,Høy nasjonal vekst (HHMH),2043,13-15 år,1421
Porsgrunn,Høy nasjonal vekst (HHMH),2043,16-19 år,1722
Porsgrunn,Høy nasjonal vekst (HHMH),2043,20-44 år,11741
Porsgrunn,Høy nasjonal vekst (HHMH),2043,45-66 år,11618
Porsgrunn,Høy nasjonal vekst (HHMH),2043,67-79 år,6364
Porsgrunn,Høy nasjonal vekst (HHMH),2043,80-89 år,3007
Porsgrunn,Høy nasjonal vekst (HHMH),2043,90 år eller eldre,914
Porsgrunn,Høy nasjonal vekst (HHMH),2044,0 år,420
Porsgrunn,Høy nasjonal vekst (HHMH),2044,1-5 år,2256
Porsgrunn,Høy nasjonal vekst (HHMH),2044,6-12 år,3405
Porsgrunn,Høy nasjonal vekst (HHMH),2044,13-15 år,1458
Porsgrunn,Høy nasjonal vekst (HHMH),2044,16-19 år,1785
Porsgrunn,Høy nasjonal vekst (HHMH),2044,20-44 år,11711
Porsgrunn,Høy nasjonal vekst (HHMH),2044,45-66 år,11690
Porsgrunn,Høy nasjonal vekst (HHMH),2044,67-79 år,6379
Porsgrunn,Høy nasjonal vekst (HHMH),2044,80-89 år,3065
Porsgrunn,Høy nasjonal vekst (HHMH),2044,90 år eller eldre,962
Porsgrunn,Høy nasjonal vekst (HHMH),2045,0 år,418
Porsgrunn,Høy nasjonal vekst (HHMH),2045,1-5 år,2255
Porsgrunn,Høy nasjonal vekst (HHMH),2045,6-12 år,3404
Porsgrunn,Høy nasjonal vekst (HHMH),2045,13-15 år,1496
Porsgrunn,Høy nasjonal vekst (HHMH),2045,16-19 år,1846
Porsgrunn,Høy nasjonal vekst (HHMH),2045,20-44 år,11703
Porsgrunn,Høy nasjonal vekst (HHMH),2045,45-66 år,11780
Porsgrunn,Høy nasjonal vekst (HHMH),2045,67-79 år,6348
Porsgrunn,Høy nasjonal vekst (HHMH),2045,80-89 år,3150
Porsgrunn,Høy nasjonal vekst (HHMH),2045,90 år eller eldre,1004
Porsgrunn,Høy nasjonal vekst (HHMH),2046,0 år,418
Porsgrunn,Høy nasjonal vekst (HHMH),2046,1-5 år,2252
Porsgrunn,Høy nasjonal vekst (HHMH),2046,6-12 år,3404
Porsgrunn,Høy nasjonal vekst (HHMH),2046,13-15 år,1519
Porsgrunn,Høy nasjonal vekst (HHMH),2046,16-19 år,1902
Porsgrunn,Høy nasjonal vekst (HHMH),2046,20-44 år,11710
Porsgrunn,Høy nasjonal vekst (HHMH),2046,45-66 år,11855
Porsgrunn,Høy nasjonal vekst (HHMH),2046,67-79 år,6336
Porsgrunn,Høy nasjonal vekst (HHMH),2046,80-89 år,3236
Porsgrunn,Høy nasjonal vekst (HHMH),2046,90 år eller eldre,1043
Porsgrunn,Høy nasjonal vekst (HHMH),2047,0 år,416
Porsgrunn,Høy nasjonal vekst (HHMH),2047,1-5 år,2249
Porsgrunn,Høy nasjonal vekst (HHMH),2047,6-12 år,3404
Porsgrunn,Høy nasjonal vekst (HHMH),2047,13-15 år,1528
Porsgrunn,Høy nasjonal vekst (HHMH),2047,16-19 år,1957
Porsgrunn,Høy nasjonal vekst (HHMH),2047,20-44 år,11740
Porsgrunn,Høy nasjonal vekst (HHMH),2047,45-66 år,11928
Porsgrunn,Høy nasjonal vekst (HHMH),2047,67-79 år,6319
Porsgrunn,Høy nasjonal vekst (HHMH),2047,80-89 år,3312
Porsgrunn,Høy nasjonal vekst (HHMH),2047,90 år eller eldre,1089
Porsgrunn,Høy nasjonal vekst (HHMH),2048,0 år,415
Porsgrunn,Høy nasjonal vekst (HHMH),2048,1-5 år,2243
Porsgrunn,Høy nasjonal vekst (HHMH),2048,6-12 år,3407
Porsgrunn,Høy nasjonal vekst (HHMH),2048,13-15 år,1527
Porsgrunn,Høy nasjonal vekst (HHMH),2048,16-19 år,2006
Porsgrunn,Høy nasjonal vekst (HHMH),2048,20-44 år,11799
