Kommune,Alder,År,Personer,Kilde
Kragerø,80-89 år,2041,932,Framskriving 2026
Kragerø,90 år eller eldre,2041,278,Framskriving 2026
Kragerø,0 år,2042,70,Framskriving 2026
Kragerø,1-5 år,2042,393,Framskriving 2026
Kragerø,6-12 år,2042,604,Framskriving 2026
Kragerø,13-15 år,2042,267,Framskriving 2026
Kragerø,16-19 år,2042,344,Framskriving 2026
Kragerø,20-44 år,2042,2316,Framskriving 2026
Kragerø,45-66 år,2042,2877,Framskriving 2026
Kragerø,67-79 år,2042,1893,Framskriving 2026
Kragerø,80-89 år,2042,946,Framskriving 2026
Kragerø,90 år eller eldre,2042,277,Framskriving 2026
Kragerø,0 år,2043,70,Framskriving 2026
Kragerø,1-5 år,2043,392,Framskriving 2026
Kragerø,6-12 år,2043,606,Framskriving 2026
Kragerø,13-15 år,2043,267,Framskriving 2026
Kragerø,16-19 år,2043,346,Framskriving 2026
Kragerø,20-44 år,2043,2302,Framskriving 2026
Kragerø,45-66 år,2043,2860,Framskriving 2026
Kragerø,67-79 år,2043,1904,Framskriving 2026
Kragerø,80-89 år,2043,949,Framskriving 2026
Kragerø,90 år eller eldre,2043,280,Framskriving 2026
Kragerø,0 år,2044,70,Framskriving 2026
Kragerø,1-5 år,2044,388,Framskriving 2026
Kragerø,6-12 år,2044,608,Framskriving 2026
Kragerø,13-15 år,2044,268,Framskriving 2026
Kragerø,16-19 år,2044,348,Framskriving 2026
Kragerø,20-44 år,2044,2292,Framskriving 2026
Kragerø,45-66 år,2044,2853,Framskriving 2026
Kragerø,67-79 år,2044,1908,Framskriving 2026
Kragerø,80-89 år,2044,943,Framskriving 2026
Kragerø,90 år eller eldre,2044,288,Framskriving 2026
Kragerø,0 år,2045,70,Framskriving 2026
Kragerø,1-5 år,2045,387,Framskriving 2026
Kragerø,6-12 år,2045,610,Framskriving 2026
Kragerø,13-15 år,2045,269,Framskriving 2026
Kragerø,16-19 år,2045,350,Framskriving 2026
Kragerø,20-44 år,2045,2279,Framskriving 2026
Kragerø,45-66 år,2045,2860,Framskriving 2026
Kragerø,67-79 år,2045,1901,Framskriving 2026
Kragerø,80-89 år,2045,931,Framskriving 2026
Kragerø,90 år eller eldre,2045,298,Framskriving 2026
Kragerø,0 år,2046,68,Framskriving 2026
Kragerø,1-5 år,2046,384,Framskriving 2026
Kragerø,6-12 år,2046,609,Framskriving 2026
Kragerø,13-15 år,2046,270,Framskriving 2026
Kragerø,16-19 år,2046,350,Framskriving 2026
Kragerø,20-44 år,2046,2268,Framskriving 2026
Kragerø,45-66 år,2046,2855,Framskriving 2026
Kragerø,67-79 år,2046,1883,Framskriving 2026
Kragerø,80-89 år,2046,951,Framskriving 2026
Kragerø,90 år eller eldre,2046,308,Framskriving 2026
Kragerø,0 år,2047,68,Framskriving 2026
Kragerø,1-5 år,2047,383,Framskriving 2026
Kragerø,6-12 år,2047,610,Framskriving 2026
Kragerø,13-15 år,2047,272,Framskriving 2026
Kragerø,16-19 år,2047,350,Framskriving 2026
Kragerø,20-44 år,2047,2262,Framskriving 2026
Kragerø,45-66 år,2047,2848,Framskriving 2026
Kragerø,67-79 år,2047,1878,Framskriving 2026
Kragerø,80-89 år,2047,962,Framskriving 2026
Kragerø,90 år eller eldre,2047,305,Framskriving 2026
Kragerø,0 år,2048,68,Framskriving 2026
Kragerø,1-5 år,2048,380,Framskriving 2026
Kragerø,6-12 år,2048,608,Framskriving 2026
Kragerø,13-15 år,2048,273,Framskriving 2026
Kragerø,16-19 år,2048,352,Framskriving 2026
Kragerø,20-44 år,2048,2257,Framskriving 2026
Kragerø,45-66 år,2048,2846,Framskriving 2026
Kragerø,67-79 år,2048,1858,Framskriving 2026
Kragerø,80-89 år,2048,979,Framskriving 2026
Kragerø,90 år eller eldre,2048,308,Framskriving 2026
Kragerø,0 år,2049,67,Framskriving 2026
Kragerø,1-5 år,2049,377,Framskriving 2026
Kragerø,6-12 år,2049,606,Framskriving 2026
Kragerø,13-15 år,2049,274,Framskriving 2026
Kragerø,16-19 år,2049,354,Framskriving 2026
Kragerø,20-44 år,2049,2240,Framskriving 2026
Kragerø,45-66 år,2049,2854,Framskriving 2026
Kragerø,67-79 år,2049,1830,Framskriving 2026
Kragerø,80-89 år,2049,1011,Framskriving 2026
Kragerø,90 år eller eldre,2049,308,Framskriving 2026
Kragerø,0 år,2050,66,Framskriving 2026
Kragerø,1-5 år,2050,373,Framskriving 2026
Kragerø,6-12 år,2050,603,Framskriving 2026
Kragerø,13-15 år,2050,275,Framskriving 2026
Kragerø,16-19 år,2050,356,Framskriving 2026
Kragerø,20-44 år,2050,2231,Framskriving 2026
Kragerø,45-66 år,2050,2853,Framskriving 2026
Kragerø,67-79 år,2050,1812,Framskriving 2026
Kragerø,80-89 år,2050,1028,Framskriving 2026
Kragerø,90 år eller eldre,2050,317,Framskriving 2026
Drangedal,0 år,2026,33,Framskriving 2026
Drangedal,1-5 år,2026,195,Framskriving 2026
Drangedal,6-12 år,2026,268,Framskriving 2026
Drangedal,13-15 år,2026,153,Framskriving 2026
Drangedal,16-19 år,2026,188,Framskriving 2026
Drangedal,20-44 år,2026,1109,Framskriving 2026
Drangedal,45-66 år,2026,1240,Framskriving 2026
Drangedal,67-79 år,2026,632,Framskriving 2026
Drangedal,80-89 år,2026,196,Framskriving 2026
Drangedal,90 år eller eldre,2026,42,Framskriving 2026
Drangedal,0 år,2027,33,Framskriving 2026
Drangedal,1-5 år,2027,191,Framskriving 2026
Drangedal,6-12 år,2027,259,Framskriving 2026
Drangedal,13-15 år,2027,155,Framskriving 2026
Drangedal,16-19 år,2027,191,Framskriving 2026
Drangedal,20-44 år,2027,1081,Framskriving 2026
Drangedal,45-66 år,2027,1245,Framskriving 2026
Drangedal,67-79 år,2027,622,Framskriving 2026
Drangedal,80-89 år,2027,211,Framskriving 2026
Drangedal,90 år eller eldre,2027,41,Framskriving 2026
Drangedal,0 år,2028,33,Framskriving 2026
Drangedal,1-5 år,2028,190,Framskriving 2026
Drangedal,6-12 år,2028,253,Framskriving 2026
Drangedal,13-15 år,2028,136,Framskriving 2026
Drangedal,16-19 år,2028,190,Framskriving 2026
Drangedal,20-44 år,2028,1072,Framskriving 2026
Drangedal,45-66 år,2028,1235,Framskriving 2026
Drangedal,67-79 år,2028,631,Framskriving 2026
Drangedal,80-89 år,2028,232,Framskriving 2026
Drangedal,90 år eller eldre,2028,34,Framskriving 2026
Drangedal,0 år,2029,31,Framskriving 2026
Drangedal,1-5 år,2029,177,Framskriving 2026
Drangedal,6-12 år,2029,273,Framskriving 2026
Drangedal,13-15 år,2029,121,Framskriving 2026
Drangedal,16-19 år,2029,189,Framskriving 2026
Drangedal,20-44 år,2029,1051,Framskriving 2026
Drangedal,45-66 år,2029,1237,Framskriving 2026
Drangedal,67-79 år,2029,624,Framskriving 2026
Drangedal,80-89 år,2029,248,Framskriving 2026
Drangedal,90 år eller eldre,2029,36,Framskriving 2026
Drangedal,0 år,2030,31,Framskriving 2026
Drangedal,1-5 år,2030,174,Framskriving 2026
Drangedal,6-12 år,2030,274,Framskriving 2026
Drangedal,13-15 år,2030,112,Framskriving 2026
Drangedal,16-19 år,2030,190,Framskriving 2026
Drangedal,20-44 år,2030,1031,Framskriving 2026
Drangedal,45-66 år,2030,1232,Framskriving 2026
Drangedal,67-79 år,2030,628,Framskriving 2026
Drangedal,80-89 år,2030,263,Framskriving 2026
Drangedal,90 år eller eldre,2030,34,Framskriving 2026
Drangedal,0 år,2031,31,Framskriving 2026
Drangedal,1-5 år,2031,172,Framskriving 2026
Drangedal,6-12 år,2031,270,Framskriving 2026
Drangedal,13-15 år,2031,113,Framskriving 2026
Drangedal,16-19 år,2031,186,Framskriving 2026
Drangedal,20-44 år,2031,1016,Framskriving 2026
Drangedal,45-66 år,2031,1231,Framskriving 2026
Drangedal,67-79 år,2031,632,Framskriving 2026
Drangedal,80-89 år,2031,268,Framskriving 2026
Drangedal,90 år eller eldre,2031,35,Framskriving 2026
Drangedal,0 år,2032,31,Framskriving 2026
Drangedal,1-5 år,2032,172,Framskriving 2026
Drangedal,6-12 år,2032,266,Framskriving 2026
Drangedal,13-15 år,2032,124,Framskriving 2026
Drangedal,16-19 år,2032,160,Framskriving 2026
Drangedal,20-44 år,2032,1014,Framskriving 2026
Drangedal,45-66 år,2032,1220,Framskriving 2026
Drangedal,67-79 år,2032,648,Framskriving 2026
Drangedal,80-89 år,2032,271,Framskriving 2026
Drangedal,90 år eller eldre,2032,35,Framskriving 2026
Drangedal,0 år,2033,31,Framskriving 2026
Drangedal,1-5 år,2033,170,Framskriving 2026
Drangedal,6-12 år,2033,277,Framskriving 2026
Drangedal,13-15 år,2033,115,Framskriving 2026
Drangedal,16-19 år,2033,153,Framskriving 2026
Drangedal,20-44 år,2033,993,Framskriving 2026
Drangedal,45-66 år,2033,1223,Framskriving 2026
Drangedal,67-79 år,2033,639,Framskriving 2026
Drangedal,80-89 år,2033,285,Framskriving 2026
Drangedal,90 år eller eldre,2033,44,Framskriving 2026
Drangedal,0 år,2034,31,Framskriving 2026
Drangedal,1-5 år,2034,170,Framskriving 2026
Drangedal,6-12 år,2034,276,Framskriving 2026
Drangedal,13-15 år,2034,110,Framskriving 2026
Drangedal,16-19 år,2034,153,Framskriving 2026
Drangedal,20-44 år,2034,995,Framskriving 2026
Drangedal,45-66 år,2034,1200,Framskriving 2026
Drangedal,67-79 år,2034,659,Framskriving 2026
Drangedal,80-89 år,2034,281,Framskriving 2026
Drangedal,90 år eller eldre,2034,45,Framskriving 2026
Drangedal,0 år,2035,31,Framskriving 2026
Drangedal,1-5 år,2035,170,Framskriving 2026
Drangedal,6-12 år,2035,272,Framskriving 2026
Drangedal,13-15 år,2035,108,Framskriving 2026
Drangedal,16-19 år,2035,153,Framskriving 2026
Drangedal,20-44 år,2035,981,Framskriving 2026
Drangedal,45-66 år,2035,1183,Framskriving 2026
Drangedal,67-79 år,2035,666,Framskriving 2026
Drangedal,80-89 år,2035,294,Framskriving 2026
Drangedal,90 år eller eldre,2035,53,Framskriving 2026
Drangedal,0 år,2036,31,Framskriving 2026
Drangedal,1-5 år,2036,170,Framskriving 2026
Drangedal,6-12 år,2036,262,Framskriving 2026
Drangedal,13-15 år,2036,129,Framskriving 2026
Drangedal,16-19 år,2036,150,Framskriving 2026
Drangedal,20-44 år,2036,953,Framskriving 2026
Drangedal,45-66 år,2036,1185,Framskriving 2026
Drangedal,67-79 år,2036,665,Framskriving 2026
Drangedal,80-89 år,2036,303,Framskriving 2026
Drangedal,90 år eller eldre,2036,55,Framskriving 2026
Drangedal,0 år,2037,31,Framskriving 2026
Drangedal,1-5 år,2037,170,Framskriving 2026
Drangedal,6-12 år,2037,261,Framskriving 2026
Drangedal,13-15 år,2037,129,Framskriving 2026
Drangedal,16-19 år,2037,151,Framskriving 2026
Drangedal,20-44 år,2037,943,Framskriving 2026
Drangedal,45-66 år,2037,1177,Framskriving 2026
Drangedal,67-79 år,2037,668,Framskriving 2026
Drangedal,80-89 år,2037,308,Framskriving 2026
Drangedal,90 år eller eldre,2037,57,Framskriving 2026
Drangedal,0 år,2038,31,Framskriving 2026
Drangedal,1-5 år,2038,171,Framskriving 2026
Drangedal,6-12 år,2038,258,Framskriving 2026
Drangedal,13-15 år,2038,127,Framskriving 2026
Drangedal,16-19 år,2038,149,Framskriving 2026
Drangedal,20-44 år,2038,940,Framskriving 2026
Drangedal,45-66 år,2038,1163,Framskriving 2026
Drangedal,67-79 år,2038,668,Framskriving 2026
Drangedal,80-89 år,2038,315,Framskriving 2026
Drangedal,90 år eller eldre,2038,66,Framskriving 2026
Drangedal,0 år,2039,31,Framskriving 2026
Drangedal,1-5 år,2039,171,Framskriving 2026
Drangedal,6-12 år,2039,258,Framskriving 2026
Drangedal,13-15 år,2039,118,Framskriving 2026
Drangedal,16-19 år,2039,155,Framskriving 2026
Drangedal,20-44 år,2039,939,Framskriving 2026
Drangedal,45-66 år,2039,1147,Framskriving 2026
Drangedal,67-79 år,2039,671,Framskriving 2026
Drangedal,80-89 år,2039,321,Framskriving 2026
Drangedal,90 år eller eldre,2039,70,Framskriving 2026
Drangedal,0 år,2040,31,Framskriving 2026
Drangedal,1-5 år,2040,168,Framskriving 2026
Drangedal,6-12 år,2040,258,Framskriving 2026
Drangedal,13-15 år,2040,119,Framskriving 2026
Drangedal,16-19 år,2040,162,Framskriving 2026
Drangedal,20-44 år,2040,916,Framskriving 2026
Drangedal,45-66 år,2040,1131,Framskriving 2026
Drangedal,67-79 år,2040,697,Framskriving 2026
Drangedal,80-89 år,2040,315,Framskriving 2026
Drangedal,90 år eller eldre,2040,77,Framskriving 2026
Drangedal,0 år,2041,31,Framskriving 2026
Drangedal,1-5 år,2041,168,Framskriving 2026
Drangedal,6-12 år,2041,256,Framskriving 2026
Drangedal,13-15 år,2041,118,Framskriving 2026
Drangedal,16-19 år,2041,164,Framskriving 2026
Drangedal,20-44 år,2041,908,Framskriving 2026
Drangedal,45-66 år,2041,1126,Framskriving 2026
Drangedal,67-79 år,2041,694,Framskriving 2026
Drangedal,80-89 år,2041,323,Framskriving 2026
Drangedal,90 år eller eldre,2041,78,Framskriving 2026
Drangedal,0 år,2042,30,Framskriving 2026
Drangedal,1-5 år,2042,167,Framskriving 2026
Drangedal,6-12 år,2042,258,Framskriving 2026
Drangedal,13-15 år,2042,117,Framskriving 2026
Drangedal,16-19 år,2042,161,Framskriving 2026
Drangedal,20-44 år,2042,901,Framskriving 2026
Drangedal,45-66 år,2042,1117,Framskriving 2026
Drangedal,67-79 år,2042,700,Framskriving 2026
Drangedal,80-89 år,2042,333,Framskriving 2026
Drangedal,90 år eller eldre,2042,74,Framskriving 2026
Drangedal,0 år,2043,29,Framskriving 2026
Drangedal,1-5 år,2043,165,Framskriving 2026
Drangedal,6-12 år,2043,257,Framskriving 2026
Drangedal,13-15 år,2043,116,Framskriving 2026
Drangedal,16-19 år,2043,155,Framskriving 2026
Drangedal,20-44 år,2043,904,Framskriving 2026
Drangedal,45-66 år,2043,1112,Framskriving 2026
Drangedal,67-79 år,2043,697,Framskriving 2026
Drangedal,80-89 år,2043,331,Framskriving 2026
Drangedal,90 år eller eldre,2043,84,Framskriving 2026
Drangedal,0 år,2044,29,Framskriving 2026
Drangedal,1-5 år,2044,163,Framskriving 2026
Drangedal,6-12 år,2044,257,Framskriving 2026
Drangedal,13-15 år,2044,116,Framskriving 2026
Drangedal,16-19 år,2044,152,Framskriving 2026
Drangedal,20-44 år,2044,896,Framskriving 2026
Drangedal,45-66 år,2044,1106,Framskriving 2026
Drangedal,67-79 år,2044,704,Framskriving 2026
Drangedal,80-89 år,2044,336,Framskriving 2026
Drangedal,90 år eller eldre,2044,82,Framskriving 2026
Drangedal,0 år,2045,29,Framskriving 2026
Drangedal,1-5 år,2045,162,Framskriving 2026
Drangedal,6-12 år,2045,257,Framskriving 2026
Drangedal,13-15 år,2045,116,Framskriving 2026
Drangedal,16-19 år,2045,153,Framskriving 2026
Drangedal,20-44 år,2045,891,Framskriving 2026
Drangedal,45-66 år,2045,1105,Framskriving 2026
Drangedal,67-79 år,2045,697,Framskriving 2026
Drangedal,80-89 år,2045,337,Framskriving 2026
Drangedal,90 år eller eldre,2045,86,Framskriving 2026
Drangedal,0 år,2046,29,Framskriving 2026
Drangedal,1-5 år,2046,160,Framskriving 2026
Drangedal,6-12 år,2046,256,Framskriving 2026
Drangedal,13-15 år,2046,117,Framskriving 2026
Drangedal,16-19 år,2046,152,Framskriving 2026
Drangedal,20-44 år,2046,880,Framskriving 2026
Drangedal,45-66 år,2046,1109,Framskriving 2026
Drangedal,67-79 år,2046,693,Framskriving 2026
Drangedal,80-89 år,2046,338,Framskriving 2026
Drangedal,90 år eller eldre,2046,90,Framskriving 2026
Drangedal,0 år,2047,29,Framskriving 2026
Drangedal,1-5 år,2047,157,Framskriving 2026
Drangedal,6-12 år,2047,255,Framskriving 2026
Drangedal,13-15 år,2047,117,Framskriving 2026
Drangedal,16-19 år,2047,152,Framskriving 2026
Drangedal,20-44 år,2047,872,Framskriving 2026
Drangedal,45-66 år,2047,1107,Framskriving 2026
Drangedal,67-79 år,2047,684,Framskriving 2026
Drangedal,80-89 år,2047,351,Framskriving 2026
Drangedal,90 år eller eldre,2047,92,Framskriving 2026
Drangedal,0 år,2048,28,Framskriving 2026
Drangedal,1-5 år,2048,157,Framskriving 2026
Drangedal,6-12 år,2048,252,Framskriving 2026
Drangedal,13-15 år,2048,117,Framskriving 2026
Drangedal,16-19 år,2048,151,Framskriving 2026
Drangedal,20-44 år,2048,867,Framskriving 2026
Drangedal,45-66 år,2048,1105,Framskriving 2026
Drangedal,67-79 år,2048,678,Framskriving 2026
Drangedal,80-89 år,2048,354,Framskriving 2026
Drangedal,90 år eller eldre,2048,99,Framskriving 2026
Drangedal,0 år,2049,27,Framskriving 2026
Drangedal,1-5 år,2049,156,Framskriving 2026
Drangedal,6-12 år,2049,251,Framskriving 2026
Drangedal,13-15 år,2049,117,Framskriving 2026
Drangedal,16-19 år,2049,151,Framskriving 2026
Drangedal,20-44 år,2049,859,Framskriving 2026
Drangedal,45-66 år,2049,1104,Framskriving 2026
Drangedal,67-79 år,2049,672,Framskriving 2026
Drangedal,80-89 år,2049,359,Framskriving 2026
Drangedal,90 år eller eldre,2049,103,Framskriving 2026
Drangedal,0 år,2050,27,Framskriving 2026
Drangedal,1-5 år,2050,153,Framskriving 2026
Drangedal,6-12 år,2050,249,Framskriving 2026
Drangedal,13-15 år,2050,116,Framskriving 2026
Drangedal,16-19 år,2050,151,Framskriving 2026
Drangedal,20-44 år,2050,854,Framskriving 2026
Drangedal,45-66 år,2050,1103,Framskriving 2026
Drangedal,67-79 år,2050,672,Framskriving 2026
Drangedal,80-89 år,2050,365,Framskriving 2026
Drangedal,90 år eller eldre,2050,101,Framskriving 2026
Nome,0 år,2026,57,Framskriving 2026
Nome,1-5 år,2026,287,Framskriving 2026
Nome,6-12 år,2026,453,Framskriving 2026
Nome,13-15 år,2026,218,Framskriving 2026
Nome,16-19 år,2026,293,Framskriving 2026
Nome,20-44 år,2026,1817,Framskriving 2026
Nome,45-66 år,2026,2010,Framskriving 2026
Nome,67-79 år,2026,1016,Framskriving 2026
Nome,80-89 år,2026,322,Framskriving 2026
Nome,90 år eller eldre,2026,56,Framskriving 2026
Nome,0 år,2027,53,Framskriving 2026
Nome,1-5 år,2027,279,Framskriving 2026
Nome,6-12 år,2027,448,Framskriving 2026
Nome,13-15 år,2027,222,Framskriving 2026
Nome,16-19 år,2027,305,Framskriving 2026
Nome,20-44 år,2027,1838,Framskriving 2026
Nome,45-66 år,2027,1991,Framskriving 2026
Nome,67-79 år,2027,1019,Framskriving 2026
Nome,80-89 år,2027,358,Framskriving 2026
Nome,90 år eller eldre,2027,52,Framskriving 2026
Nome,0 år,2028,54,Framskriving 2026
Nome,1-5 år,2028,273,Framskriving 2026
Nome,6-12 år,2028,452,Framskriving 2026
Nome,13-15 år,2028,230,Framskriving 2026
Nome,16-19 år,2028,295,Framskriving 2026
Nome,20-44 år,2028,1832,Framskriving 2026
Nome,45-66 år,2028,1998,Framskriving 2026
Nome,67-79 år,2028,1022,Framskriving 2026
Nome,80-89 år,2028,389,Framskriving 2026
Nome,90 år eller eldre,2028,51,Framskriving 2026
Nome,0 år,2029,54,Framskriving 2026
Nome,1-5 år,2029,277,Framskriving 2026
Nome,6-12 år,2029,445,Framskriving 2026
Nome,13-15 år,2029,224,Framskriving 2026
Nome,16-19 år,2029,308,Framskriving 2026
Nome,20-44 år,2029,1838,Framskriving 2026
Nome,45-66 år,2029,1997,Framskriving 2026
Nome,67-79 år,2029,1009,Framskriving 2026
Nome,80-89 år,2029,416,Framskriving 2026
Nome,90 år eller eldre,2029,53,Framskriving 2026
Nome,0 år,2030,54,Framskriving 2026
Nome,1-5 år,2030,284,Framskriving 2026
Nome,6-12 år,2030,434,Framskriving 2026
Nome,13-15 år,2030,216,Framskriving 2026
Nome,16-19 år,2030,311,Framskriving 2026
Nome,20-44 år,2030,1846,Framskriving 2026
Nome,45-66 år,2030,1981,Framskriving 2026
Nome,67-79 år,2030,1025,Framskriving 2026
Nome,80-89 år,2030,435,Framskriving 2026
Nome,90 år eller eldre,2030,54,Framskriving 2026
Nome,0 år,2031,54,Framskriving 2026
Nome,1-5 år,2031,292,Framskriving 2026
Nome,6-12 år,2031,418,Framskriving 2026
Nome,13-15 år,2031,223,Framskriving 2026
Nome,16-19 år,2031,302,Framskriving 2026
Nome,20-44 år,2031,1857,Framskriving 2026
Nome,45-66 år,2031,1961,Framskriving 2026
Nome,67-79 år,2031,1032,Framskriving 2026
Nome,80-89 år,2031,461,Framskriving 2026
Nome,90 år eller eldre,2031,53,Framskriving 2026
Nome,0 år,2032,55,Framskriving 2026
Nome,1-5 år,2032,292,Framskriving 2026
Nome,6-12 år,2032,430,Framskriving 2026
Nome,13-15 år,2032,209,Framskriving 2026
Nome,16-19 år,2032,302,Framskriving 2026
Nome,20-44 år,2032,1834,Framskriving 2026
Nome,45-66 år,2032,1972,Framskriving 2026
Nome,67-79 år,2032,1037,Framskriving 2026
Nome,80-89 år,2032,461,Framskriving 2026
Nome,90 år eller eldre,2032,68,Framskriving 2026
Nome,0 år,2033,55,Framskriving 2026
Nome,1-5 år,2033,297,Framskriving 2026
Nome,6-12 år,2033,438,Framskriving 2026
Nome,13-15 år,2033,193,Framskriving 2026
Nome,16-19 år,2033,299,Framskriving 2026
Nome,20-44 år,2033,1829,Framskriving 2026
Nome,45-66 år,2033,1947,Framskriving 2026
Nome,67-79 år,2033,1076,Framskriving 2026
Nome,80-89 år,2033,456,Framskriving 2026
Nome,90 år eller eldre,2033,77,Framskriving 2026
Nome,0 år,2034,55,Framskriving 2026
Nome,1-5 år,2034,299,Framskriving 2026
Nome,6-12 år,2034,433,Framskriving 2026
Nome,13-15 år,2034,190,Framskriving 2026
Nome,16-19 år,2034,297,Framskriving 2026
Nome,20-44 år,2034,1820,Framskriving 2026
Nome,45-66 år,2034,1928,Framskriving 2026
Nome,67-79 år,2034,1095,Framskriving 2026
Nome,80-89 år,2034,472,Framskriving 2026
Nome,90 år eller eldre,2034,85,Framskriving 2026
Nome,0 år,2035,55,Framskriving 2026
Nome,1-5 år,2035,300,Framskriving 2026
Nome,6-12 år,2035,431,Framskriving 2026
Nome,13-15 år,2035,205,Framskriving 2026
Nome,16-19 år,2035,281,Framskriving 2026
Nome,20-44 år,2035,1805,Framskriving 2026
Nome,45-66 år,2035,1916,Framskriving 2026
Nome,67-79 år,2035,1124,Framskriving 2026
Nome,80-89 år,2035,476,Framskriving 2026
Nome,90 år eller eldre,2035,88,Framskriving 2026
Nome,0 år,2036,55,Framskriving 2026
Nome,1-5 år,2036,302,Framskriving 2026
Nome,6-12 år,2036,436,Framskriving 2026
Nome,13-15 år,2036,208,Framskriving 2026
Nome,16-19 år,2036,270,Framskriving 2026
Nome,20-44 år,2036,1780,Framskriving 2026
Nome,45-66 år,2036,1923,Framskriving 2026
Nome,67-79 år,2036,1135,Framskriving 2026
Nome,80-89 år,2036,482,Framskriving 2026
Nome,90 år eller eldre,2036,97,Framskriving 2026
Nome,0 år,2037,55,Framskriving 2026
Nome,1-5 år,2037,303,Framskriving 2026
Nome,6-12 år,2037,445,Framskriving 2026
Nome,13-15 år,2037,196,Framskriving 2026
Nome,16-19 år,2037,271,Framskriving 2026
Nome,20-44 år,2037,1764,Framskriving 2026
Nome,45-66 år,2037,1915,Framskriving 2026
Nome,67-79 år,2037,1139,Framskriving 2026
Nome,80-89 år,2037,498,Framskriving 2026
Nome,90 år eller eldre,2037,108,Framskriving 2026
Nome,0 år,2038,55,Framskriving 2026
Nome,1-5 år,2038,305,Framskriving 2026
Nome,6-12 år,2038,454,Framskriving 2026
Nome,13-15 år,2038,187,Framskriving 2026
Nome,16-19 år,2038,269,Framskriving 2026
Nome,20-44 år,2038,1747,Framskriving 2026
Nome,45-66 år,2038,1921,Framskriving 2026
Nome,67-79 år,2038,1142,Framskriving 2026
Nome,80-89 år,2038,501,Framskriving 2026
Nome,90 år eller eldre,2038,119,Framskriving 2026
Nome,0 år,2039,55,Framskriving 2026
Nome,1-5 år,2039,305,Framskriving 2026
Nome,6-12 år,2039,456,Framskriving 2026
Nome,13-15 år,2039,193,Framskriving 2026
Nome,16-19 år,2039,273,Framskriving 2026
Nome,20-44 år,2039,1729,Framskriving 2026
Nome,45-66 år,2039,1908,Framskriving 2026
Nome,67-79 år,2039,1154,Framskriving 2026
Nome,80-89 år,2039,507,Framskriving 2026
Nome,90 år eller eldre,2039,126,Framskriving 2026
Nome,0 år,2040,55,Framskriving 2026
Nome,1-5 år,2040,303,Framskriving 2026
Nome,6-12 år,2040,459,Framskriving 2026
Nome,13-15 år,2040,198,Framskriving 2026
Nome,16-19 år,2040,271,Framskriving 2026
Nome,20-44 år,2040,1713,Framskriving 2026
Nome,45-66 år,2040,1898,Framskriving 2026
Nome,67-79 år,2040,1163,Framskriving 2026
Nome,80-89 år,2040,517,Framskriving 2026
Nome,90 år eller eldre,2040,134,Framskriving 2026
Nome,0 år,2041,54,Framskriving 2026
Nome,1-5 år,2041,304,Framskriving 2026
Nome,6-12 år,2041,462,Framskriving 2026
Nome,13-15 år,2041,203,Framskriving 2026
Nome,16-19 år,2041,263,Framskriving 2026
Nome,20-44 år,2041,1699,Framskriving 2026
Nome,45-66 år,2041,1902,Framskriving 2026
Nome,67-79 år,2041,1161,Framskriving 2026
Nome,80-89 år,2041,526,Framskriving 2026
Nome,90 år eller eldre,2041,142,Framskriving 2026
Nome,0 år,2042,54,Framskriving 2026
Nome,1-5 år,2042,303,Framskriving 2026
Nome,6-12 år,2042,464,Framskriving 2026
Nome,13-15 år,2042,203,Framskriving 2026
Nome,16-19 år,2042,262,Framskriving 2026
Nome,20-44 år,2042,1689,Framskriving 2026
Nome,45-66 år,2042,1902,Framskriving 2026
Nome,67-79 år,2042,1175,Framskriving 2026
Nome,80-89 år,2042,531,Framskriving 2026
Nome,90 år eller eldre,2042,138,Framskriving 2026
Nome,0 år,2043,53,Framskriving 2026
Nome,1-5 år,2043,302,Framskriving 2026
Nome,6-12 år,2043,466,Framskriving 2026
Nome,13-15 år,2043,206,Framskriving 2026
Nome,16-19 år,2043,264,Framskriving 2026
Nome,20-44 år,2043,1672,Framskriving 2026
Nome,45-66 år,2043,1908,Framskriving 2026
Nome,67-79 år,2043,1169,Framskriving 2026
Nome,80-89 år,2043,548,Framskriving 2026
Nome,90 år eller eldre,2043,138,Framskriving 2026
Nome,0 år,2044,53,Framskriving 2026
Nome,1-5 år,2044,300,Framskriving 2026
Nome,6-12 år,2044,466,Framskriving 2026
Nome,13-15 år,2044,207,Framskriving 2026
Nome,16-19 år,2044,271,Framskriving 2026
Nome,20-44 år,2044,1657,Framskriving 2026
Nome,45-66 år,2044,1909,Framskriving 2026
Nome,67-79 år,2044,1164,Framskriving 2026
Nome,80-89 år,2044,560,Framskriving 2026
Nome,90 år eller eldre,2044,143,Framskriving 2026
Nome,0 år,2045,53,Framskriving 2026
Nome,1-5 år,2045,299,Framskriving 2026
Nome,6-12 år,2045,465,Framskriving 2026
Nome,13-15 år,2045,208,Framskriving 2026
Nome,16-19 år,2045,276,Framskriving 2026
Nome,20-44 år,2045,1647,Framskriving 2026
Nome,45-66 år,2045,1921,Framskriving 2026
Nome,67-79 år,2045,1158,Framskriving 2026
Nome,80-89 år,2045,566,Framskriving 2026
Nome,90 år eller eldre,2045,140,Framskriving 2026
Nome,0 år,2046,53,Framskriving 2026
Nome,1-5 år,2046,296,Framskriving 2026
Nome,6-12 år,2046,466,Framskriving 2026
Nome,13-15 år,2046,208,Framskriving 2026
