Geografi,År,Kjønn,Alder,Sykdomsgruppe,Måltall,Antall,SortKjonn,SortAlder,SortKommune
Hele landet,2020-01-01,Kjønn samlet,45-74 år,Psykiske symptomer,"per 1000, standardisert",130.7,1,7,2
Hele landet,2020-01-01,Kjønn samlet,45-74 år,Psykiske lidelser,"per 1000, standardisert",77.1,1,7,2
Hele landet,2020-01-01,Kjønn samlet,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",177.7,1,8,2
Hele landet,2020-01-01,Kjønn samlet,75-79 år,Psykiske symptomer,"per 1000, standardisert",133.2,1,8,2
Hele landet,2020-01-01,Kjønn samlet,75-79 år,Psykiske lidelser,"per 1000, standardisert",68.0,1,8,2
Hele landet,2020-01-01,Menn,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",134.5,2,1,2
Hele landet,2020-01-01,Menn,0-74 år,Psykiske symptomer,"per 1000, standardisert",91.9,2,1,2
Hele landet,2020-01-01,Menn,0-74 år,Psykiske lidelser,"per 1000, standardisert",65.7,2,1,2
Hele landet,2020-01-01,Menn,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",128.2,2,4,2
Hele landet,2020-01-01,Menn,0-44 år,Psykiske symptomer,"per 1000, standardisert",83.6,2,4,2
Hele landet,2020-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",68.3,2,4,2
Hele landet,2020-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",100.5,2,3,2
Hele landet,2020-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",64.3,2,3,2
Hele landet,2020-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",51.3,2,3,2
Hele landet,2020-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",75.0,2,2,2
Hele landet,2020-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",52.5,2,2,2
Hele landet,2020-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",29.8,2,2,2
Hele landet,2020-01-01,Menn,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",133.9,2,5,2
Hele landet,2020-01-01,Menn,15-24 år,Psykiske symptomer,"per 1000, standardisert",79.7,2,5,2
Hele landet,2020-01-01,Menn,15-24 år,Psykiske lidelser,"per 1000, standardisert",79.5,2,5,2
Hele landet,2020-01-01,Menn,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",156.5,2,6,2
Hele landet,2020-01-01,Menn,25-44 år,Psykiske symptomer,"per 1000, standardisert",103.2,2,6,2
Hele landet,2020-01-01,Menn,25-44 år,Psykiske lidelser,"per 1000, standardisert",85.8,2,6,2
Hele landet,2020-01-01,Menn,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",144.3,2,7,2
Hele landet,2020-01-01,Menn,45-74 år,Psykiske symptomer,"per 1000, standardisert",104.8,2,7,2
Hele landet,2020-01-01,Menn,45-74 år,Psykiske lidelser,"per 1000, standardisert",61.4,2,7,2
Hele landet,2020-01-01,Menn,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",138.3,2,8,2
Hele landet,2020-01-01,Menn,75-79 år,Psykiske symptomer,"per 1000, standardisert",103.8,2,8,2
Hele landet,2020-01-01,Menn,75-79 år,Psykiske lidelser,"per 1000, standardisert",51.4,2,8,2
Hele landet,2020-01-01,Kvinner,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",187.3,3,1,2
Hele landet,2020-01-01,Kvinner,0-74 år,Psykiske symptomer,"per 1000, standardisert",131.0,3,1,2
Hele landet,2020-01-01,Kvinner,0-74 år,Psykiske lidelser,"per 1000, standardisert",90.0,3,1,2
Hele landet,2020-01-01,Kvinner,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",168.8,3,4,2
Hele landet,2020-01-01,Kvinner,0-44 år,Psykiske symptomer,"per 1000, standardisert",113.7,3,4,2
Hele landet,2020-01-01,Kvinner,0-44 år,Psykiske lidelser,"per 1000, standardisert",87.9,3,4,2
Hele landet,2020-01-01,Kvinner,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",110.7,3,3,2
Hele landet,2020-01-01,Kvinner,0-24 år,Psykiske symptomer,"per 1000, standardisert",74.5,3,3,2
Hele landet,2020-01-01,Kvinner,0-24 år,Psykiske lidelser,"per 1000, standardisert",56.0,3,3,2
Hele landet,2020-01-01,Kvinner,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",52.4,3,2,2
Hele landet,2020-01-01,Kvinner,0-14 år,Psykiske symptomer,"per 1000, standardisert",40.0,3,2,2
Hele landet,2020-01-01,Kvinner,0-14 år,Psykiske lidelser,"per 1000, standardisert",17.5,3,2,2
Hele landet,2020-01-01,Kvinner,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",186.8,3,5,2
Hele landet,2020-01-01,Kvinner,15-24 år,Psykiske symptomer,"per 1000, standardisert",119.5,3,5,2
Hele landet,2020-01-01,Kvinner,15-24 år,Psykiske lidelser,"per 1000, standardisert",106.5,3,5,2
Hele landet,2020-01-01,Kvinner,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",227.5,3,6,2
Hele landet,2020-01-01,Kvinner,25-44 år,Psykiske symptomer,"per 1000, standardisert",153.2,3,6,2
Hele landet,2020-01-01,Kvinner,25-44 år,Psykiske lidelser,"per 1000, standardisert",120.2,3,6,2
Hele landet,2020-01-01,Kvinner,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",215.1,3,7,2
Hele landet,2020-01-01,Kvinner,45-74 år,Psykiske symptomer,"per 1000, standardisert",157.1,3,7,2
Hele landet,2020-01-01,Kvinner,45-74 år,Psykiske lidelser,"per 1000, standardisert",93.1,3,7,2
Hele landet,2020-01-01,Kvinner,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",214.3,3,8,2
Hele landet,2020-01-01,Kvinner,75-79 år,Psykiske symptomer,"per 1000, standardisert",160.5,3,8,2
Hele landet,2020-01-01,Kvinner,75-79 år,Psykiske lidelser,"per 1000, standardisert",83.3,3,8,2
Hele landet,2021-01-01,Kjønn samlet,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",168.8,1,1,2
Hele landet,2021-01-01,Kjønn samlet,0-74 år,Psykiske symptomer,"per 1000, standardisert",118.6,1,1,2
Hele landet,2021-01-01,Kjønn samlet,0-74 år,Psykiske lidelser,"per 1000, standardisert",80.7,1,1,2
Hele landet,2021-01-01,Kjønn samlet,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",159.8,1,4,2
Hele landet,2021-01-01,Kjønn samlet,0-44 år,Psykiske symptomer,"per 1000, standardisert",107.9,1,4,2
Hele landet,2021-01-01,Kjønn samlet,0-44 år,Psykiske lidelser,"per 1000, standardisert",83.4,1,4,2
Hele landet,2021-01-01,Kjønn samlet,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",117.3,1,3,2
Hele landet,2021-01-01,Kjønn samlet,0-24 år,Psykiske symptomer,"per 1000, standardisert",78.2,1,3,2
Hele landet,2021-01-01,Kjønn samlet,0-24 år,Psykiske lidelser,"per 1000, standardisert",59.6,1,3,2
Hele landet,2021-01-01,Kjønn samlet,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",71.5,1,2,2
Hele landet,2021-01-01,Kjønn samlet,0-14 år,Psykiske symptomer,"per 1000, standardisert",52.0,1,2,2
Hele landet,2021-01-01,Kjønn samlet,0-14 år,Psykiske lidelser,"per 1000, standardisert",27.1,1,2,2
Hele landet,2021-01-01,Kjønn samlet,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",177.1,1,5,2
Hele landet,2021-01-01,Kjønn samlet,15-24 år,Psykiske symptomer,"per 1000, standardisert",112.2,1,5,2
Hele landet,2021-01-01,Kjønn samlet,15-24 år,Psykiske lidelser,"per 1000, standardisert",102.1,1,5,2
Hele landet,2021-01-01,Kjønn samlet,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",202.9,1,6,2
Hele landet,2021-01-01,Kjønn samlet,25-44 år,Psykiske symptomer,"per 1000, standardisert",137.9,1,6,2
Hele landet,2021-01-01,Kjønn samlet,25-44 år,Psykiske lidelser,"per 1000, standardisert",107.5,1,6,2
Hele landet,2021-01-01,Kjønn samlet,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",182.6,1,7,2
Hele landet,2021-01-01,Kjønn samlet,45-74 år,Psykiske symptomer,"per 1000, standardisert",135.1,1,7,2
Hele landet,2021-01-01,Kjønn samlet,45-74 år,Psykiske lidelser,"per 1000, standardisert",76.6,1,7,2
Hele landet,2021-01-01,Kjønn samlet,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",179.5,1,8,2
Hele landet,2021-01-01,Kjønn samlet,75-79 år,Psykiske symptomer,"per 1000, standardisert",135.4,1,8,2
Hele landet,2021-01-01,Kjønn samlet,75-79 år,Psykiske lidelser,"per 1000, standardisert",68.2,1,8,2
Hele landet,2021-01-01,Menn,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",140.4,2,1,2
Hele landet,2021-01-01,Menn,0-74 år,Psykiske symptomer,"per 1000, standardisert",96.9,2,1,2
Hele landet,2021-01-01,Menn,0-74 år,Psykiske lidelser,"per 1000, standardisert",67.9,2,1,2
Hele landet,2021-01-01,Menn,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",136.1,2,4,2
Hele landet,2021-01-01,Menn,0-44 år,Psykiske symptomer,"per 1000, standardisert",89.8,2,4,2
Hele landet,2021-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",72.1,2,4,2
Hele landet,2021-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",108.0,2,3,2
Hele landet,2021-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",69.9,2,3,2
Hele landet,2021-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",55.1,2,3,2
Hele landet,2021-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",81.8,2,2,2
Hele landet,2021-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",57.5,2,2,2
Hele landet,2021-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",33.0,2,2,2
Hele landet,2021-01-01,Menn,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",142.1,2,5,2
Hele landet,2021-01-01,Menn,15-24 år,Psykiske symptomer,"per 1000, standardisert",85.9,2,5,2
Hele landet,2021-01-01,Menn,15-24 år,Psykiske lidelser,"per 1000, standardisert",84.0,2,5,2
Hele landet,2021-01-01,Menn,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",164.9,2,6,2
Hele landet,2021-01-01,Menn,25-44 år,Psykiske symptomer,"per 1000, standardisert",110.0,2,6,2
Hele landet,2021-01-01,Menn,25-44 år,Psykiske lidelser,"per 1000, standardisert",89.5,2,6,2
Hele landet,2021-01-01,Menn,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",147.0,2,7,2
Hele landet,2021-01-01,Menn,45-74 år,Psykiske symptomer,"per 1000, standardisert",108.1,2,7,2
Hele landet,2021-01-01,Menn,45-74 år,Psykiske lidelser,"per 1000, standardisert",61.3,2,7,2
Hele landet,2021-01-01,Menn,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",139.9,2,8,2
Hele landet,2021-01-01,Menn,75-79 år,Psykiske symptomer,"per 1000, standardisert",104.9,2,8,2
Hele landet,2021-01-01,Menn,75-79 år,Psykiske lidelser,"per 1000, standardisert",51.3,2,8,2
Hele landet,2021-01-01,Kvinner,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",198.3,3,1,2
Hele landet,2021-01-01,Kvinner,0-74 år,Psykiske symptomer,"per 1000, standardisert",141.1,3,1,2
Hele landet,2021-01-01,Kvinner,0-74 år,Psykiske lidelser,"per 1000, standardisert",94.1,3,1,2
Hele landet,2021-01-01,Kvinner,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",184.7,3,4,2
Hele landet,2021-01-01,Kvinner,0-44 år,Psykiske symptomer,"per 1000, standardisert",126.9,3,4,2
Hele landet,2021-01-01,Kvinner,0-44 år,Psykiske lidelser,"per 1000, standardisert",95.2,3,4,2
Hele landet,2021-01-01,Kvinner,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",127.2,3,3,2
Hele landet,2021-01-01,Kvinner,0-24 år,Psykiske symptomer,"per 1000, standardisert",87.0,3,3,2
Hele landet,2021-01-01,Kvinner,0-24 år,Psykiske lidelser,"per 1000, standardisert",64.4,3,3,2
Hele landet,2021-01-01,Kvinner,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",60.6,3,2,2
Hele landet,2021-01-01,Kvinner,0-14 år,Psykiske symptomer,"per 1000, standardisert",46.3,3,2,2
Hele landet,2021-01-01,Kvinner,0-14 år,Psykiske lidelser,"per 1000, standardisert",20.9,3,2,2
Hele landet,2021-01-01,Kvinner,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",214.1,3,5,2
Hele landet,2021-01-01,Kvinner,15-24 år,Psykiske symptomer,"per 1000, standardisert",140.0,3,5,2
Hele landet,2021-01-01,Kvinner,15-24 år,Psykiske lidelser,"per 1000, standardisert",121.3,3,5,2
Hele landet,2021-01-01,Kvinner,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",242.6,3,6,2
Hele landet,2021-01-01,Kvinner,25-44 år,Psykiske symptomer,"per 1000, standardisert",166.9,3,6,2
Hele landet,2021-01-01,Kvinner,25-44 år,Psykiske lidelser,"per 1000, standardisert",126.3,3,6,2
Hele landet,2021-01-01,Kvinner,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",218.8,3,7,2
Hele landet,2021-01-01,Kvinner,45-74 år,Psykiske symptomer,"per 1000, standardisert",162.7,3,7,2
Hele landet,2021-01-01,Kvinner,45-74 år,Psykiske lidelser,"per 1000, standardisert",92.2,3,7,2
Hele landet,2021-01-01,Kvinner,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",216.3,3,8,2
Hele landet,2021-01-01,Kvinner,75-79 år,Psykiske symptomer,"per 1000, standardisert",163.7,3,8,2
Hele landet,2021-01-01,Kvinner,75-79 år,Psykiske lidelser,"per 1000, standardisert",83.8,3,8,2
Hele landet,2022-01-01,Kjønn samlet,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",170.7,1,1,2
Hele landet,2022-01-01,Kjønn samlet,0-74 år,Psykiske symptomer,"per 1000, standardisert",121.0,1,1,2
Hele landet,2022-01-01,Kjønn samlet,0-74 år,Psykiske lidelser,"per 1000, standardisert",80.5,1,1,2
Hele landet,2022-01-01,Kjønn samlet,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",163.5,1,4,2
Hele landet,2022-01-01,Kjønn samlet,0-44 år,Psykiske symptomer,"per 1000, standardisert",111.1,1,4,2
Hele landet,2022-01-01,Kjønn samlet,0-44 år,Psykiske lidelser,"per 1000, standardisert",84.5,1,4,2
Hele landet,2022-01-01,Kjønn samlet,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",119.1,1,3,2
Hele landet,2022-01-01,Kjønn samlet,0-24 år,Psykiske symptomer,"per 1000, standardisert",78.9,1,3,2
Hele landet,2022-01-01,Kjønn samlet,0-24 år,Psykiske lidelser,"per 1000, standardisert",60.8,1,3,2
Hele landet,2022-01-01,Kjønn samlet,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",73.6,1,2,2
Hele landet,2022-01-01,Kjønn samlet,0-14 år,Psykiske symptomer,"per 1000, standardisert",52.0,1,2,2
Hele landet,2022-01-01,Kjønn samlet,0-14 år,Psykiske lidelser,"per 1000, standardisert",29.3,1,2,2
Hele landet,2022-01-01,Kjønn samlet,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",178.3,1,5,2
Hele landet,2022-01-01,Kjønn samlet,15-24 år,Psykiske symptomer,"per 1000, standardisert",113.9,1,5,2
Hele landet,2022-01-01,Kjønn samlet,15-24 år,Psykiske lidelser,"per 1000, standardisert",102.0,1,5,2
Hele landet,2022-01-01,Kjønn samlet,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",208.6,1,6,2
Hele landet,2022-01-01,Kjønn samlet,25-44 år,Psykiske symptomer,"per 1000, standardisert",143.7,1,6,2
Hele landet,2022-01-01,Kjønn samlet,25-44 år,Psykiske lidelser,"per 1000, standardisert",108.6,1,6,2
Hele landet,2022-01-01,Kjønn samlet,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",181.7,1,7,2
Hele landet,2022-01-01,Kjønn samlet,45-74 år,Psykiske symptomer,"per 1000, standardisert",136.2,1,7,2
Hele landet,2022-01-01,Kjønn samlet,45-74 år,Psykiske lidelser,"per 1000, standardisert",74.4,1,7,2
Hele landet,2022-01-01,Kjønn samlet,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",180.0,1,8,2
Hele landet,2022-01-01,Kjønn samlet,75-79 år,Psykiske symptomer,"per 1000, standardisert",136.8,1,8,2
Hele landet,2022-01-01,Kjønn samlet,75-79 år,Psykiske lidelser,"per 1000, standardisert",68.3,1,8,2
Hele landet,2022-01-01,Menn,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",142.3,2,1,2
Hele landet,2022-01-01,Menn,0-74 år,Psykiske symptomer,"per 1000, standardisert",98.9,2,1,2
Hele landet,2022-01-01,Menn,0-74 år,Psykiske lidelser,"per 1000, standardisert",68.2,2,1,2
Hele landet,2022-01-01,Menn,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",139.6,2,4,2
Hele landet,2022-01-01,Menn,0-44 år,Psykiske symptomer,"per 1000, standardisert",92.3,2,4,2
Hele landet,2022-01-01,Menn,0-44 år,Psykiske lidelser,"per 1000, standardisert",73.5,2,4,2
Hele landet,2022-01-01,Menn,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",110.5,2,3,2
Hele landet,2022-01-01,Menn,0-24 år,Psykiske symptomer,"per 1000, standardisert",70.7,2,3,2
Hele landet,2022-01-01,Menn,0-24 år,Psykiske lidelser,"per 1000, standardisert",56.8,2,3,2
Hele landet,2022-01-01,Menn,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",85.0,2,2,2
Hele landet,2022-01-01,Menn,0-14 år,Psykiske symptomer,"per 1000, standardisert",57.7,2,2,2
Hele landet,2022-01-01,Menn,0-14 år,Psykiske lidelser,"per 1000, standardisert",36.1,2,2,2
Hele landet,2022-01-01,Menn,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",143.6,2,5,2
Hele landet,2022-01-01,Menn,15-24 år,Psykiske symptomer,"per 1000, standardisert",87.7,2,5,2
Hele landet,2022-01-01,Menn,15-24 år,Psykiske lidelser,"per 1000, standardisert",83.8,2,5,2
Hele landet,2022-01-01,Menn,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",169.4,2,6,2
Hele landet,2022-01-01,Menn,25-44 år,Psykiske symptomer,"per 1000, standardisert",114.3,2,6,2
Hele landet,2022-01-01,Menn,25-44 år,Psykiske lidelser,"per 1000, standardisert",90.6,2,6,2
Hele landet,2022-01-01,Menn,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",146.4,2,7,2
Hele landet,2022-01-01,Menn,45-74 år,Psykiske symptomer,"per 1000, standardisert",109.1,2,7,2
Hele landet,2022-01-01,Menn,45-74 år,Psykiske lidelser,"per 1000, standardisert",60.0,2,7,2
Hele landet,2022-01-01,Menn,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",140.9,2,8,2
Hele landet,2022-01-01,Menn,75-79 år,Psykiske symptomer,"per 1000, standardisert",106.5,2,8,2
Hele landet,2022-01-01,Menn,75-79 år,Psykiske lidelser,"per 1000, standardisert",51.9,2,8,2
Hele landet,2022-01-01,Kvinner,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",200.1,3,1,2
Hele landet,2022-01-01,Kvinner,0-74 år,Psykiske symptomer,"per 1000, standardisert",144.0,3,1,2
Hele landet,2022-01-01,Kvinner,0-74 år,Psykiske lidelser,"per 1000, standardisert",93.4,3,1,2
Hele landet,2022-01-01,Kvinner,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",188.6,3,4,2
Hele landet,2022-01-01,Kvinner,0-44 år,Psykiske symptomer,"per 1000, standardisert",130.8,3,4,2
Hele landet,2022-01-01,Kvinner,0-44 år,Psykiske lidelser,"per 1000, standardisert",96.1,3,4,2
Hele landet,2022-01-01,Kvinner,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",128.1,3,3,2
Hele landet,2022-01-01,Kvinner,0-24 år,Psykiske symptomer,"per 1000, standardisert",87.5,3,3,2
Hele landet,2022-01-01,Kvinner,0-24 år,Psykiske lidelser,"per 1000, standardisert",65.1,3,3,2
Hele landet,2022-01-01,Kvinner,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",61.5,3,2,2
Hele landet,2022-01-01,Kvinner,0-14 år,Psykiske symptomer,"per 1000, standardisert",45.9,3,2,2
Hele landet,2022-01-01,Kvinner,0-14 år,Psykiske lidelser,"per 1000, standardisert",22.0,3,2,2
Hele landet,2022-01-01,Kvinner,15-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",215.1,3,5,2
Hele landet,2022-01-01,Kvinner,15-24 år,Psykiske symptomer,"per 1000, standardisert",141.7,3,5,2
Hele landet,2022-01-01,Kvinner,15-24 år,Psykiske lidelser,"per 1000, standardisert",121.2,3,5,2
Hele landet,2022-01-01,Kvinner,25-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",249.6,3,6,2
Hele landet,2022-01-01,Kvinner,25-44 år,Psykiske symptomer,"per 1000, standardisert",174.5,3,6,2
Hele landet,2022-01-01,Kvinner,25-44 år,Psykiske lidelser,"per 1000, standardisert",127.5,3,6,2
Hele landet,2022-01-01,Kvinner,45-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",217.6,3,7,2
Hele landet,2022-01-01,Kvinner,45-74 år,Psykiske symptomer,"per 1000, standardisert",163.8,3,7,2
Hele landet,2022-01-01,Kvinner,45-74 år,Psykiske lidelser,"per 1000, standardisert",89.2,3,7,2
Hele landet,2022-01-01,Kvinner,75-79 år,Psykiske symptomer og lidelser,"per 1000, standardisert",216.3,3,8,2
Hele landet,2022-01-01,Kvinner,75-79 år,Psykiske symptomer,"per 1000, standardisert",164.9,3,8,2
Hele landet,2022-01-01,Kvinner,75-79 år,Psykiske lidelser,"per 1000, standardisert",83.5,3,8,2
Hele landet,2023-01-01,Kjønn samlet,0-74 år,Psykiske symptomer og lidelser,"per 1000, standardisert",180.4,1,1,2
Hele landet,2023-01-01,Kjønn samlet,0-74 år,Psykiske symptomer,"per 1000, standardisert",130.8,1,1,2
Hele landet,2023-01-01,Kjønn samlet,0-74 år,Psykiske lidelser,"per 1000, standardisert",83.3,1,1,2
Hele landet,2023-01-01,Kjønn samlet,0-44 år,Psykiske symptomer og lidelser,"per 1000, standardisert",174.5,1,4,2
Hele landet,2023-01-01,Kjønn samlet,0-44 år,Psykiske symptomer,"per 1000, standardisert",121.5,1,4,2
Hele landet,2023-01-01,Kjønn samlet,0-44 år,Psykiske lidelser,"per 1000, standardisert",88.5,1,4,2
Hele landet,2023-01-01,Kjønn samlet,0-24 år,Psykiske symptomer og lidelser,"per 1000, standardisert",125.4,1,3,2
Hele landet,2023-01-01,Kjønn samlet,0-24 år,Psykiske symptomer,"per 1000, standardisert",84.2,1,3,2
Hele landet,2023-01-01,Kjønn samlet,0-24 år,Psykiske lidelser,"per 1000, standardisert",63.5,1,3,2
Hele landet,2023-01-01,Kjønn samlet,0-14 år,Psykiske symptomer og lidelser,"per 1000, standardisert",79.0,1,2,2
