ogc_fid;pop_tot;ssbid250m
1351;2;23517506687750
1352;4;23520006688000
1353;3;23520006688250
1354;4;23520006688500
1355;2;23525006689250
1356;1;23602506681250
1357;1;23605006681250
1358;4;23585006681750
1359;3;23587506681750
1360;1;23590006681750
1361;2;23590006682000
1362;2;23590006682250
1363;1;23595006681750
1364;4;23592506681750
1365;7;23592506682000
1366;1;23580006682000
1367;3;23582506682000
1368;5;23582506682500
1369;1;23585006682500
1370;1;23592506682500
1371;2;23592506682750
1372;6;23592506683000
1373;2;23577506682000
1374;2;23577506682250
1375;2;23410006683250
1376;7;23415006683500
1377;5;23410006683500
1378;5;23410006683750
1379;6;23415006683750
1380;2;23415006684000
1381;2;23407506683250
1382;4;23407506683500
1383;4;23420006683750
1384;1;23407506684000
1385;2;23407506684250
1386;1;23405006684250
1387;21;23405006684500
1388;9;23407506684500
1389;5;23402506684500
1390;8;23407506684750
1391;2;23402506684750
1392;3;23415006684250
1393;3;23412506684500
1394;7;23410006684750
1395;1;23412506684750
1396;4;23417506684500
1397;1;23417506685000
1398;1;23410006685000
1399;2;23412506685500
1400;6;23405006684750
1401;2;23402506685000
1402;3;23407506685250
1403;8;23405006685500
1404;2;23407506685500
1405;3;23402506685500
1406;3;23430006686250
1407;4;23427506686250
1408;3;23430006686500
1409;1;23432506686750
1410;1;23465006686750
1411;2;23417506685250
1412;6;23422506685500
1413;4;23417506685500
1414;10;23417506685750
1415;6;23420006685750
1416;5;23422506685750
1417;10;23417506686000
1418;7;23410006685750
1419;5;23412506685750
1420;4;23412506686250
1421;9;23405006685750
1422;10;23402506685750
1423;7;23402506686000
1424;8;23405006686000
1425;14;23407506686000
1426;11;23407506686250
1427;5;23402506686250
1428;2;23405006686250
1429;24;23405006686500
1430;10;23410006686750
1431;7;23407506686500
1432;5;23402506686500
1433;2;23407506686750
1434;3;23402506686750
1435;3;23405006686750
1436;12;23405006687000
1437;3;23402506687000
1438;22;23402506687250
1439;1;23405006687500
1440;1;23385006685500
1441;1;23382506686000
1442;3;23385006686000
1443;1;23385006686250
1444;8;23385006686750
1445;4;23400006685750
1446;1;23397506685750
1447;4;23395006685750
1448;3;23400006686000
1449;6;23397506686000
1450;3;23400006686250
1451;2;23390006685750
1452;3;23392506685750
1453;6;23387506686000
1454;27;23400006686500
1455;5;23395006686750
1456;5;23397506686750
1457;1;23400006686750
1458;3;23400006687250
1459;4;23385006687750
1460;6;23385006688000
1461;1;23387506687250
1462;3;23397506687250
1463;1;23450006688000
1464;2;23445006688250
1465;2;23452506688500
1466;2;23452506689500
1467;7;23385006688250
1468;6;23382506688750
1469;5;23382506689000
1470;14;23390006689500
1471;2;23392506689500
1472;2;23390006690000
1473;2;23387506690250
1474;1;23390006690500
1475;2;23385006691500
1476;3;23382506691750
1477;4;23387506690750
1478;3;23387506691000
1479;2;23492506687500
1480;2;23490006687500
1481;7;23487506687750
1482;5;23492506687750
1483;13;23490006687750
1484;7;23477506687750
1485;10;23472506687750
1486;4;23475006687750
1487;10;23485006688250
1488;2;23482506688250
1489;11;23485006688500
1490;7;23485006688750
1491;3;23485006689000
1492;1;23490006689250
1493;2;23492506689500
1494;1;23492506689750
1495;1;23500006689250
1496;1;23495006689750
1497;2;23497506690000
1498;3;23495006690250
1499;4;23497506690250
1500;1;23502506691000
1501;4;23502506691250
1502;2;23502506691500
1503;2;23507506691500
1504;4;23505006691500
1505;6;23522506689750
1506;2;23520006691500
1507;2;23490006690250
1508;2;23472506691500
1509;2;23472506692250
1510;3;23505006692000
1511;3;23505006692250
1512;4;23505006692500
1513;1;23505006692750
1514;2;23505006693000
1515;1;23502506693000
1516;1;23502506693250
1517;3;23532506694000
1518;2;23527506693500
1519;2;23527506693750
1520;4;23525006693750
1521;1;23527506694000
1522;1;23525006694000
1523;9;23530006694000
1524;3;23535006694000
1525;4;23535006694250
1526;2;23520006694750
1527;2;23535006695250
1528;1;23615006687000
1529;1;23607506687750
1530;2;23607506688000
1531;2;23617506687750
1532;3;23607506692500
1533;3;23665006696500
1534;3;23647506697750
1535;2;23665006696750
1536;3;23667506696750
1537;4;23650006697750
1538;4;23632506698750
1539;6;23627506699000
1540;2;23627506699500
1541;2;23622506703000
1542;3;23615006703000
1543;1;23620006704500
1544;2;23657506702250
1545;2;23657506703250
1546;5;23657506704000
1547;4;23660006704500
1548;7;23660006704750
1549;5;23657506704750
1550;5;23660006705000
1551;1;23657506705250
1552;3;23637506704750
1553;2;23632506704750
1554;3;23665006708000
1555;1;23647506711500
1556;2;23647506712000
1557;2;23662506716250
1558;1;23615006721000
1559;2;23615006721250
1560;1;23610006721500
1561;2;23635006722750
1562;2;23610006730000
1563;6;23607506730500
1564;2;23607506730750
1565;2;23702506771000
1566;3;23700006771000
1567;5;23705006771250
1568;1;23700006771250
1569;8;23705006771500
1570;1;23697506772000
1571;2;23707506771750
1572;5;23707506772000
1573;2;23707506772250
1574;2;23700006772000
1575;8;23702506772000
1576;1;23722506772750
1577;3;23692506774750
1578;2;23717506773750
1579;5;23720006773500
1580;3;23720006774000
1581;4;23687506773750
1582;6;23690006774000
1583;4;23690006774250
1584;4;23680006775500
1585;6;23627506773500
1586;2;23627506774000
1587;1;23622506774000
1588;2;23625006774500
1589;1;23622506774750
1590;2;23625006774750
1591;1;23622506775000
1592;4;23687506775500
1593;2;23677506776000
1594;1;23682506776250
1595;7;23662506779250
1596;4;23662506779500
1597;5;23657506779750
1598;2;23657506780000
1599;9;23670006777750
1600;1;23672506781000
1601;2;23647506780250
1602;2;23647506780750
1603;1;23645006781000
1604;6;23655006780000
1605;1;23652506780000
1606;4;23652506780250
1607;2;23655006780250
1608;3;23655006780500
1609;2;23665006783250
1610;2;23667506783750
1611;2;23682506781750
1612;2;23680006782000
1613;1;23682506782000
1614;2;23680006782250
1615;3;23677506782250
1616;3;23677506782500
1617;3;23685006782250
1618;1;23675006782750
1619;5;23675006783000
1620;1;23672506783250
1621;2;23677506783500
1622;1;23627506783750
1623;1;23627506784000
1624;1;21420006494500
1625;5;21417506494750
1626;2;21420006495000
1627;3;21422506495000
1628;25;21417506495000
1629;17;21422506495250
1630;13;21417506495250
1631;2;21417506495500
1632;9;21422506495500
1633;22;21425006495250
1634;27;21427506495500
1635;6;21430006495500
1636;24;21425006495500
1637;8;21427506495750
1638;18;21430006495750
1639;3;21425006495750
1640;17;21422506495750
1641;16;21422506496000
1642;1;21422506496500
1643;5;21432506495750
1644;2;21432506496000
1645;2;21435006496250
1646;11;21430006497000
1647;3;21427506497000
1648;3;21432506497000
1649;10;21435006497250
1650;5;21432506497250
1651;3;21435006497500
1652;22;21432506497500
1653;5;21432506497750
1654;1;21432506498000
1655;1;21417506497250
1656;10;21420006497750
1657;2;21422506497750
1658;84;21422506498000
1659;13;21430006497750
1660;24;21425006498000
1661;1;21430006498000
1662;5;21427506498000
1663;6;21437506497250
1664;2;21437506497500
1665;9;21437506497750
1666;4;21450006498250
1667;1;21442506498250
1668;4;21440006498250
1669;6;21440006498500
1670;10;21442506498500
1671;38;21437506498750
1672;15;21440006498750
1673;39;21442506498750
1674;5;21445006498250
1675;5;21447506498250
1676;4;21450006498500
1677;27;21447506498500
1678;6;21445006498500
1679;22;21447506498750
1680;8;21450006498750
1681;37;21445006498750
1682;4;21450006499000
1683;48;21445006499000
1684;1;21452506498500
1685;3;21452506498750
1686;4;21455006498750
1687;6;21452506499000
1688;22;21447506499000
1689;3;21445006499250
1690;3;21450006499250
1691;4;21450006499500
1692;13;21452506499500
1693;10;21442506499000
1694;31;21440006499000
1695;11;21437506499000
1696;1;21437506499250
1697;4;21440006499250
1698;23;21437506500000
1699;7;21442506500250
1700;4;21440006500250
1701;6;21455006500000
1702;5;21455006500250
1703;2;21452506500250
1704;10;21445006500250
1705;1;21447506500250
1706;8;21445006500500
1707;19;21447506500500
1708;12;21450006500500
1709;5;21437506500750
1710;4;21440006500750
1711;1;21442506501000
1712;16;21437506501000
1713;2;21440006501000
1714;3;21437506501250
1715;2;21467506500750
1716;4;21460006500750
1717;9;21462506500750
1718;20;21462506501000
1719;6;21465006501000
1720;16;21460006501000
1721;4;21460006501250
1722;51;21417506498250
1723;59;21422506498250
1724;85;21420006498250
1725;38;21417506498500
1726;30;21422506498500
1727;50;21420006498500
1728;24;21422506498750
1729;69;21420006498750
1730;13;21417506498750
1731;24;21422506499000
1732;4;21425006498250
1733;10;21425006498500
1734;3;21427506498500
1735;53;21425006498750
1736;28;21430006498750
1737;103;21427506498750
1738;62;21425006499000
1739;3;21435006498250
1740;2;21432506498500
1741;8;21435006498500
1742;14;21435006498750
1743;15;21432506498750
1744;36;21435006499000
1745;27;21432506499000
1746;29;21432506499250
1747;11;21435006499250
1748;14;21420006499000
1749;22;21417506499250
1750;14;21420006499250
1751;5;21422506499250
1752;18;21417506499500
1753;90;21420006499500
1754;12;21422506499500
1755;5;21420006499750
1756;72;21417506499750
1757;116;21427506499000
1758;63;21427506499250
1759;3;21430006499250
1760;52;21425006499250
1761;2;21427506499500
1762;27;21430006499500
1763;18;21432506499500
1764;13;21435006499500
1765;5;21435006499750
1766;2;21432506499750
1767;24;21435006500000
1768;1;21435006500250
1769;2;21435006500500
1770;4;21432506500500
1771;26;21427506500250
1772;97;21425006500250
1773;87;21427506500500
1774;93;21425006500500
1775;26;21430006500500
1776;4;21422506499750
1777;37;21417506500000
1778;6;21420006500000
1779;74;21417506500250
1780;80;21420006500250
1781;10;21422506500250
1782;117;21417506500500
1783;148;21420006500500
1784;14;21422506500500
1785;85;21425006500750
1786;52;21430006500750
1787;66;21427506500750
1788;84;21427506501000
1789;20;21430006501000
1790;61;21425006501000
1791;20;21430006501250
1792;47;21425006501250
1793;46;21427506501250
1794;6;21425006501500
1795;63;21420006500750
1796;78;21417506500750
1797;105;21417506501000
1798;37;21420006501000
1799;32;21422506501000
1800;111;21417506501250
1801;22;21420006501250
1802;20;21422506501250
1803;13;21420006501500
1804;32;21455006500750
1805;27;21457506500750
1806;11;21452506500750
1807;13;21457506501000
1808;1;21445006501500
1809;1;21437506501500
1810;1;21442506502000
1811;14;21440006502000
1812;3;21437506502000
1813;4;21437506502250
1814;3;21457506502250
1815;5;21455006502250
1816;2;21457506502500
1817;1;21452506502500
1818;2;21457506502750
1819;2;21452506502750
1820;7;21452506503000
1821;16;21455006503000
1822;5;21457506503000
1823;6;21440006502250
1824;2;21437506502500
1825;24;21440006502500
1826;16;21437506502750
1827;9;21440006502750
1828;18;21437506503000
1829;1;21450006502500
1830;1;21445006502750
1831;4;21450006502750
1832;3;21450006503000
1833;2;21450006503250
1834;55;21440006503000
1835;11;21442506503250
1836;4;21440006503250
1837;10;21437506503250
1838;16;21442506503500
1839;13;21437506503500
1840;14;21440006503500
1841;16;21442506503750
1842;14;21452506503250
1843;21;21455006503250
1844;16;21457506503250
1845;14;21457506503500
1846;6;21455006503500
1847;8;21457506503750
1848;30;21432506500750
1849;55;21435006500750
1850;9;21432506501000
1851;68;21435006501000
1852;8;21435006501250
1853;1;21432506501250
1854;1;21422506501500
1855;95;21417506501500
1856;57;21417506501750
1857;2;21417506502000
1858;12;21427506501500
1859;4;21427506501750
1860;9;21430006501750
1861;3;21430006502000
1862;3;21427506502000
1863;6;21435006502000
1864;4;21432506502000
1865;13;21435006502250
1866;10;21435006502500
1867;2;21435006502750
1868;2;21432506503000
1869;2;21417506502250
1870;9;21435006503250
1871;5;21432506503250
1872;3;21435006503500
1873;5;21432506503750
1874;9;21435006503750
1875;2;21432506504000
1876;5;21422506504500
1877;6;21470006501250
1878;1;21472506501500
1879;5;21460006502250
1880;5;21470006502750
1881;19;21462506502500
1882;10;21460006502500
1883;1;21462506502750
1884;14;21465006502750
1885;6;21465006503000
1886;1;21472506502750
1887;13;21467506502750
1888;12;21470006503000
1889;16;21467506503000
1890;10;21472506503000
1891;7;21467506503250
1892;4;21472506503250
1893;12;21470006503250
1894;6;21472506503500
1895;11;21467506503500
1896;8;21460006503500
1897;11;21462506504000
1898;5;21470006503500
1899;5;21445006503250
1900;3;21450006503500
1901;28;21445006503500
1902;20;21447506503500
1903;1;21450006503750
1904;10;21445006503750
1905;67;21447506503750
1906;13;21445006504250
1907;2;21450006504750
1908;3;21437506505250
1909;4;21452506504750
1910;1;21455006505500
1911;2;21457506505500
1912;8;21452506505500
1913;4;21450006505000
1914;2;21450006505500
1915;1;21452506505750
1916;2;21455006505750
1917;4;21455006506500
1918;13;21507506506250
1919;12;21507506506500
1920;11;21505006506500
1921;9;21507506506750
1922;4;21502506506750
1923;17;21505006506750
1924;1;21512506507500
1925;4;21512506507750
1926;9;21530006508500
1927;2;21532506508500
1928;7;21532506508750
1929;19;21535006509000
1930;13;21535006509250
1931;10;21535006509500
1932;1;21535006509750
1933;7;21502506507750
1934;2;21505006508000
1935;1;21502506508000
1936;4;21522506508000
1937;5;21515006507500
1938;5;21520006507750
1939;7;21517506507750
1940;7;21515006507750
1941;5;21520006508000
1942;6;21517506508000
1943;11;21515006508000
1944;8;21510006508000
1945;24;21512506508250
1946;1;21510006508250
1947;3;21512506508500
1948;3;21512506508750
1949;2;21512506509000
1950;3;21512506509250
1951;2;21522506508250
1952;9;21522506508750
1953;6;21525006508750
1954;3;21517506508250
1955;7;21515006508500
1956;4;21517506509000
1957;5;21505006508250
1958;4;21502506508250
1959;8;21522506509000
1960;2;21522506509250
1961;3;21525006509250
1962;3;21527506509250
1963;3;21515006509250
1964;7;21517506509250
1965;22;21517506509500
1966;7;21520006509500
1967;15;21515006509500
1968;13;21517506509750
1969;5;21537506509000
1970;11;21537506509250
1971;3;21537506509500
1972;3;21540006509500
1973;2;21545006509500
1974;6;21547506510000
1975;5;21547506510500
1976;15;21550006510500
1977;5;21505006510500
1978;4;21515006510000
1979;8;21517506510000
1980;3;21517506510250
1981;1;21520006511000
1982;7;21517506511000
1983;15;21510006511750
1984;6;21502506511750
1985;4;21507506511750
1986;1;21505006511750
1987;5;21507506512000
1988;5;21512506512500
1989;5;21510006512500
1990;3;21525006512500
1991;1;21522506512500
1992;3;21527506512750
1993;3;21525006512750
1994;2;21525006513000
1995;7;21527506513000
1996;2;21520006512500
1997;6;21515006512500
1998;5;21545006513000
1999;1;21530006513000
2000;5;21535006513000
2001;9;21542506512750
2002;16;21540006512750
2003;36;21540006513000
2004;17;21542506513000
2005;3;21532506513250
2006;9;21535006513250
2007;7;21535006513500
2008;8;21535006513750
2009;23;21540006513250
2010;1;21537506513250
2011;15;21542506513250
2012;7;21540006513500
2013;11;21542506513500
2014;8;21540006513750
2015;5;21545006513500
2016;2;21545006513750
2017;2;21550006513750
2018;5;21547506513750
2019;1;21535006514000
2020;4;21540006514000
2021;7;21542506514000
2022;1;21542506514250
2023;4;21547506514000
2024;6;21545006514250
2025;4;21480006504250
2026;4;21482506504250
2027;2;21482506504500
2028;5;21480006504500
2029;3;21485006504500
2030;2;21485006504750
2031;2;21492506504250
2032;2;21487506504500
2033;3;21492506504500
2034;4;21490006504750
2035;4;21497506504500
2036;5;21495006504500
2037;21;21495006504750
2038;8;21500006505000
2039;4;21495006505000
2040;10;21497506505000
2041;3;21497506505250
2042;25;21495006505500
2043;16;21500006505500
2044;23;21497506505500
2045;5;21492506504750
2046;2;21490006505000
2047;6;21492506505000
2048;9;21492506505500
2049;11;21490006505500
2050;3;21487506505500
2051;4;21480006505250
2052;2;21482506505500
2053;4;21480006505500
2054;5;21500006505750
2055;14;21495006505750
2056;12;21497506505750
2057;77;21497506506000
2058;26;21500006506000
2059;60;21495006506000
2060;81;21497506506250
2061;19;21500006506250
2062;45;21495006506250
2063;10;21492506505750
2064;2;21490006505750
2065;16;21492506506000
2066;27;21487506506000
2067;5;21490006506000
2068;2;21490006506250
2069;4;21487506506250
2070;4;21465006504250
2071;6;21462506504250
2072;2;21460006504500
2073;2;21467506505000
2074;5;21472506505000
2075;1;21470006505000
2076;11;21472506505250
2077;6;21462506504750
2078;4;21460006505000
